experiment_id,campaign_partition,target_sbox,target_sbox_index,key_id,session_id,fault_model,timing_offset_samples,width_samples,strength,repeat,repeat_spacing_samples,plaintext_hex,healthy_ciphertext_hex,response_received,faulty_ciphertext_hex,ciphertext_equal,ciphertext_hamming_distance
0,attack,S5,5,22,1,random_and_4,-6.140514281157147,3.546931571049509,0.8740562008594961,1,3.419723785331273,43e193480faaf158,44b3ee21e39fc8e8,True,44b3ee21ed9fc8e8,False,3
4,attack,S0,0,22,0,random_and_4,-0.0598545890308561,1.8554887069996824,0.5204694159989847,1,2.8153341270194336,28517194df650a5d,35c64fd7854b1789,True,35c64fd7854b1689,False,1
5,attack,S5,5,22,6,single_bit_flip,24.201762914676813,0.8326172505950055,0.4562117904762824,1,2.0038144737250647,be6521d5b7391691,b198aca89db7c8d2,True,b198aca89db7c8d2,True,0
8,attack,S5,5,22,5,random_and_4,1.9179309019824085,3.385792376088035,0.3861283313979862,1,3.814760784916312,6ada4269a2e5e667,602c8f8b4704b887,True,602c8f8b470ab887,False,3
10,attack,S5,5,23,4,stuck_at_bit,-0.2549234296797045,3.775175464553976,0.5925416833140804,2,2.4057005059373813,fb30107e95a8a5a5,c4497963fb1cbc43,True,c4497963fb1cbc43,True,0
11,attack,S5,5,23,3,random_and_4,8.681429260708775,4.6423689054696,1.0912593472319834,1,6.201372088135599,35e4450342d07894,534a2d19ae998a87,True,534a2d19de998d87,False,6
12,attack,S0,0,22,0,stuck_at_bit,1.437260239952471,3.070596454740389,0.9104013067808396,1,4.108739285292602,5666cd22e43b24f3,0b658c50900bca71,True,0b658c50900bc57a,False,7
15,attack,S5,5,23,7,random_and_4,7.170495964405971,1.0041943087085612,0.8704859532671054,1,4.603402203929651,6c2aaf474a64dbdb,81a28b574671207c,True,81a28b574671207c,True,0
22,attack,S5,5,23,5,random_and_4,-2.671422141549022,4.162424901216265,0.8959967456661025,2,3.4411463392090136,b3d6714448249bfd,8e1c2edcd199e519,True,8e1c2edcd197e519,False,3
26,attack,S5,5,22,6,random_and_4,3.013438755645439,1.2096448763239058,0.9841855121799508,1,3.50826921064248,36bd619dc1ca55cb,3a0940e88ca6f5b2,True,3a0940e88ca6f5b2,True,0
27,attack,S0,0,22,1,random_and_4,1.4271101642678563,1.7266034687205585,0.5999280678694585,1,2.848149753676772,27cdec8e30be7bd8,9585dea2d705ae69,True,9585dea2d705ae69,True,0
28,attack,S0,0,23,5,random_and_4,-2.73418247066392,3.643922345320373,1.0120428075581178,2,4.042896392543093,4d746bcfb779bf8c,a4cd34b372d031d8,True,a4cd34b372d931da,False,3
30,attack,S0,0,23,5,random_and_4,-2.770632868353936,1.3351959404655689,0.387504943549762,1,1.933980170729432,3601e44d14756749,a746df01b5567caf,True,a746df01b5569aaf,False,5
34,attack,S0,0,22,7,random_and_4,-3.30232940094335,1.2291395924548838,0.9445877990260914,1,2.9962849814592705,a72d2291b54e01d7,eb0992703a258385,True,eb0992703a258385,True,0
38,attack,S0,0,23,5,random_and_4,1.1987283345441475,3.531946965046548,0.7837819820228538,1,1.7529171953819915,1d6c7259ff889c71,a0a2b70d1618d98e,True,a0a2b70d1618d98e,True,0
46,attack,S0,0,22,1,random_and_4,-3.1414837309647203,3.0239445799987275,0.8537630990654183,2,3.0043592250181232,c70a63bd146bbb1e,20d9c97363d941b5,True,20d9c97363d941b5,True,0
50,attack,S0,0,22,0,random_and_4,7.088907144012102,1.871201531847728,0.4188289672129551,2,5.077697718775811,03e01506f0d3852c,05f9685a313cf869,True,05f9685a313cf869,True,0
52,attack,S0,0,23,7,random_and_4,7.946179069598154,3.143645559275358,0.8461639067516281,1,5.470283238079784,e487bbc30fa8d086,1e574b9927958e4c,True,1e574b9927958e4b,False,3
53,attack,S0,0,23,1,random_and_4,11.111158762068182,2.951829627949502,1.0404129033325376,1,1.8314539103104748,b1d6e4a8ef46924d,4a01b9e690a1d2cd,True,4a01b9e69011d2ce,False,5
54,attack,S5,5,22,2,random_and_4,-8.982187104838422,17.738752119842953,1.7483448186260726,2,6.685732016120589,83a87a369e82ddde,142a402adde0f40b,False,,,-1
56,attack,S5,5,23,6,random_and_4,-0.0001971009390802,2.0723031343126963,0.5414857370340755,2,3.3931266013054997,d1d23878fab85db9,d60ad22006074a84,True,d60ad22006034a84,False,1
62,attack,S0,0,23,4,single_bit_flip,0.7298379086794955,1.169686416184494,0.4967010031600578,1,4.122359883125188,aa8259e6e9fdcead,c27b8885c801f66c,True,c27b8885c801f66c,True,0
65,attack,S5,5,22,3,random_and_2,-7.590018580284007,5.542156362420698,0.3149035774727265,1,2.0912373732787137,fcf05587530bc1e6,c6050f3a4330065f,True,c6050f3a4330065f,True,0
74,attack,S0,0,22,0,random_and_4,0.6270907022980756,2.4967742412520093,0.8386553275532656,1,2.226438789350076,b04982f36140c72c,a924222e8b8f85b7,True,a924222e8b8f85b7,True,0
77,attack,S5,5,22,5,random_nibble,8.254005445704696,2.3868329438912403,0.3195656297273136,2,5.989564224666889,375c1907ce3b142b,5cf2b1ae20f12178,True,5cf2b1ae90312178,False,5
79,attack,S0,0,22,6,random_and_4,-7.463585093735262,0.6157549386713261,1.0307053938818431,1,1.4724013018311557,f4173d3c0cd3d373,16b50860ea45f533,True,16b50860ea45f533,True,0
88,attack,S5,5,22,0,random_and_4,-0.4613810353908683,2.854742510268114,0.8900627191518903,2,3.6729632219346215,c31fdd8896fec153,d52c44e4aa56fbe2,True,d52c44e4aa56fbe2,True,0
89,attack,S0,0,22,0,random_and_4,-2.69094735618728,3.55189584429512,0.3742549496103853,1,4.100173815017628,b87fe92f3d1e87fa,2be79b389e76d083,True,2be79b389e76df83,False,4
94,attack,S0,0,22,5,random_and_4,5.151749260779432,12.149362134530314,0.9535051386192184,3,3.547919850780638,96ff4bef1795f54b,d3b73aaacb236a65,False,,,-1
99,attack,S5,5,22,1,single_bit_flip,-0.5288646526830321,1.3352296092090925,0.7506647310048821,1,2.707379408342976,6831f899008725a7,73853152f9566e53,True,73853152f95b6e53,False,3
100,attack,S0,0,22,4,random_and_2,25.31976874393807,0.9564063002032588,0.3035940150004884,1,2.548647066349167,72fe474f1266e988,c8de97d0316259cc,True,c8de97d0316259cc,True,0
106,attack,S0,0,22,4,random_and_4,17.464321676412315,1.7290773238626715,0.3320194494767029,1,1.3636614143833627,ddbf1dcec2f33272,99c62ad742ce7967,True,99c62ad742ce7967,True,0
110,attack,S5,5,22,4,random_and_4,-0.0196171546898331,1.639599012763331,0.610823501306091,1,1.9408858968358569,2c4c4a0c61c37e24,504dfa2fb815b929,True,504dfa2fb814b929,False,1
123,attack,S0,0,22,4,random_and_4,-3.5131695514417918,4.969208531024668,1.2313584740285657,1,3.909952515504646,0035ef3da3e87045,326dcb47d7f23f35,True,326dcb47d7f23a35,False,2
125,attack,S0,0,22,7,random_and_4,0.858338162686612,7.009353396946433,0.8701997649509491,2,5.761807810241477,9952c9fac6094076,31607eceacb93c6e,True,31607eceacb93d6e,False,1
127,attack,S0,0,23,3,random_and_4,7.743615551533304,4.526681541515526,0.4190773183462082,1,3.555688046178752,6524e36129b16c28,9936f3589be348d4,True,9936f3589be348d4,True,0
131,attack,S5,5,23,0,random_nibble,-0.8156597321474095,1.779191817839786,0.3812743852209874,1,3.9341125548958265,1e0761987ddc50b0,1ee92cd40a0176ef,True,1ee92cd40a0f76ef,False,3
132,attack,S5,5,23,3,random_and_4,0.2616983032061335,1.008520420748175,1.0614623728761226,1,4.062724731001563,f37a62ab1e87cb6e,7b01be65702ec909,True,7b01be65702ac909,False,1
135,attack,S5,5,23,4,random_and_4,-4.9769829679168565,1.6217443786651686,0.330661038359633,1,2.319841369946838,748e858b6203beb8,e7cd51804f8f0dd5,True,e7cd51804f8f0dd5,True,0
141,attack,S5,5,22,3,random_and_4,0.4554304980694486,1.2175612763115229,0.8235440219999098,1,4.198303211087369,1bf4bfc3205d8e0a,2edcba88900a5c87,True,2edcba8890045c87,False,3
143,attack,S5,5,23,2,random_and_4,-3.1059567667796437,5.172122690850697,0.3746075749810749,1,2.235737073919872,9e855ff0d9860e06,dedfddb030ad7461,True,dedfddb030ad7461,True,0
145,attack,S5,5,23,1,random_and_4,-1.3007015805147395,4.1808129176304725,1.073401715127433,2,1.29185078049384,7ac9af1368ae2285,7ce970f23a6f1019,True,7ce970f23a6f1019,True,0
158,attack,S5,5,23,1,random_and_4,1.5780630138383338,1.9900279076985037,0.3960298677414035,1,3.530037221470475,84cd690eeebb8293,e62e6ff6f78c5913,True,e62e6ff6f78c5913,True,0
174,attack,S0,0,22,7,random_and_4,-4.378051132198397,3.872914218333573,0.3531141475005299,2,4.87910451774107,ab93569be3a2d729,9a82ecd16b244e60,True,9a82ecd16b244e60,True,0
176,attack,S0,0,22,3,single_bit_flip,10.620546346503613,2.9212654996063785,0.8094254507286205,1,5.70965109553897,b5b725e04d0103ce,2351e761759130d5,True,2351e761759130d1,False,1
180,attack,S5,5,22,6,random_and_4,-0.9391734811614424,3.1436437906210863,0.7126313520326897,2,2.5552819609089568,219a437bec5d439f,8626cf92f597c544,True,8626cf92f599c544,False,3
181,attack,S0,0,22,5,random_and_4,-5.837166717600072,1.966991547746593,0.7565618668934191,2,5.491536388870264,addbaf1cac31a9dc,f8c01a2431a8e5a8,True,f8c01a2431a8e5a8,True,0
186,attack,S5,5,22,1,random_and_4,2.4481975461213223,4.158294693836436,0.7527219144501469,1,3.636779868214264,0c1e4aaee510707a,5d3babdadb2d55a3,True,5d3babdadb2d55a3,True,0
187,attack,S5,5,23,7,random_and_4,2.1925391305862054,3.763136020082236,0.9522717625680406,1,2.832350017520607,0c296a766d8f7d38,812fcff21c95fcfa,True,812fcff21c9bfcfa,False,3
189,attack,S0,0,23,6,random_and_4,2.440726419135427,2.7942235886963243,0.743673001106061,1,2.331391201420428,cd05e84c481fc7d3,345ded39f23dc621,True,345ded39f23dc621,True,0
195,attack,S5,5,22,4,random_and_4,10.708862272202202,3.5174528641817666,0.9024209769463092,2,4.039926376186939,242eef48151e92aa,d2066fef7ff145e8,True,d2066fef7ff145e8,True,0
199,attack,S0,0,22,1,random_and_4,-1.6064563486840726,1.105542257063474,1.0140668200867815,1,2.5415934885856317,3463217392940e38,7bb6d58d9822011b,True,7bb6d58d98220a1b,False,3
202,attack,S5,5,23,5,random_and_4,-1.8691838432902117,5.173871728004299,0.6619304183980457,1,5.094216217768564,bd97bcf4bf7531c2,e92729e17115bd9c,False,,,-1
204,attack,S0,0,22,4,random_and_4,4.5201815905359375,13.660828551919796,0.7427035567153553,1,5.116744119806172,162c1738ac288aeb,69b6bf52244709b3,True,69b6bf52244709bb,False,1
208,attack,S0,0,22,1,random_and_4,-2.9243487264680867,1.3818341976922277,0.9943243224513072,1,4.188448860253679,3a0583db3f6f2685,853befa3a5c2692f,True,853befa3a5c2672f,False,3
212,attack,S0,0,23,3,random_and_4,4.120495877009109,3.8943985320218975,1.1565222796236891,1,4.3844525053214864,e286aeb8ca34f1db,f5271c44fa0e7021,True,f5271c44fa0e7d21,False,3
217,attack,S0,0,23,2,random_nibble,-7.00630381743143,4.874983711211884,1.183070649644418,1,5.406194630100208,51bd2408a957cedf,e2e4653cbfe956ea,True,e2e4653cbfe956ea,True,0
218,attack,S0,0,23,3,random_and_4,-7.438058743261241,0.6752092881249138,0.5047500289523477,2,4.221569473210916,377237850dcc2874,5cbe34ec022d965d,True,5cbe34ec022d965d,True,0
222,attack,S5,5,23,5,random_and_4,6.826762683661951,2.3728510601079167,0.2451796814093844,1,3.581626550617788,039a1cae821421aa,44cc4212f3f2b582,True,44cc4212f3f2b582,True,0
230,attack,S0,0,23,4,random_and_4,5.193517590186983,12.50368681173041,0.9856447047130216,1,8.454151990712795,ccbad443dc8a0691,15839c7026de0289,True,15839c7026de0289,True,0
231,attack,S5,5,22,0,random_and_4,2.653436511891744,4.761529786405662,0.6768056262167683,1,2.36866467146894,b539dbdc95920acc,2522e8c4750de88a,True,2522e8c4750ae88a,False,3
242,attack,S5,5,23,6,random_and_4,28.383558242135795,2.1610633281806155,0.1354498422729894,1,1.2768155144324345,844eef07b5342d05,d741fbb9e50e3811,True,d741fbb9e50e3811,True,0
245,attack,S0,0,23,6,random_and_4,7.204546548269601,5.409923011836519,1.007282141690896,1,2.10498111484046,e1250f93be86bd3a,78dd923cc35fbd27,True,78dd923cc35fbd20,False,3
251,attack,S5,5,23,5,random_and_4,1.3159953684797636,2.778081926132433,0.8315112848402335,1,1.9928281521203517,d672f75b092fe8b4,15edde2ad0e08601,True,15edde2ad0e08601,True,0
252,attack,S0,0,23,6,stuck_at_bit,-6.48861006104203,6.149271094128413,1.1421518435369398,1,3.911324890480005,c74bf591b8fa14eb,1771b59f60e778b3,True,1771b59f60e778b3,True,0
256,attack,S5,5,22,7,random_and_4,-27.8261973469492,1.3050853098804631,0.2564397912418296,1,2.801257754021516,25017f25ef339347,af6fb5490adf9a36,True,af6fb5490adf9a36,True,0
258,attack,S0,0,23,7,random_and_4,-1.0383410694073287,1.4984839080799062,0.4827220745862659,1,2.4279491525510584,316faa6715a28931,3eb14a032e8043c9,True,3eb14a032e8045c9,False,2
262,attack,S5,5,23,0,random_and_4,1.1759278690946164,4.967016797364425,0.8118557404974714,1,5.821069003607438,cd4bf99d4065cf53,6665e36f162966bb,True,6665e36f162966bb,True,0
267,attack,S5,5,22,0,random_and_4,-1.7381385359544743,3.93527095390457,0.8089383021565175,1,3.3696334480091137,975e28d2adb65bde,a80fd4d094c369dd,True,a80fd4d094c369dd,True,0
272,attack,S5,5,22,6,random_and_4,0.7895133241249064,3.4653960775832013,0.7435078296231743,1,3.3416241952711347,2edf4f77651779c2,d8b741a9c4155548,True,d8b741a9c4145548,False,1
276,attack,S0,0,23,0,random_and_4,4.779434694484188,3.243830622738193,0.7450961206235738,1,2.720068345235427,c61862f0a54f5f4d,724f2bac47a313cf,True,724f2bac47a31dcf,False,3
280,attack,S0,0,22,2,stuck_at_bit,2.125312628219724,2.481342516517211,0.8006300449688745,1,3.627646529611991,69f791fea61ff66b,229a9725960b0fde,True,229a9725960b0fde,True,0
288,attack,S0,0,22,3,random_and_4,-2.743523565106801,4.29885480842312,0.8536484486105032,1,4.8649461236246125,514b536e5db1ce5d,212a3f48571c6a76,True,212a3f48571c6a76,True,0
289,attack,S5,5,23,2,random_and_4,-10.75569747228186,4.365662435602565,0.7519563156156657,2,3.246302251032149,eaa8d64d206676c3,47bbc044c5eed341,True,47bbc044c5eed341,True,0
300,attack,S0,0,23,3,random_and_4,2.348221508416469,1.3746590179134837,0.99854057798697,2,1.914156988489412,63e4d5cf8232442e,c569e4d28a4ce0f6,True,c569e4d28a4ce4f6,False,1
301,attack,S5,5,22,5,random_and_4,-2.115640769147749,2.530801805220624,0.9487454962991884,1,2.9606735405406663,d6231e36d3342828,9a759ed10e8fa4dc,True,9a759ed10e8da4dc,False,1
302,attack,S5,5,23,6,random_and_2,-1.1250359830475514,2.6368574232016555,1.249484634101145,2,1.611312648971226,a7e4dfb7b3e8797a,e9cea82675feb15c,True,e9cea82675f7b15c,False,2
306,attack,S0,0,23,3,random_and_4,1.1924480351647966,1.98149898085548,0.5866478469182252,2,2.334823324092953,3b57b008970b453e,abd4e9cdce84e4ed,True,abd4e9cdce84e4ed,True,0
308,attack,S5,5,22,4,random_and_4,5.326654100445039,12.110604446941444,1.6265391400134626,2,8.975948347041948,abbd0f3b8d9b4ddd,547eab018c020d00,False,,,-1
312,attack,S0,0,22,6,random_and_4,-7.008924758947874,3.357722709777305,0.9089452218843072,2,4.284561694528793,e0d58db77394ec4f,715894458039d5ba,True,715894458039d5ba,True,0
313,attack,S0,0,23,3,random_and_4,-8.433286190573703,10.981556203476451,1.6855113209778834,3,7.854126942213263,bd0fa165ed970349,64049c3986e4617a,False,,,-1
325,attack,S0,0,23,0,random_and_4,3.240591973863822,11.332931093595375,1.7209592161542355,2,6.318583444788326,cadfb657130a16ac,2ab91ef8fdf9bfda,False,,,-1
329,attack,S0,0,23,5,random_and_4,1.0002950467875331,1.0299763609586563,0.5182890891448989,2,1.9723718431789672,938984a15f7f0a99,52d43c20a097d6f7,True,52d43c20ab97dff7,False,5
343,attack,S5,5,22,1,random_and_4,1.623788824959647,9.576115090938902,0.7377051846695859,2,5.4982671534353456,abe00a46e1f975a1,36713b7bc8bcb8a6,True,36713b7be8bcb4a6,False,3
349,attack,S5,5,22,2,random_and_2,6.7129925776145445,3.6891765324873984,1.2306739180451745,1,6.186777080150629,040e3fc62ad1df67,36274479f746f50d,True,36274479f746f50d,True,0
350,attack,S5,5,22,7,random_and_4,-5.360615835053092,5.045814708110869,0.980723171834438,2,3.3281676931537003,83f78d587231cecd,1107efbdef679fb8,True,1107efbdef679fb8,True,0
351,attack,S5,5,22,2,random_and_4,6.364448858729915,0.9592555241037476,0.9363198335548658,1,2.9306392812851554,0211b998c1349358,195369df635bba87,True,195369df635bba87,True,0
353,attack,S5,5,23,3,random_and_4,10.078848806280808,4.478040074710407,0.5981323625829017,1,2.151357059174015,5d4b471801d82164,05f059046c85bd8e,True,05f059046c85bd8e,True,0
355,attack,S5,5,23,5,random_and_4,3.0683951809230017,3.875801195504821,0.9333031118486173,1,2.019020199493812,8d9e6261d7a6313b,ac65353bacb0b8b0,True,ac65353bacb5c8b0,False,5
361,attack,S5,5,23,0,random_and_4,9.22889813967268,4.526587031126399,0.7299303256787564,1,2.6565973545452213,1e4d3208b3857b0b,153dc4c065af42f2,True,153dc4c065af42f2,True,0
362,attack,S0,0,22,0,random_and_4,-2.3131311891236104,2.4707414627028004,0.705800333704435,1,2.6573144201151315,625b8fb996a50060,1eee7b1b0496b7c3,True,1eee7b1b0496b5c3,False,1
373,attack,S0,0,22,1,random_and_4,-5.654450012335783,1.1165430002664762,0.6756324066269791,2,5.27242996080204,62f65e078af848c6,95d1a2e8f007d2bc,True,95d1a2e8f007ddbc,False,4
374,attack,S0,0,22,7,stuck_at_bit,2.4931965197378188,1.0571133803855843,0.3854991224184964,2,3.8197619634380886,e0c9c7d73ddf1157,9709b9f92a1fcbd4,True,9709b9f92a1fcbd3,False,3
376,attack,S0,0,22,6,random_and_4,0.7290408042388492,5.607185101783256,1.119364974097308,1,5.981061802319907,fb84625365f6bc88,0c0cd473c345aeb5,True,0c0cd473c345a1b5,False,4
387,attack,S5,5,22,1,random_and_4,-17.660142427690694,2.008309397787315,0.3482631928689191,1,1.6129744436338682,8b3b16e2fcbacc22,af85bacee6693694,True,af85bacee66936e4,False,3
388,attack,S5,5,22,5,random_and_4,3.1848710861405927,3.1314258776251487,1.1718850414190047,1,2.9656544585844244,4db5b0ef543ad2c5,19a8b05265546430,True,19a8b05265546430,True,0
391,attack,S5,5,22,2,random_and_4,-2.6348740611968875,5.881140094115628,0.2582061594193857,1,2.9343339463715603,b79ab8dc2126a76c,a7b9e02b45ecdf64,True,a7b9e02b45e1df64,False,3
392,attack,S5,5,23,7,random_and_4,1.1239599722685427,3.4838757645509344,0.9729931061006344,1,3.3343746678731336,a8159e42b5634d05,d0e1f7b8deffba07,True,d0e1f7b8deff8a07,False,2
398,attack,S0,0,22,5,random_and_4,-1.6631167717111508,2.681844635700243,0.4286655070575677,1,3.946843084051326,bdc275a41e268760,2468f7a4b3bc1d32,True,2468f7a4b3bc1d32,True,0
399,attack,S5,5,23,5,random_and_4,1.5036812651457825,1.6322050070157397,0.9258260261877328,1,3.3185860490977186,6950a4155898d49e,9febf0129d35597a,True,9febf0129d35597a,True,0
401,attack,S5,5,22,5,random_and_4,-3.539479772054017,10.331554662083496,1.4185982792171514,2,6.995831538637473,24303712e9b482fa,db248ca43c505506,True,db248ca43c275506,False,6
404,attack,S5,5,22,6,random_nibble,-2.190647330762551,6.114464511531537,0.3874713328522049,1,2.406865317143066,887df01cf41484b4,496c12fda55e7f9d,True,496c12fda5557f9d,False,3
405,attack,S0,0,22,5,random_and_4,9.66927437415728,4.3618760645519306,0.740471681089029,2,5.643459950718452,7ac9096df2dd96f2,a12f3485d8c7032e,False,,,-1
407,attack,S5,5,22,0,random_and_4,0.3536017014618831,1.9572907225970335,1.0660495575943112,1,3.419578227711152,400a4501c2078392,6fe3df7bf04f584f,True,6fe3df7bf044584f,False,3
408,attack,S0,0,23,3,random_and_4,26.18713697132052,0.9989225542761724,0.3581022599054564,1,1.6073705446243105,61e1d05d3ba1aebc,d71e471466888c06,True,d71e471466888c16,False,1
409,attack,S5,5,23,1,random_and_2,-0.4819464646293316,2.304971359034155,0.7495102291320094,1,4.184001538252323,5c05c60d09d49193,16b1f8c9e11f71ed,True,16b1f8c9e11f71ed,True,0
412,attack,S0,0,22,5,single_bit_flip,-7.119252002368018,4.142982936203203,0.7489146520138701,2,2.860623639561787,54234f413bd91492,48b5fb13d1c1dc99,True,48b5fb13d1c1d599,False,2
414,attack,S5,5,22,3,random_and_4,2.8508066235717915,1.504182666170847,1.018875636248091,1,4.239528089890534,41dfaa735704d4cc,b00d72c1578faf58,True,b00d72c1578faf58,True,0
415,attack,S5,5,23,3,random_and_4,-2.431722411864606,2.4707580020069777,0.5941660227644818,1,2.308684882972254,7bf66dd6c40c3de8,31f145b438c78e5d,True,31f145b438c78e5d,True,0
429,attack,S5,5,23,4,single_bit_flip,-1.1275446715927409,6.269935588787497,1.2263601544438183,2,6.165468674549024,baa665898126174f,bd8324f505e5f06d,True,bd8324f555ecf06d,False,4
433,attack,S5,5,23,1,random_and_2,-7.676217780367475,4.330183154098018,0.7252401679650954,2,3.22467232359329,a66af0461fcfe128,c73a197c06b0a910,True,c73a197c06b0a910,True,0
435,attack,S5,5,22,5,random_and_4,-0.0167167830206862,3.288415737122682,0.5047368783366278,1,1.5769776890394458,51d7bfca31874ec1,4e4151cbe0033ce9,True,4e4151cbe0003ce9,False,2
436,attack,S5,5,22,4,stuck_at_bit,1.4851688995647976,5.832479138142114,0.5635893564681376,2,5.699939045480451,bd3a056a3af72755,fde3ac882442a3a6,True,fde3ac882442a3a6,True,0
440,attack,S5,5,23,1,random_and_4,1.9452888411237708,3.2330860663097947,0.9541830524951328,1,4.568963782681548,0bd48ff75774a570,4dc16a4d40df441b,True,4dc16a4d40df441b,True,0
446,attack,S0,0,23,2,random_and_2,24.82511422688121,1.3955654092580967,0.1326730656903708,1,2.2125851993914014,2eff4cd0fd378619,65cfcf26e8decf1f,True,65cfcf26e8decf1f,True,0
455,attack,S5,5,22,2,random_and_4,7.761541613925047,0.979098848684445,0.3056115604860056,1,5.652507184292885,9a1225ff4df5426d,411c7273fdea4a2e,True,411c7273fdea4a2e,True,0
459,attack,S5,5,22,1,stuck_at_bit,2.3167325947150164,2.2949323153312955,0.8458504437831413,1,4.2912926117182,47558e2753d05c38,0fe0166963fcbbcf,True,0fe0166963f0bbcf,False,2
461,attack,S0,0,23,5,random_and_4,10.215674547866003,0.9266604992248444,0.7183395457085888,1,3.744622626099233,904335cfd1f0d030,1c6f0d6edd90392b,True,1c6f0d6edd90392b,True,0
462,attack,S5,5,23,1,random_and_2,0.959406898721514,4.141425954467535,0.7588811891182377,1,2.4278080601161958,f0eae5db1d410533,2f9123beeac446b1,True,2f9123beeac446b1,True,0
470,attack,S5,5,22,0,random_and_4,5.131962505396318,2.8429384148778203,0.6209345759222912,1,6.181758872769097,79e123efe3a1f69e,f1f4f52c64a5eedb,True,f1f4f52c64a5eedb,True,0
474,attack,S0,0,22,3,random_and_4,-1.3651892896048556,3.593133910823658,0.9738389343382414,1,2.124438262230476,d2baa042431290de,e4a0b669ae889db3,True,e4a0b669ae881eb3,False,3
478,attack,S0,0,23,1,random_and_4,3.424829923127522,11.060022498207369,0.8653038033320855,1,4.0630001473366,d8f12c7932b04efc,54f55e94d69a7a27,True,54f55e94d69a7a20,False,3
492,attack,S5,5,23,2,random_and_4,-1.5819297191177886,2.535155066568442,0.4366673664154571,1,3.5875143379343366,b4e4ea1685827ed4,976d82ed7ecc4e03,True,976d82ed7ec94e03,False,2
494,attack,S0,0,22,5,random_and_4,-0.5539238263825448,1.3065407683359596,0.5690308923215526,1,2.257541462950772,43766b6541aa8351,2ff8af96a4efc4cd,True,2ff8af96a4efc4cd,True,0
495,attack,S0,0,23,6,random_and_4,1.1972705637408012,5.932267204021405,1.1117559736956717,2,5.289585589998904,986ddac84c020357,671e1289e1d4beec,True,671e1289e1d4baec,False,1
498,attack,S5,5,23,3,stuck_at_bit,0.4552560695635503,3.632025760884384,0.4957389173867724,1,1.8877069654494465,409f2df103a30143,288cb4c0e7226c44,True,288cb4c0e7226c44,True,0
505,attack,S0,0,22,3,random_and_4,5.244528427738713,3.3425414606077983,0.6935376124792858,1,3.343544102264207,926ddd448ff26bd9,4beaa5751c7b9008,True,4beaa5751c7b9008,True,0
509,attack,S5,5,23,4,random_and_4,-0.4860991024268424,2.49035845238436,0.7519485043919203,1,2.8227363225218376,dd6e9de163519454,74885f2291046668,True,74885f2291046668,True,0
510,attack,S5,5,23,0,random_and_4,1.5558015524167654,1.5313761428155388,0.8378504801466153,1,5.13377411750686,697b0ac1af4fd017,4991638d404b5a35,True,4991638d404f5a35,False,1
513,attack,S5,5,22,4,stuck_at_bit,-0.816596246583388,4.96721433695632,0.5389413645456047,1,1.5490938846933306,fef94dbeacf49596,1bf26067ec3b0ffe,True,1bf26067ec3e0ffe,False,2
529,attack,S5,5,23,6,random_and_4,-7.979693041553142,2.789055285341135,0.560908707285657,1,3.52316617582154,b1eaff000891f63b,e15cc465cb65837b,True,e15cc465cb65837b,True,0
532,attack,S5,5,23,3,random_and_4,2.350577726897575,1.525422342573102,0.657635185363346,1,2.479551387728541,f60e00e32d74855a,906a291f44fe6ead,True,906a291f44fe6ead,True,0
536,attack,S0,0,22,2,random_and_4,1.0235920629783402,1.2574036889550853,0.4486471535815265,1,2.850710896414853,b69e0c078c13084f,515b567996bdd1e8,True,515b567996bdd1e8,True,0
539,attack,S5,5,22,6,random_and_4,-9.770416568604936,0.9575396429131317,0.6292657589800956,1,1.9588151825989384,319616d6fa046f8d,16f133dd9e1ab597,True,16f133dd3e1ab597,False,2
542,attack,S5,5,23,0,random_and_4,9.486534336097057,17.162660349168327,1.5209925050377189,3,2.7824586762459385,c531a35e484f6708,cd556a5b8ccf60b1,False,,,-1
549,attack,S0,0,23,3,random_and_4,8.954397979522314,2.0588823992117677,0.4776833391675817,2,5.064591166305727,f35082f7d0e68975,987929db8c27b204,True,987929db8c27b208,False,2
554,attack,S0,0,22,7,single_bit_flip,10.733382844350682,4.716445053007986,1.143926647521825,1,5.184508344984707,d61a2301318bdf7e,db60a15141394348,True,db60a15141394342,False,2
557,attack,S5,5,22,7,single_bit_flip,10.18555109137645,1.459131522501349,0.4257241788008513,1,3.8838529413495566,4ee2e9ee0421234f,b3fbd1c9b2e1f167,True,b3fbd1c992e1f167,False,1
570,attack,S5,5,22,4,random_and_4,-26.04705204925813,1.3142523608719865,0.192128102439738,1,2.819762200825041,efa7786836191ca4,50ecac891eb5a58b,True,50ecac891eb5058b,False,2
571,attack,S0,0,23,4,single_bit_flip,-1.676856886592059,4.239385476684638,0.7997220029218421,1,4.251140162235613,787f5e11ca564940,89e43869d7441bb5,True,89e43869d7441cb5,False,3
578,attack,S5,5,22,5,random_and_4,-6.077314691825103,1.523594998304793,0.70417771126693,2,3.6005238468224867,94d52339b6feda11,e52e4e04ca26132d,True,e52e4e04cd28132d,False,6
580,attack,S0,0,22,0,random_and_4,1.5973058405973617,2.4789537037209923,0.7039157894097721,1,4.325534278547801,0bfd129b73a769c2,5102b7c1f3fbea8b,True,5102b7c1f3fbea8b,True,0
585,attack,S5,5,22,7,random_and_4,4.923530493673285,6.157640568538469,0.830861391883351,2,1.9653742166644088,d719d9ea8ccfec02,be8ed9e727df2661,True,be8ed9e787df2661,False,2
