pipeline,attack_type,key_id,target_sbox,target_sbox_index,injection_checkpoint,key_guess,key_guess_hex,sample_count,sei,chi,llr_known_model
sefa_random_raw,SEFA,0,S0,0,3000,13,d,1180,0.0004991381786842862,9.423728813559324,-inf
sefa_random_raw,SEFA,0,S0,0,3000,14,e,1180,0.000724648089629417,13.681355932203394,-inf
sefa_random_raw,SEFA,0,S0,0,3000,15,f,1180,0.00093292157426027,17.613559322033897,-inf
sefa_random_raw,SEFA,0,S0,0,4000,0,0,1576,0.000505681671777165,12.751269035532994,-inf
sefa_random_raw,SEFA,0,S0,0,4000,1,1,1576,0.0004791092272411039,12.081218274111675,-inf
sefa_random_raw,SEFA,0,S0,0,4000,2,2,1576,0.00043079569172099254,10.862944162436548,-inf
sefa_random_raw,SEFA,0,S0,0,4000,3,3,1576,0.0005499690793372669,13.868020304568521,-inf
sefa_random_raw,SEFA,0,S0,0,4000,4,4,1576,0.0007947576593058312,20.04060913705584,-inf
sefa_random_raw,SEFA,0,S0,0,4000,5,5,1576,0.0003736246746888607,9.421319796954311,-inf
sefa_random_raw,SEFA,0,S0,0,4000,6,6,1576,0.00046864129454508006,11.817258883248739,-inf
sefa_random_raw,SEFA,0,S0,0,4000,7,7,1576,0.000699741039449612,17.644670050761416,-inf
sefa_random_raw,SEFA,0,S0,0,4000,8,8,1576,0.0006361282176814654,16.04060913705583,-inf
sefa_random_raw,SEFA,0,S0,0,4000,9,9,1576,0.001003311087634312,25.29949238578681,-inf
sefa_random_raw,SEFA,0,S0,0,4000,10,a,1576,0.0011490569197866475,28.974619289340104,-inf
sefa_random_raw,SEFA,0,S0,0,4000,11,b,1576,0.0005515795305212708,13.908629441624363,-inf
sefa_random_raw,SEFA,0,S0,0,4000,12,c,1576,0.0008430711948259424,21.258883248730964,-inf
sefa_random_raw,SEFA,0,S0,0,4000,13,d,1576,0.0004138859542889535,10.43654822335025,-inf
sefa_random_raw,SEFA,0,S0,0,4000,14,e,1576,0.0003905344121208998,9.847715736040609,-inf
sefa_random_raw,SEFA,0,S0,0,4000,15,f,1576,0.0007754322450977867,19.55329949238579,-inf
sefa_random_raw,SEFA,0,S0,0,6000,0,0,2395,0.0003900675990777585,14.947390396659706,-inf
sefa_random_raw,SEFA,0,S0,0,6000,1,1,2395,0.0003280037133729369,12.569102296450941,-inf
sefa_random_raw,SEFA,0,S0,0,6000,2,2,2395,0.0002736106450024189,10.484759916492692,-inf
sefa_random_raw,SEFA,0,S0,0,6000,3,3,2395,0.00024955217245392055,9.562839248434235,-inf
sefa_random_raw,SEFA,0,S0,0,6000,4,4,2395,0.000477584651391861,18.301043841336114,-inf
sefa_random_raw,SEFA,0,S0,0,6000,5,5,2395,0.0004266783181732994,16.350313152400833,-inf
sefa_random_raw,SEFA,0,S0,0,6000,6,6,2395,0.00036356841192289075,13.931941544885174,-inf
sefa_random_raw,SEFA,0,S0,0,6000,7,7,2395,0.00043818454417475516,16.791231732776616,-inf
sefa_random_raw,SEFA,0,S0,0,6000,8,8,2395,0.0004193561743541912,16.069728601252606,-inf
sefa_random_raw,SEFA,0,S0,0,6000,9,9,2395,0.0005051298590923157,19.35657620041754,-inf
sefa_random_raw,SEFA,0,S0,0,6000,10,a,2395,0.0006641249820215222,25.449269311064732,-inf
sefa_random_raw,SEFA,0,S0,0,6000,11,b,2395,0.00043365178847721214,16.61753653444677,-inf
sefa_random_raw,SEFA,0,S0,0,6000,12,c,2395,0.000699689680571476,26.81210855949896,-inf
sefa_random_raw,SEFA,0,S0,0,6000,13,d,2395,0.00035554892107339113,13.624634655532349,-inf
sefa_random_raw,SEFA,0,S0,0,6000,14,e,2395,0.00034125330695037074,13.076826722338208,-inf
sefa_random_raw,SEFA,0,S0,0,6000,15,f,2395,0.0004441119939330807,17.018371607515654,-inf
sefa_random_raw,SEFA,0,S0,0,8000,0,0,3230,0.00023270135820337574,12.026006191950458,-inf
sefa_random_raw,SEFA,0,S0,0,8000,1,1,3230,0.00019762002894688912,10.21300309597523,-inf
sefa_random_raw,SEFA,0,S0,0,8000,2,2,3230,0.0002741088288011962,14.16594427244582,-inf
sefa_random_raw,SEFA,0,S0,0,8000,3,3,3230,0.00027391712754842846,14.156037151702783,-inf
sefa_random_raw,SEFA,0,S0,0,8000,4,4,3230,0.000325676465795704,16.83095975232198,-inf
sefa_random_raw,SEFA,0,S0,0,8000,5,5,3230,0.0003095735605632182,15.998761609907115,-inf
sefa_random_raw,SEFA,0,S0,0,8000,6,6,3230,0.0002164067517181224,11.183900928792566,-inf
sefa_random_raw,SEFA,0,S0,0,8000,7,7,3230,0.00019033538134171716,9.836532507739943,-inf
sefa_random_raw,SEFA,0,S0,0,8000,8,8,3230,0.00038414534788984867,19.852631578947378,-inf
sefa_random_raw,SEFA,0,S0,0,8000,9,9,3230,0.0003714930652071811,19.19876160990712,-inf
sefa_random_raw,SEFA,0,S0,0,8000,10,a,3230,0.00040389057692492,20.873065015479867,-inf
sefa_random_raw,SEFA,0,S0,0,8000,11,b,3230,0.0003176250131794612,16.414860681114554,-inf
sefa_random_raw,SEFA,0,S0,0,8000,12,c,3230,0.00045622501893049854,23.577708978328165,-inf
sefa_random_raw,SEFA,0,S0,0,8000,13,d,3230,0.00028733621524216655,14.849535603715168,-inf
sefa_random_raw,SEFA,0,S0,0,8000,14,e,3230,0.0002141063366849102,11.065015479876159,-inf
sefa_random_raw,SEFA,0,S0,0,8000,15,f,3230,0.0003592241850300491,18.56470588235294,-inf
sefa_random_raw,SEFA,0,S5,5,250,0,0,120,0.009166666666666668,17.600000000000005,-inf
sefa_random_raw,SEFA,0,S5,5,250,1,1,120,0.009444444444444443,18.13333333333333,-inf
sefa_random_raw,SEFA,0,S5,5,250,2,2,120,0.010138888888888888,19.466666666666665,-inf
sefa_random_raw,SEFA,0,S5,5,250,3,3,120,0.010972222222222223,21.06666666666667,-inf
sefa_random_raw,SEFA,0,S5,5,250,4,4,120,0.005694444444444443,10.93333333333333,-inf
sefa_random_raw,SEFA,0,S5,5,250,5,5,120,0.008888888888888889,17.066666666666666,-inf
sefa_random_raw,SEFA,0,S5,5,250,6,6,120,0.005416666666666665,10.399999999999997,-inf
sefa_random_raw,SEFA,0,S5,5,250,7,7,120,0.00902777777777778,17.33333333333334,-inf
sefa_random_raw,SEFA,0,S5,5,250,8,8,120,0.005277777777777778,10.133333333333333,-inf
sefa_random_raw,SEFA,0,S5,5,250,9,9,120,0.010972222222222222,21.066666666666666,-inf
sefa_random_raw,SEFA,0,S5,5,250,10,a,120,0.009027777777777779,17.333333333333336,-inf
sefa_random_raw,SEFA,0,S5,5,250,11,b,120,0.01013888888888889,19.46666666666667,-inf
sefa_random_raw,SEFA,0,S5,5,250,12,c,120,0.003749999999999999,7.199999999999998,-inf
sefa_random_raw,SEFA,0,S5,5,250,13,d,120,0.00638888888888889,12.26666666666667,-inf
sefa_random_raw,SEFA,0,S5,5,250,14,e,120,0.010277777777777778,19.733333333333334,-inf
sefa_random_raw,SEFA,0,S5,5,250,15,f,120,0.01125,21.599999999999998,-inf
sefa_random_raw,SEFA,0,S5,5,500,0,0,225,0.006062962962962963,21.826666666666664,-inf
sefa_random_raw,SEFA,0,S5,5,500,1,1,225,0.004680246913580247,16.84888888888889,-inf
sefa_random_raw,SEFA,0,S5,5,500,2,2,225,0.0040876543209876545,14.715555555555556,-inf
sefa_random_raw,SEFA,0,S5,5,500,3,3,225,0.005154320987654322,18.555555555555557,-inf
sefa_random_raw,SEFA,0,S5,5,500,4,4,225,0.003139506172839506,11.302222222222222,-inf
sefa_random_raw,SEFA,0,S5,5,500,5,5,225,0.0017962962962962963,6.466666666666667,-inf
sefa_random_raw,SEFA,0,S5,5,500,6,6,225,0.0027444444444444443,9.879999999999999,-inf
sefa_random_raw,SEFA,0,S5,5,500,7,7,225,0.002625925925925926,9.453333333333333,-inf
