pipeline,attack_type,key_id,target_sbox,target_sbox_index,key_guess,key_guess_hex,sample_count,sei,chi,llr_known_model
sefa_guided_raw,SEFA,0,S5,5,15,f,4889,0.0007916359879862717,61.92493352423812,-inf
sefa_guided_raw,SEFA,1,S0,0,0,0,4482,0.000734344487872657,52.66131191432398,-inf
sefa_guided_raw,SEFA,1,S0,0,1,1,4482,0.00011906169972168911,8.53815261044177,-inf
sefa_guided_raw,SEFA,1,S0,0,2,2,4482,0.0006679377532939033,47.899152164212396,-inf
sefa_guided_raw,SEFA,1,S0,0,3,3,4482,0.00029538302946527557,21.182507809013842,-inf
sefa_guided_raw,SEFA,1,S0,0,4,4,4482,0.0006324942787661129,45.35742971887549,-inf
sefa_guided_raw,SEFA,1,S0,0,5,5,4482,0.001596636434179377,114.49799196787149,-inf
sefa_guided_raw,SEFA,1,S0,0,6,6,4482,0.002246765334927892,161.12003569834897,-inf
sefa_guided_raw,SEFA,1,S0,0,7,7,4482,0.0003583051527842743,25.694779116465877,-inf
sefa_guided_raw,SEFA,1,S0,0,8,8,4482,0.000787509699664342,56.4738955823293,-inf
sefa_guided_raw,SEFA,1,S0,0,9,9,4482,0.0014146401660984761,101.44667559125392,-inf
sefa_guided_raw,SEFA,1,S0,0,10,a,4482,0.0005933670723351534,42.55153949129852,-inf
sefa_guided_raw,SEFA,1,S0,0,11,b,4482,0.0013234429114146109,94.90673806336457,-inf
sefa_guided_raw,SEFA,1,S0,0,12,c,4482,0.0019519672223526456,139.97947344935292,-inf
sefa_guided_raw,SEFA,1,S0,0,13,d,4482,0.006819869591908215,489.0664881749219,-inf
sefa_guided_raw,SEFA,1,S0,0,14,e,4482,0.0028784755761605604,206.4212405176261,-inf
sefa_guided_raw,SEFA,1,S0,0,15,f,4482,0.0016499012062927696,118.3177153056671,-inf
sefa_guided_raw,SEFA,1,S5,5,0,0,4926,0.0007852205330734088,61.88794153471378,-inf
sefa_guided_raw,SEFA,1,S5,5,1,1,4926,0.0007330476434915187,57.775883069427536,-inf
sefa_guided_raw,SEFA,1,S5,5,2,2,4926,0.0009795707283879367,77.20584652862362,-inf
sefa_guided_raw,SEFA,1,S5,5,3,3,4926,0.0008529711100660048,67.22777101096223,-inf
sefa_guided_raw,SEFA,1,S5,5,4,4,4926,0.002011242227434565,158.51806739748267,-inf
sefa_guided_raw,SEFA,1,S5,5,5,5,4926,0.003039452018167705,239.55745026390582,-inf
sefa_guided_raw,SEFA,1,S5,5,6,6,4926,0.005711561149676189,450.16240357287853,-inf
sefa_guided_raw,SEFA,1,S5,5,7,7,4926,0.002179547188771405,171.78319123020708,-inf
sefa_guided_raw,SEFA,1,S5,5,8,8,4926,0.00048817299112533386,38.47584246853432,-inf
sefa_guided_raw,SEFA,1,S5,5,9,9,4926,0.0005465275026955996,43.07511165245637,-inf
sefa_guided_raw,SEFA,1,S5,5,10,a,4926,0.00028384977900289265,22.37190418189199,-inf
sefa_guided_raw,SEFA,1,S5,5,11,b,4926,0.00039792131009505,31.36256597645146,-inf
sefa_guided_raw,SEFA,1,S5,5,12,c,4926,0.00039643772081784,31.245635403978877,-inf
sefa_guided_raw,SEFA,1,S5,5,13,d,4926,0.0019277491197782393,151.9374746244417,-inf
sefa_guided_raw,SEFA,1,S5,5,14,e,4926,0.0015524834542705855,122.36053593179047,-inf
sefa_guided_raw,SEFA,1,S5,5,15,f,4926,0.0006784845267407901,53.475436459602115,-inf
sefa_guided_threshold,SEFA,0,S0,0,0,0,4507,0.0008361835537343508,60.2988684268915,-inf
sefa_guided_threshold,SEFA,0,S0,0,1,1,4507,0.0007949292841266716,57.323940536942544,-inf
sefa_guided_threshold,SEFA,0,S0,0,2,2,4507,0.0008045782541065104,58.01974706012868,-inf
sefa_guided_threshold,SEFA,0,S0,0,3,3,4507,0.000678255514472495,48.91036165964056,-inf
sefa_guided_threshold,SEFA,0,S0,0,4,4,4507,0.006367701741870461,459.1877080097627,-inf
sefa_guided_threshold,SEFA,0,S0,0,5,5,4507,0.0021018724220081384,151.57022409585088,-inf
sefa_guided_threshold,SEFA,0,S0,0,6,6,4507,0.0018855582684805222,135.9713778566674,-inf
sefa_guided_threshold,SEFA,0,S0,0,7,7,4507,0.0029488156849323804,212.6449966718438,-inf
sefa_guided_threshold,SEFA,0,S0,0,8,8,4507,0.0002417873112007951,17.435766585311736,-inf
sefa_guided_threshold,SEFA,0,S0,0,9,9,4507,0.0006358197383366721,45.8502329709341,-inf
sefa_guided_threshold,SEFA,0,S0,0,10,a,4507,0.0002853061349874161,20.57399600621255,-inf
sefa_guided_threshold,SEFA,0,S0,0,11,b,4507,0.00032872649989669196,23.70512536055025,-inf
sefa_guided_threshold,SEFA,0,S0,0,12,c,4507,0.0014440686624642121,104.13467938761927,-inf
sefa_guided_threshold,SEFA,0,S0,0,13,d,4507,0.0005248565835685229,37.84845795429332,-inf
sefa_guided_threshold,SEFA,0,S0,0,14,e,4507,0.00031897907103950766,23.002218770800976,-inf
sefa_guided_threshold,SEFA,0,S0,0,15,f,4507,0.0017413160131696623,125.56978034169069,-inf
sefa_guided_threshold,SEFA,0,S5,5,0,0,4888,0.0021988449618424895,171.9672667757774,-inf
sefa_guided_threshold,SEFA,0,S5,5,1,1,4888,0.0005394151413930642,42.186579378068764,-inf
