trace_id,key_id,session_id,plaintext_class,plaintext_hex,ciphertext_hex,global_trigger_sample,sampling_rate_hz,number_of_samples,trace_sha256,global_alignment_shift_samples,affine_residual_intercept_samples,affine_residual_slope_samples_per_sample,affine_residual_slope_ppm,reference_correlation_before,reference_correlation_after
21,3,1,random,479fa263299c93ae,caebd94ad3ccb0f7,96,100000000.0,4288,8df54de2f2cf83ddcf288367443af2ce0f0d6987abed9ca2d8708ec280eb856b,0,-2.7962582648955845,0.0016903162416424355,1690.3162416424354,0.11653435227437972,0.21605813711096863
22,1,3,random,39d37c4aafcfffe1,a873f8252fe400a9,96,100000000.0,4288,fb43b7841cd6e4206624f2506d9b04c579cae4e493edb060dab0ae9a49c43970,0,-0.2997322489381851,0.0010924450863065206,1092.4450863065206,0.15473259776325468,0.15352722126794804
23,3,3,random,b378552c60861905,eb9d38cc80bcfd03,96,100000000.0,4288,59377f2a9bda3053e3edf83ce29f857cb3c348ff5e5fff3c1c634d9704b4e6c6,3,-1.9094256242215537,0.0007500057958498888,750.0057958498888,0.0988038984917277,0.14373352892171692
24,0,2,random,8e4f5c086b06dd64,613ebf3acbb5a115,96,100000000.0,4288,feaedc611c0fcc857824afe9c4e379bd5f53b247230318dba9ace9d83e1a9bcc,0,-6.5483581226517185,0.0037313432835820895,3731.3432835820895,0.15376424947843653,0.08947915047976707
25,0,1,random,88a22ed8268cbaf9,996556000a4f3199,96,100000000.0,4288,35dd927acc370ba7f02d9ad348988eafbaac2e5091c64d8a86b3aa7de9d07bf7,1,-0.24626008436378835,0.0003997122764891507,399.71227648915067,0.1556671305172902,0.2359731932941655
26,0,3,random,486b11125707eef4,0b8c985317b58031,96,100000000.0,4288,a54285eb9fc0d37d2ddf85f9ce087a445fcd97dc9dffbc6e94771dd4c24bfe7b,-1,-1.6589924802117482,0.0009163939675009016,916.3939675009016,0.1274093766639917,0.12687134982807705
27,2,3,random,d193a558465e62b3,893cbc5cd80bc2d3,96,100000000.0,4288,b770c0a1154333f9c7089691ae6b44e069ed9419ef95ecd7188e0f463b67f7c8,-2,-4.098149280436591,0.0026604280218219317,2660.428021821932,0.13480102897226082,0.07746911347506413
28,0,1,walking_one,0000000000000002,e45bc5c348147b04,96,100000000.0,4288,81d47d26cb1e633cf15941458be9a3af961b5a9a49cdabc12050fb3a6dd2c442,0,-1.2023395909240584,0.0005102538665146585,510.2538665146585,0.11942253982271585,0.20995207444208586
29,0,1,walking_zero,fffffffffffffffd,7a6d623cad17d1b5,96,100000000.0,4288,a89cd76da6a42b6982f71036f7171b20f22710957ebb3b0935d7c891acc8f2e8,1,-1.9394546094539404,0.0023550630078544026,2355.0630078544027,0.125095106201198,0.22595528097811785
30,1,1,repeated_nibble,1111111111111111,977b70a90c0c8194,96,100000000.0,4288,23c258650af173659a9a04220ebb1619e89ee62bf9480b9c6e4014b9c4af7957,2,-0.835460189592975,0.0002485672784669834,248.5672784669834,0.13874416738026624,0.19577417817267306
31,0,1,counter,28b7bd766a05068b,f165fb46e9b67bf2,96,100000000.0,4288,b64f6d5493112c1b7e9ba7dd8a6c50c069dc5974db6bae3fa1a0a386ca03e3c3,0,-1.6674022766690642,0.0013171462588855987,1317.1462588855986,0.15122170281407354,0.25273231406347424
32,2,3,random,c955ec03941e3a91,2fa89f106c5ba7a2,96,100000000.0,4288,7540d8991c0d7c7777abad69ec140552a169d114d1cd58efd027f0df016eb3d6,-1,0.057097920433690524,-5.091738901408276e-05,-50.91738901408276,0.12850259314594545,0.19549051075796686
