trace_id,key_id,session_id,plaintext_class,plaintext_hex,ciphertext_hex,global_trigger_sample,sampling_rate_hz,number_of_samples,trace_sha256,global_alignment_shift_samples,affine_residual_intercept_samples,affine_residual_slope_samples_per_sample,affine_residual_slope_ppm,reference_correlation_before,reference_correlation_after
270,1,2,repeated_nibble,0000000000000000,7ec99b4d2d6e6447,96,100000000.0,4288,9bf155f30f450b2d0308b603a9d33f9bc92672034a8c89ee44e9c170109152f0,2,0.24315182648103345,-9.897899898299728e-05,-98.97899898299728,0.11530657605991951,0.18595257866059905
271,0,0,counter,7cb9db5dbfd95a3b,60eaf4479f863a09,96,100000000.0,4288,e7618b1150db7f61bcb8a9e549b4e818190f4455bb84fbbe355829528535615c,-3,3.7601275273872337,-0.003583269309224627,-3583.269309224627,0.10411687443544339,0.2643713212576271
272,0,3,random,ad7343477b6d395d,8a28d1bc016c16c3,96,100000000.0,4288,8bfcf0abfe12fec365770eb677135459abfd2c74ab19478cc0367c39bce11609,2,-2.649448866799892,0.00026833321671092264,268.3332167109226,0.11215699374025626,0.1207803739544046
273,0,2,random,4c7c4a725be2c803,5d6f0d9f89c6f4c5,96,100000000.0,4288,997585a70db8d941ce332cbc32fedfd7f4e49d0f4ac0b04a0fe4dbd518b609e6,-2,-1.8424966702190153,0.00039599511449233093,395.9951144923309,0.14314065828805764,0.18779724584108928
274,0,2,random,ed9ae197544740da,5448bbc284204d2a,96,100000000.0,4288,08c2c221902a612f22632a0c78c8321d14f262511c61bcb5663777d411006ea1,-1,-0.10984429253425154,0.00010298628426363633,102.98628426363634,0.11423465231641208,0.17906869496175887
275,1,1,random,d1d7eca4e09a1240,1c26ba447d65f129,96,100000000.0,4288,e111ac7f7d39cc161beb155bfb2d9e103f6029e0f518e5b81bee2f429211203f,-1,-2.6557706576112525,0.0010395030603201209,1039.5030603201208,0.11482422347282008,0.15205139250061492
276,3,3,random,a186c1fef8a0dab4,d1b78d34a205db60,96,100000000.0,4288,190e91fbd02a8654080b0c2e67af697e790722619a780c3c5d6ecbd317cc1ddb,1,-0.03279293105968064,-0.00013233855715374135,-132.33855715374133,0.16388279955438464,0.26103490963150505
277,0,3,random,4e101b17d9b621be,3cd523164e7adc59,96,100000000.0,4288,1de4c10213634fef8d58bcc773aa6fa5fac18b80c545886fa7c5b165d73ec8d4,0,0.31880378702809586,5.498857635543535e-05,54.98857635543535,0.17534910770958037,0.2555456179108486
278,0,1,random,8a036950f15ed0fd,ec7bfabd6dd57895,96,100000000.0,4288,987e1c5c9d769a1011200d0d2be23d08083f31a92e11887f38f01fcc047deb69,2,-1.557975421741303,0.0006492619549994229,649.2619549994229,0.13614388866610808,0.2258627851335605
279,1,1,random,eb35d20e617824ba,8cff3580ae501b52,96,100000000.0,4288,bc75bbea92dd180ccf7962b52eee6870dad03a64242e8cc9f7d64ef22f702270,4,-1.9477409357539233,0.0011576513479915579,1157.651347991558,0.049860484721418324,0.2309122300792178
280,0,2,random,8a09d92010dbe715,b8cfc1596d57f51e,96,100000000.0,4288,60c8c8319237e460b3432e988d094986153804cb741f5c5a441afe16d067473d,0,-0.46863097316895264,9.936025505346555e-05,99.36025505346555,0.18239841493229578,0.24130593756694005
281,3,1,random,da93d3de1d1e78c1,f405bc744f88c743,96,100000000.0,4288,46c55e5da288e965da6c8e49ed8dadd76ca64130a210b3907566ec995261d44b,1,-1.114124214642109,0.000978877374009498,978.877374009498,0.08800351609193761,0.19115602878334884
282,3,3,random,630016acaf85bff9,754bc41486996907,96,100000000.0,4288,f751d9b14fa86cba3149b135776c4e6298e05b991d92c5e3ecf07f4fd41f2668,2,1.2458851924881331,-0.0005053816745340228,-505.38167453402275,0.1085300019946889,0.2555070227425536
283,0,0,random,c430ab828567d559,110b7317120aba66,96,100000000.0,4288,6667e0fa524bf73e38eed1797818846a8a1f51491555cea2569041b58df70c12,-3,2.47160031654943,-0.0020807708114525137,-2080.7708114525135,0.14405178426739113,0.3322446565129501
284,3,2,walking_one,0000000000020000,45c0e9e945e818a6,96,100000000.0,4288,f8e02acc8de76bc6f8da76b33a59ec7cacea3a8f03a08bb21aff282ad5ae28db,0,0.8721466115086814,-0.00014609131952140531,-146.09131952140532,0.13955255024807442,0.21636553623942908
285,0,0,walking_zero,fffffffffffdffff,a01bef99033fb389,96,100000000.0,4288,a53ea036df17a3701beef2f5facc78198537e8612b7183aa6b4965c3e078c2f7,0,0.23254833928289753,-0.0010045019500858421,-1004.5019500858422,0.13695179436646812,0.11523010764234096
286,1,3,repeated_nibble,1111111111111111,977b70a90c0c8194,96,100000000.0,4288,645bfa52514edf3ff3dc814b309905dbdd197dfd31578b929d84252983066daa,0,2.902909783892067,-0.001486590593144918,-1486.590593144918,0.16737774600705088,0.2720213032795071
287,1,0,counter,603176f5b4811b8b,41a07e05e215677b,96,100000000.0,4288,4fad5bbc0a669080059a11b4e68fb5685ec567388b101be13e0b5cb08e53e9c0,2,1.4272730188501244,-0.0026916472390470982,-2691.647239047098,0.08773291092465202,0.2206638794713965
288,0,1,random,99c3766d497578fd,346b64cb1041129d,96,100000000.0,4288,0cbd8786fda404f558069ee8ffcb8230f47576b162b15d3f41e0cda4948e87ca,3,-1.4452050137631718,0.0012830422216954795,1283.0422216954796,0.06660712142466663,0.258568626319284
289,3,1,random,a689e14def23c4f2,6ecdbfe8baba9fa5,96,100000000.0,4288,ae28ca0c4de66a9a32ecbb2f71efd47cbbb4be57c59e770fb595a833c4f583a4,0,-1.3052474345893812,0.0009913764073214359,991.3764073214359,0.20054671639987837,0.27217409183563435
290,3,3,random,6ff01aa59e34bd91,53efc575ad6050c5,96,100000000.0,4288,89b3c08e713664cd21f78e0eb547952076ef924c4f69947bb31e267a99b4a2e8,0,-2.0355417100648805,0.001042743137029755,1042.743137029755,0.13450395940521678,0.12330607859423723
291,0,3,random,6aeb872d36386da9,0767f6fca8b13409,96,100000000.0,4288,ca3eafc68bc349944c3286e4f613b69a428ed6720ddf42eade8a08206c48bedb,-1,1.4059844091769875,-0.0010597400534213233,-1059.7400534213234,0.1668214614095396,0.290685777803702
292,3,1,random,1378e65e642ba9d0,2881655259ea3dce,96,100000000.0,4288,78ad18b222b1f23e2fa87815deb21a3fd2942f22d270458b569969c09263eecb,-1,-1.813420080860103,0.000685822412550505,685.8224125505051,0.13258911508246235,0.24978604750516123
293,1,1,random,e8862178e4ef38a2,064756ae1c9157d3,96,100000000.0,4288,27c8a8b68a7f18b316ead746175f7d1e483c777d2b6e928d1082c6aa345051dd,3,-4.126626774130267,0.0020946483170120717,2094.648317012072,0.11311654396399935,0.2423826417398191
294,2,3,random,4232919d8f340276,0bbaf2c9dbda9865,96,100000000.0,4288,87710a75a40da01672bd7d3c3ecac4edf9584630f5697f1b1bb406764f07242d,0,2.0313653738040816,-0.0008265904879177841,-826.5904879177841,0.13969070309187603,0.19461853730569728
295,1,3,random,5be3df3f380f0f66,c996359100d8b65a,96,100000000.0,4288,12c2c0ed67c429fdf22b361e76e3fbd7239a1649e5aa47d951705f31133e0c6d,3,0.3783562754695552,-0.00011645427363988539,-116.45427363988539,0.09195215881464297,0.21985612288595466
296,3,3,random,072189e2b78899cd,9cc992771cdd2746,96,100000000.0,4288,03a891a7ebce01ccd62e0cc16444a20bcbc94906b6e2a6c8bf4cc84140ea28cc,0,0.5735018083935993,-0.00159044936748651,-1590.44936748651,0.09561179571305949,0.22367734808193132
297,0,1,random,dca825e528927278,5c1cf2d7148973df,96,100000000.0,4288,72e4a0c9fbf0a0d03b7ebda32d72fb31705536bbf0803a9d697fcc5d017c5fba,5,-2.279280515644687,0.0009686175177288282,968.6175177288281,0.03440380346341797,0.21703451848483996
298,2,1,random,ee56a3e0865141b5,2e36ba8d837f52aa,96,100000000.0,4288,2c6f701199e5cc36dc017cf7c19b1c255923f92bd6e2807d46742c76b24be130,3,-1.0210852359968794,0.0004920817743335411,492.0817743335411,0.09955577016557192,0.24132590467555462
299,1,3,random,48871fd4e6378a5d,c067ba8244107f93,96,100000000.0,4288,49ba4038e7db16cf35c0cb7052039ed47c6c0af1acb735018714db884807f022,1,-4.3717770448809,0.0011039529602287165,1103.9529602287164,0.16250282827117232,0.08184808064931558
300,1,1,walking_one,0000000000040000,d9dd607447b9e629,96,100000000.0,4288,3b15b149499863fad6894759c86105c89983dbe005038ffdb92472191fc1548f,-3,-0.2529216644310846,0.0008684472599215337,868.4472599215337,0.12149344679804006,0.2363079235006858
301,3,3,walking_zero,fffffffffffbffff,0fa59d6831b388f6,96,100000000.0,4288,325fb569910d347fdf80de53c4062a093139453b594ed837359b4b04c681f8ba,5,0.6156469665347708,-0.0004020664708951619,-402.0664708951619,0.03452802930521825,0.2833864219782261
302,3,0,repeated_nibble,2222222222222222,993bb1695b40af18,96,100000000.0,4288,6b4ecdfa400efd9f3dc4fcc2bd556a3af3102936db79f4a804b7c6b429343227,-1,0.2762824831308332,-0.0010720333940121602,-1072.0333940121602,0.09797956430455505,0.10880157195324182
303,2,3,counter,43a9128da928dcdb,32204771880e1782,96,100000000.0,4288,3514aa65a7932d65c60ee715417cc2bc65e53bf8593bf4ad62c22e7e12f2fc8d,0,-1.6423075632930924,0.0022301378170413427,2230.1378170413427,0.15464351986890779,0.12314887726243877
304,1,3,random,484820420545cbd4,d434c73a6279119a,96,100000000.0,4288,1bfa6b47b37fd1b59edc78895880a8775cb49d517197d3ab8278015a9c4815fa,2,-0.8343696439375375,0.0007613687302133327,761.3687302133327,0.10418854299347675,0.16777639443283746
305,1,3,random,bddf166b944c4ec3,3010c09779a6b67b,96,100000000.0,4288,0ee285ecf30e95b10abfcee3b7b72092cafecfa513138fd71cb1fe088b1bce44,1,2.4692749574701,-0.0013157362226370042,-1315.7362226370042,0.13088463020598848,0.24557368263427207
306,0,1,random,2ff192c4cdf2aa7c,96c19d716adcaa2a,96,100000000.0,4288,8d4425cf3102beb34004e5c21813ae95d7dad946b63162fba6d96e3b3a54f61a,-4,-0.22576919704280404,0.0002532839623875661,253.2839623875661,0.08003190081048146,0.23740226825867486
307,3,0,random,e8b6470266959617,f038e73ee32197ad,96,100000000.0,4288,4d51d59953e76c319dd4b9d91ff38067cb54accd30c84355cf46f5ffe4e74594,3,1.9191933851952931,-0.0023823500051422856,-2382.3500051422857,0.11467968277745039,0.2593229124181604
308,1,1,random,cc679ef92c73702f,0b091db0ec0283e5,96,100000000.0,4288,9a88e132dc3cfee28a637f6412c5182bd3c2af9208c81ef43f8fe77ed489147b,-2,0.12642992729337232,-4.1752728626777494e-05,-41.7527286267775,0.11744162290974182,0.18974099285135881
309,1,1,random,5861d5cd7b7956d9,03174b6f1e58fca7,96,100000000.0,4288,454938f49c7c5e4df0518f4ad9e0e2f58bc1da19645e690a9516e74dcdce647e,2,-1.4021747085849234,0.00127984394017547,1279.84394017547,0.12145275801483671,0.20689355623026184
310,3,1,random,d6745c4c6f8c1429,7058c14af8bfafff,96,100000000.0,4288,098a1e5ebb0430a4c6fa1a0ba4a1f3f451a1339149c77176e66e55966cb6e597,0,-0.28900223683209303,0.0005267610107881354,526.7610107881354,0.16581940592069097,0.2375236185040521
311,3,2,random,4acd525a6554b543,e4535fdb5bec7656,96,100000000.0,4288,48d2a040212a6604faa9bfa8862d0a27e9c9d3af37f29c85df70a1a4cd025427,-2,0.2675281416396863,-7.835240535967604e-05,-78.35240535967604,0.0876976967383465,0.18535335334155487
