pipeline,attack_type,key_id,target_sbox,target_sbox_index,key_guess,key_guess_hex,effective_sample_count,ineffective_sample_count,sei_effective_component,sei_ineffective_component,shfa_sei_joint,shfa_sei_joint_equivalent,alternative_sei_sum,alternative_sei_product
shfa_random_raw,SHFA,0,S0,0,10,a,3230,1917,0.00040389057692492,0.0004561872481046367,5.3939113795170064e-05,5.393911379517007e-05,0.0008600778250295567,1.8424973082277334e-07
shfa_random_raw,SHFA,0,S0,0,11,b,3230,1917,0.0003176250131794612,0.00037074249045345315,4.314072606547362e-05,4.314072606547361e-05,0.0006883675036329143,1.1775708841646433e-07
shfa_random_raw,SHFA,0,S0,0,12,c,3230,1917,0.00045622501893049854,0.0006292536999076704,6.812950120853802e-05,6.812950120853804e-05,0.001085478718838169,2.8708128115246317e-07
shfa_random_raw,SHFA,0,S0,0,13,d,3230,1917,0.00028733621524216655,0.00037672906583028785,4.1612327970975784e-05,4.161232797097579e-05,0.0006640652810724544,1.0824790394739192e-07
shfa_random_raw,SHFA,0,S0,0,14,e,3230,1917,0.0002141063366849102,0.0004164581569674623,3.949944718364413e-05,3.9499447183644134e-05,0.0006305644936523725,8.916633037085265e-08
shfa_random_raw,SHFA,0,S0,0,15,f,3230,1917,0.0003592241850300491,0.0007859931279557017,7.185842980243851e-05,7.185842980243853e-05,0.0011452173129857508,2.8234774082910607e-07
shfa_random_raw,SHFA,0,S5,5,0,0,3658,1499,0.00034509845478995386,0.0008319700347262861,7.385389216818057e-05,7.385389216818059e-05,0.00117706848951624,2.8711157341558557e-07
shfa_random_raw,SHFA,0,S5,5,1,1,3658,1499,0.00035496321490738645,0.0007705548417646453,7.061839716589721e-05,7.061839716589721e-05,0.0011255180566720317,2.7351862389523093e-07
shfa_random_raw,SHFA,0,S5,5,2,2,3658,1499,0.00029726931482664486,0.0003094958569221821,3.801482685563064e-05,3.801482685563063e-05,0.000606765171748827,9.200362132894238e-08
shfa_random_raw,SHFA,0,S5,5,3,3,3658,1499,0.00031983869024683107,0.0004127445871185638,4.591846652348766e-05,4.591846652348766e-05,0.000732583277365395,1.3201168815047052e-07
shfa_random_raw,SHFA,0,S5,5,4,4,3658,1499,0.0003817176400743623,0.0006895579930761048,6.721794352171562e-05,6.721794352171561e-05,0.001071275633150467,2.6321644981142414e-07
shfa_random_raw,SHFA,0,S5,5,5,5,3658,1499,0.00030025863607435147,0.0007803456696280954,6.777207463283198e-05,6.777207463283199e-05,0.0010806043057024468,2.343055264290584e-07
shfa_random_raw,SHFA,0,S5,5,6,6,3658,1499,0.0001923441390321355,0.000785686121189977,6.127801338441183e-05,6.127801338441182e-05,0.0009780302602221125,1.5112212052978418e-07
shfa_random_raw,SHFA,0,S5,5,7,7,3658,1499,0.00032402373999362085,0.0005711779834543909,5.613518294190164e-05,5.613518294190164e-05,0.0008952017234480118,1.8507522640090623e-07
shfa_random_raw,SHFA,0,S5,5,8,8,3658,1499,0.0002817248443385693,0.0009815026784589773,7.922823386415339e-05,7.92282338641534e-05,0.0012632275227975466,2.765136893067442e-07
shfa_random_raw,SHFA,0,S5,5,9,9,3658,1499,0.000256166147670676,0.0010126553125699544,7.956074927537868e-05,7.956074927537868e-05,0.0012688214602406304,2.594080103392895e-07
shfa_random_raw,SHFA,0,S5,5,10,a,3658,1499,0.00039935463543583257,0.0009022859802910635,8.171287057164901e-05,8.171287057164901e-05,0.001301640615726896,3.6033208871800045e-07
shfa_random_raw,SHFA,0,S5,5,11,b,3658,1499,0.00036243651802665336,0.0009165271844560814,8.026741432658195e-05,8.026741432658195e-05,0.0012789637024827347,3.321829214110344e-07
shfa_random_raw,SHFA,0,S5,5,12,c,3658,1499,0.00023867861837159122,0.0004430071459692273,4.271109660482984e-05,4.271109660482983e-05,0.0006816857643408185,1.0573633352867701e-07
shfa_random_raw,SHFA,0,S5,5,13,d,3658,1499,0.0003876962825697759,0.0003949430819122915,4.9068078244813256e-05,4.9068078244813256e-05,0.0007826393644820674,1.531179646840459e-07
shfa_random_raw,SHFA,0,S5,5,14,e,3658,1499,0.0004474827075239125,0.0005293444462196503,6.128856959497978e-05,6.128856959497978e-05,0.0009768271537435628,2.3687248600711518e-07
shfa_random_raw,SHFA,0,S5,5,15,f,3658,1499,0.00030369635550921435,0.0008684631203991458,7.352371632883187e-05,7.352371632883188e-05,0.0011721594759083601,2.6374908455938064e-07
shfa_random_raw,SHFA,1,S0,0,0,0,3232,1998,0.0003385084795608274,0.0003361093826559291,4.227739226463627e-05,4.227739226463627e-05,0.0006746178622167565,1.137758760889869e-07
shfa_random_raw,SHFA,1,S0,0,1,1,3232,1998,0.0001748066978727577,0.0003982335689042395,3.588463056872456e-05,3.588463056872455e-05,0.0005730402667769971,6.961389516223342e-08
shfa_random_raw,SHFA,1,S0,0,2,2,3232,1998,0.00026977287765905306,0.00039372455538621713,4.157480577164096e-05,4.157480577164096e-05,0.0006634974330452702,1.0621620631157102e-07
shfa_random_raw,SHFA,1,S0,0,3,3,3232,1998,0.00030308762621311636,0.00037017748479209944,4.219126565296916e-05,4.219126565296917e-05,0.0006732651110052158,1.121962151431794e-07
shfa_random_raw,SHFA,1,S0,0,4,4,3232,1998,0.00029274856631702757,0.00038620953285617963,4.254794348536707e-05,4.254794348536707e-05,0.0006789580991732072,1.1306228704161554e-07
shfa_random_raw,SHFA,1,S0,0,5,5,3232,1998,0.00046870404862268413,0.0007233835437038642,7.484452731605031e-05,7.48445273160503e-05,0.0011920875923265484,3.390527956410255e-07
shfa_random_raw,SHFA,1,S0,0,6,6,3232,1998,0.00028911074894618174,0.0004849068287506727,4.851629038248262e-05,4.851629038248263e-05,0.0007740175776968544,1.4019177642922486e-07
shfa_random_raw,SHFA,1,S0,0,7,7,3232,1998,0.00040973311440054905,0.00033310337364391405,4.6563763985479387e-05,4.656376398547939e-05,0.0007428364880444631,1.3648348270045066e-07
