pipeline,attack_type,key_id,target_sbox,target_sbox_index,injection_checkpoint,key_guess,key_guess_hex,effective_sample_count,ineffective_sample_count,sei_effective_component,sei_ineffective_component,shfa_sei_joint,shfa_sei_joint_equivalent,alternative_sei_sum,alternative_sei_product
shfa_guided_threshold,SHFA,1,S0,0,4000,1,1,2261,1738,0.00044041162171239655,0.0008970769147241451,8.398811662609826e-05,8.398811662609826e-05,0.0013374885364365416,3.95083098814414e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,2,2,2261,1738,0.000689232023263925,0.0012758041000528364,0.0001236940827484654,0.0001236940827484654,0.001965036123316761,8.793250411678274e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,3,3,2261,1738,0.00048305536977704533,0.000684539455824652,7.330534706006643e-05,7.330534706006644e-05,0.0011675948256016973,3.3067045996035463e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,4,4,2261,1738,0.0007013600617043298,0.0005905197699563405,8.115665646108611e-05,8.11566564610861e-05,0.0012918798316606704,4.1416698229420564e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,5,5,2261,1738,0.00195876378904177,0.002310682755068125,0.00027136649071545914,0.00027136649071545914,0.004269446544109895,4.5260817085907164e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,6,6,2261,1738,0.002531128958019578,0.0034051513518309345,0.0003796363965587158,0.0003796363965587158,0.005936280309850512,8.61887719305879e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,7,7,2261,1738,0.0005170921228194716,0.0006865257872162359,7.558111645391367e-05,7.558111645391367e-05,0.0012036179100357075,3.549970766819523e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,8,8,2261,1738,0.0009071454881447445,0.001965061092932501,0.00018129550762171034,0.00018129550762171034,0.0028722065810772453,1.7825963043824985e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,9,9,2261,1738,0.0015487578443467982,0.0018379358838711219,0.00021451487563117186,0.00021451487563117186,0.00338669372821792,2.846517617551866e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,10,a,2261,1738,0.000709184602633623,0.0006474612698484166,8.52495365935056e-05,8.524953659350559e-05,0.0013566458724820396,4.5916956337811027e-07
shfa_guided_threshold,SHFA,1,S0,0,4000,11,b,2261,1738,0.0013637074513690112,0.0012638861117033324,0.00016594816860023308,0.00016594816860023313,0.0026275935630723436,1.723570908211641e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,12,c,2261,1738,0.0021688527129932957,0.0022643350225978296,0.00028198524263133235,0.00028198524263133235,0.004433187735591125,4.911009156887038e-06
shfa_guided_threshold,SHFA,1,S0,0,4000,13,d,2261,1738,0.007126090618747091,0.008321983656465307,0.001024807851864479,0.0010248078518644789,0.015448074275212397,5.930320966370404e-05
shfa_guided_threshold,SHFA,1,S0,0,4000,14,e,2261,1738,0.0031707851789893084,0.0033117937764264842,0.00041566217133564914,0.00041566217133564914,0.006482578955415793,1.0500986622162127e-05
shfa_guided_threshold,SHFA,1,S0,0,4000,15,f,2261,1738,0.0015452368009286166,0.0018942152732993362,0.00021789276578843022,0.00021789276578843025,0.0034394520742279527,2.9270111491831914e-06
