pipeline,key_id,target_sbox,target_sbox_index,key_guess,key_guess_hex,sample_count,sei,chi
guided_budget_aware,1,S0,0,13,d,459,0.004629926286660876,34.00217864923747
guided_budget_aware,1,S0,0,14,e,459,0.006139317261642009,45.08714596949892
guided_budget_aware,1,S0,0,15,f,459,0.004155275036666808,30.51633986928104
guided_budget_aware,1,S5,5,0,0,568,0.002058123388216623,18.704225352112672
guided_budget_aware,1,S5,5,1,1,568,0.0020457250545526683,18.59154929577465
guided_budget_aware,1,S5,5,2,2,568,0.0015745883753223572,14.309859154929581
guided_budget_aware,1,S5,5,3,3,568,0.00296320174568538,26.929577464788736
guided_budget_aware,1,S5,5,4,4,568,0.0022874925609998016,20.788732394366196
guided_budget_aware,1,S5,5,5,5,568,0.003905475104146002,35.492957746478865
guided_budget_aware,1,S5,5,6,6,568,0.003589317595715137,32.61971830985917
guided_budget_aware,1,S5,5,7,7,568,0.0016427792104741123,14.929577464788734
guided_budget_aware,1,S5,5,8,8,568,0.0018225550486014681,16.563380281690144
guided_budget_aware,1,S5,5,9,9,568,0.0011282483634199566,10.253521126760566
guided_budget_aware,1,S5,5,10,a,568,0.0032979567546121804,29.971830985915496
guided_budget_aware,1,S5,5,11,b,568,0.0018101567149375127,16.450704225352116
guided_budget_aware,1,S5,5,12,c,568,0.0033041559214441584,30.02816901408451
guided_budget_aware,1,S5,5,13,d,568,0.00444480261852807,40.3943661971831
guided_budget_aware,1,S5,5,14,e,568,0.009379339416782382,85.23943661971829
guided_budget_aware,1,S5,5,15,f,568,0.0037566951001785356,34.14084507042253
