key_id,target_sbox,target_sbox_index,top_fraction,key_guess,key_guess_hex,sample_count,sei,chi,llr_known_model
0,S5,5,0.1,5,5,92,0.006025519848771268,8.869565217391306,-inf
0,S5,5,0.1,6,6,92,0.014295841209829869,21.043478260869566,-inf
0,S5,5,0.1,7,7,92,0.008388468809073724,12.347826086956522,-inf
0,S5,5,0.1,8,8,92,0.010042533081285443,14.782608695652172,-inf
0,S5,5,0.1,9,9,92,0.009097353497164461,13.391304347826088,-inf
0,S5,5,0.1,10,a,92,0.015713610586011343,23.130434782608695,-inf
0,S5,5,0.1,11,b,92,0.009333648393194706,13.739130434782608,-inf
0,S5,5,0.1,12,c,92,0.009569943289224954,14.086956521739133,-inf
0,S5,5,0.1,13,d,92,0.015241020793950852,22.434782608695656,-inf
0,S5,5,0.1,14,e,92,0.00862476370510397,12.695652173913045,-inf
0,S5,5,0.1,15,f,92,0.02256616257088847,33.21739130434783,-inf
0,S5,5,0.15,0,0,139,0.008459060090057452,18.812949640287773,-inf
0,S5,5,0.15,1,1,139,0.008252031468350499,18.35251798561151,-inf
0,S5,5,0.15,2,2,139,0.003490373169090626,7.762589928057552,-inf
0,S5,5,0.15,3,3,139,0.004836059210185807,10.755395683453235,-inf
0,S5,5,0.15,4,4,139,0.005146602142746233,11.446043165467623,-inf
0,S5,5,0.15,5,5,139,0.005250116453599709,11.676258992805753,-inf
0,S5,5,0.15,6,6,139,0.008045002846643548,17.89208633093525,-inf
0,S5,5,0.15,7,7,139,0.0032833445473836754,7.302158273381294,-inf
0,S5,5,0.15,8,8,139,0.006078230940427514,13.517985611510792,-inf
0,S5,5,0.15,9,9,139,0.005043087831892759,11.215827338129495,-inf
0,S5,5,0.15,10,a,139,0.009287174576885254,20.654676258992804,-inf
0,S5,5,0.15,11,b,139,0.0050430878318927595,11.215827338129497,-inf
0,S5,5,0.15,12,c,139,0.007009859738108793,15.589928057553955,-inf
0,S5,5,0.15,13,d,139,0.007216888359815743,16.05035971223021,-inf
0,S5,5,0.15,14,e,139,0.007423916981522696,16.510791366906474,-inf
0,S5,5,0.15,15,f,139,0.012289089591636044,27.33093525179856,-inf
0,S5,5,0.2,0,0,185,0.007594959824689555,22.481081081081083,-inf
0,S5,5,0.2,1,1,185,0.005140613586559532,15.216216216216216,-inf
0,S5,5,0.2,2,2,185,0.0038550036523009503,11.410810810810814,-inf
0,S5,5,0.2,3,3,185,0.0032706355003652306,9.681081081081082,-inf
0,S5,5,0.2,4,4,185,0.005140613586559532,15.216216216216216,-inf
0,S5,5,0.2,5,5,185,0.004789992695398102,14.178378378378381,-inf
0,S5,5,0.2,6,6,185,0.006075602629656684,17.983783783783785,-inf
0,S5,5,0.2,7,7,185,0.004673119065010958,13.832432432432437,-inf
0,S5,5,0.2,8,8,185,0.00595872899926954,17.63783783783784,-inf
0,S5,5,0.2,9,9,185,0.00327063550036523,9.681081081081082,-inf
0,S5,5,0.2,10,a,185,0.005666544923301681,16.772972972972976,-inf
0,S5,5,0.2,11,b,185,0.003329072315558802,9.854054054054053,-inf
0,S5,5,0.2,12,c,185,0.006192476260043829,18.329729729729735,-inf
0,S5,5,0.2,13,d,185,0.005199050401753105,15.38918918918919,-inf
0,S5,5,0.2,14,e,185,0.004088750913075237,12.102702702702702,-inf
0,S5,5,0.2,15,f,185,0.008354638422205992,24.729729729729737,-inf
0,S5,5,0.3,0,0,277,0.004423848870700778,19.60649819494585,-inf
0,S5,5,0.3,1,1,277,0.0051536902605273105,22.84115523465704,-inf
0,S5,5,0.3,2,2,277,0.002156127409454052,9.555956678700358,-inf
0,S5,5,0.3,3,3,277,0.002390719284755438,10.5956678700361,-inf
0,S5,5,0.3,4,4,277,0.0031205606745819707,13.830324909747294,-inf
0,S5,5,0.3,5,5,277,0.003016297618892467,13.368231046931413,-inf
0,S5,5,0.3,6,6,277,0.002807771507513457,12.444043321299642,-inf
0,S5,5,0.3,7,7,277,0.006535175748413247,28.963898916967512,-inf
0,S5,5,0.3,8,8,277,0.0030162976188924666,13.368231046931411,-inf
0,S5,5,0.3,9,9,277,0.0028338372714358327,12.559566787003611,-inf
0,S5,5,0.3,10,a,277,0.00434565157893365,19.259927797833935,-inf
0,S5,5,0.3,11,b,277,0.002573179632212071,11.4043321299639,-inf
0,S5,5,0.3,12,c,277,0.003433349841650484,15.216606498194945,-inf
0,S5,5,0.3,13,d,277,0.0035115471334176123,15.563176895306858,-inf
0,S5,5,0.3,14,e,277,0.003068429146737217,13.599277978339346,-inf
0,S5,5,0.3,15,f,277,0.006456978456646117,28.61732851985559,-inf
0,S5,5,0.4,0,0,370,0.0029492330168005847,17.45945945945946,-inf
0,S5,5,0.4,1,1,370,0.0036650840029218415,21.6972972972973,-inf
0,S5,5,0.4,2,2,370,0.0015613586559532508,9.243243243243246,-inf
0,S5,5,0.4,3,3,370,0.0016636230825420016,9.84864864864865,-inf
0,S5,5,0.4,4,4,370,0.0022918188458729,13.567567567567568,-inf
0,S5,5,0.4,5,5,370,0.002452520087655223,14.51891891891892,-inf
0,S5,5,0.4,6,6,370,0.0021018991964937912,12.443243243243245,-inf
0,S5,5,0.4,7,7,370,0.0033144631117604092,19.62162162162162,-inf
0,S5,5,0.4,8,8,370,0.0026570489408327246,15.72972972972973,-inf
0,S5,5,0.4,9,9,370,0.002043462381300219,12.097297297297297,-inf
0,S5,5,0.4,10,a,370,0.003007669831994157,17.80540540540541,-inf
0,S5,5,0.4,11,b,370,0.0016636230825420018,9.84864864864865,-inf
0,S5,5,0.4,12,c,370,0.0018243243243243248,10.800000000000002,-inf
0,S5,5,0.4,13,d,370,0.002598612125639153,15.383783783783786,-inf
0,S5,5,0.4,14,e,370,0.0019119795471146824,11.31891891891892,-inf
0,S5,5,0.4,15,f,370,0.005695763330898467,33.718918918918924,-inf
0,S5,5,0.5,0,0,462,0.002425694795824666,17.93073593073593,-inf
0,S5,5,0.5,1,1,462,0.003053494124922696,22.571428571428566,-inf
0,S5,5,0.5,2,2,462,0.0014043496186353327,10.38095238095238,-inf
0,S5,5,0.5,3,3,462,0.001741674631285021,12.874458874458874,-inf
0,S5,5,0.5,4,4,462,0.0020883697831749776,15.437229437229435,-inf
0,S5,5,0.5,5,5,462,0.0027442795299938154,20.285714285714285,-inf
0,S5,5,0.5,6,6,462,0.0016948239350836755,12.528138528138529,-inf
0,S5,5,0.5,7,7,462,0.0025193961882273566,18.62337662337662,-inf
0,S5,5,0.5,8,8,462,0.0021445906186165925,15.852813852813851,-inf
0,S5,5,0.5,9,9,462,0.001160725998388336,8.58008658008658,-inf
0,S5,5,0.5,10,a,462,0.002153960757856862,15.922077922077923,-inf
0,S5,5,0.5,11,b,462,0.001348128783193718,9.965367965367964,-inf
0,S5,5,0.5,12,c,462,0.001479310732557486,10.935064935064936,-inf
0,S5,5,0.5,13,d,462,0.0016292329604017917,12.043290043290044,-inf
0,S5,5,0.5,14,e,462,0.002022778808493094,14.95238095238095,-inf
0,S5,5,0.5,15,f,462,0.0037094038717415336,27.419913419913417,-inf
0,S5,5,0.65,0,0,601,0.0022534198410303404,21.668885191347755,-inf
0,S5,5,0.65,1,1,601,0.002292179423645007,22.04159733777039,-inf
0,S5,5,0.65,2,2,601,0.0012345965265876894,11.87188019966722,-inf
0,S5,5,0.65,3,3,601,0.0007307219525970305,7.026622296173045,-inf
0,S5,5,0.65,4,4,601,0.0007362590358276968,7.079866888519132,-inf
0,S5,5,0.65,5,5,601,0.002469366087026337,23.745424292845254,-inf
0,S5,5,0.65,6,6,601,0.0009411311153623606,9.04991680532446,-inf
0,S5,5,0.65,7,7,601,0.002231271508107674,21.455906821963392,-inf
0,S5,5,0.65,8,8,601,0.001306578608586355,12.56405990016639,-inf
0,S5,5,0.65,9,9,601,0.00141178318996902,13.575707154742096,-inf
0,S5,5,0.65,10,a,601,0.0022091231751850083,21.24292845257904,-inf
0,S5,5,0.65,11,b,601,0.0017384711005783487,16.7171381031614,-inf
0,S5,5,0.65,12,c,601,0.0017107856844250158,16.45091514143095,-inf
0,S5,5,0.65,13,d,601,0.0014339315228916864,13.788685524126457,-inf
0,S5,5,0.65,14,e,601,0.0020928444273410098,20.12479201331115,-inf
0,S5,5,0.65,15,f,601,0.0026354785839463346,25.34276206322795,-inf
0,S5,5,0.8,0,0,739,0.001722031381323919,20.36129905277402,-inf
0,S5,5,0.8,1,1,739,0.0018392215278299133,21.746955345060893,-inf
0,S5,5,0.8,2,2,739,0.001385109710119186,16.377537212449255,-inf
0,S5,5,0.8,3,3,739,0.0006746444469265965,7.9769959404600765,-inf
0,S5,5,0.8,4,4,739,0.000747888288492843,8.843031123139376,-inf
0,S5,5,0.8,5,5,739,0.0017549911100287296,20.7510148849797,-inf
0,S5,5,0.8,6,6,739,0.0009566332369566452,11.311231393775373,-inf
0,S5,5,0.8,7,7,739,0.002146845662408147,25.38430311231393,-inf
0,S5,5,0.8,8,8,739,0.0010518502309927649,12.437077131258452,-inf
0,S5,5,0.8,9,9,739,0.0006490091023784107,7.673883626522328,-inf
0,S5,5,0.8,10,a,739,0.0019783848268057815,23.39242219215156,-inf
0,S5,5,0.8,11,b,739,0.0018502081040648497,21.876860622462782,-inf
0,S5,5,0.8,12,c,739,0.0018721812565347241,22.136671177266578,-inf
0,S5,5,0.8,13,d,739,0.0011214318804806992,13.259810554803787,-inf
0,S5,5,0.8,14,e,739,0.002179805391112958,25.774018944519614,-inf
0,S5,5,0.8,15,f,739,0.0020186689396672164,23.868741542625166,-inf
0,S5,5,1.0,0,0,924,0.001235687112310489,18.268398268398272,-inf
0,S5,5,1.0,1,1,924,0.0013106482262326415,19.37662337662337,-inf
0,S5,5,1.0,2,2,924,0.0012333445775004215,18.233766233766232,-inf
0,S5,5,1.0,3,3,924,0.0006125728528325932,9.056277056277057,-inf
0,S5,5,1.0,4,4,924,0.0009147598433312721,13.523809523809527,-inf
0,S5,5,1.0,5,5,924,0.00132938850471318,19.653679653679653,-inf
0,S5,5,1.0,6,6,924,0.0008679091471299261,12.831168831168828,-inf
0,S5,5,1.0,7,7,924,0.0016995090047038101,25.12554112554113,-inf
0,S5,5,1.0,8,8,924,0.0007179869192856208,10.614718614718619,-inf
0,S5,5,1.0,9,9,924,0.0004649931597983549,6.874458874458879,-inf
0,S5,5,1.0,10,a,924,0.0013457862483836505,19.896103896103888,-inf
0,S5,5,1.0,11,b,924,0.0012520848559809596,18.510822510822507,-inf
0,S5,5,1.0,12,c,924,0.0016877963306534739,24.952380952380956,-inf
0,S5,5,1.0,13,d,924,0.001076394745225914,15.913419913419913,-inf
0,S5,5,1.0,14,e,924,0.001610492681921253,23.809523809523803,-inf
0,S5,5,1.0,15,f,924,0.001643288169262195,24.29437229437229,-inf
1,S0,0,0.05,0,0,41,0.03446609161213564,22.60975609756098,-inf
1,S0,0,0.05,1,1,41,0.016619571683521715,10.902439024390246,-inf
1,S0,0,0.05,2,2,41,0.021378643664485428,14.02439024390244,-inf
1,S0,0,0.05,3,3,41,0.023758179654967283,15.585365853658537,-inf
1,S0,0,0.05,4,4,41,0.03446609161213564,22.60975609756098,
1,S0,0,0.05,5,5,41,0.02137864366448542,14.024390243902436,-inf
1,S0,0,0.05,6,6,41,0.030896787626412847,20.268292682926827,-inf
