trace_id,key_id,session_id,plaintext_class,plaintext_hex,ciphertext_hex,global_trigger_sample,sampling_rate_hz,number_of_samples,trace_sha256
159,0,2,counter,44749a360f43110b,5e767dee9e542a20,96,100000000.0,4288,858d2db7ead5a3d1d07267c5849d1956146b113fb1d4ce0b78018d9a027fb95b
160,3,1,random,f585b57bfd949a7d,8b2863429b41a999,96,100000000.0,4288,bc2f7a8af5f8a0ef5ee142e1f9a23ae4323344e0d026d85e30f36f2e9533df03
161,3,1,random,2f771506afb0dcc0,39a3c50559ea3dcf,96,100000000.0,4288,c242d340840bbcfbd79b0452d43722f7a113002528efbb3128cbd0292d9b0a67
162,2,2,random,5c6a3d8c6b4686e4,30a79424f82554cf,96,100000000.0,4288,e8ddbdd72938d4ed3af697e60a49dd13bc5ee84a1bb3b00a4419ceb29c2a5d5c
163,2,2,random,8f0b9c62898d71e2,ea151e0a49aa4958,96,100000000.0,4288,be8bdf2b605e96d38ffd67421018fc84b0596c7418223f189d1df77b674c02af
164,3,3,random,a592ad6ddd3deaea,14fb8af0e69aff0c,96,100000000.0,4288,ff9f38be763b34478b183325854d1ae1ad4aafd02deedd01e94050c00f189e1f
165,1,0,random,6a788583be382ea8,4865eddbd80019d4,96,100000000.0,4288,5b58bf0171dff6a05d65e1be6da22ca161b9fbffe9d439beff53643f3eb18655
166,2,1,random,da063215d8689647,7267abb0e1de5904,96,100000000.0,4288,61d72c11f9e804fad8eb9ff3757f61773b440c5356b4ed250f00ff165ca14b72
167,1,0,random,0485cff8f46bc36e,045dd5f07a406194,96,100000000.0,4288,009ecbe9cefc30b8a73de55bdb94c1ded7614e673e282ab6b7e61af3c19ace95
168,3,2,random,568b06709d1ddb39,c509e12709793735,96,100000000.0,4288,e3ce84858fe9bfdb4c5dd37a0ed2046b8b8c7794a5594fc3b056c604cf6ac037
169,1,2,random,76aa9854c19160ee,670a09560a2e0f1e,96,100000000.0,4288,84c42176b3a580136ccddebc8f63a6da3e38c12ba48579f0044f4d19b71dcc03
170,2,0,random,4025cdfc434c37a9,385b0a2e80dc2b1b,96,100000000.0,4288,51c2722c294a44e0806538b090cbb9b9c14ff4c6690045af5ba0acf531eb33b4
171,0,3,random,3713969fa7c25dc5,402e8c81b23d8a8e,96,100000000.0,4288,dee2853d933310c44c189119049e2c439f24f32d5e14785f30a4a7c56a898060
172,3,2,walking_one,0000000000000400,f443a4c505cc05d4,96,100000000.0,4288,7151b24d75987581a39079c8f043a3caaa19749300b2e597b5f071e502564c5d
173,3,2,walking_zero,fffffffffffffbff,7e123cd9d9a8aa89,96,100000000.0,4288,9ae06253326cb3ef440756c49c93332fea7881792ec1afcef163cc708a02cc0d
174,1,2,repeated_nibble,aaaaaaaaaaaaaaaa,7a8a21b5e754d899,96,100000000.0,4288,702af70116fbf58e151fbb150c35f7d9d18449e16e29d04f11e35e5cb056cc08
175,0,1,counter,27ec35ce03ead25b,b3d3e2dad8202a55,96,100000000.0,4288,293080b7f5c0f037a005a3ea5ede775aaef7974705e9d05788f932f3ec723ee4
176,0,1,random,03bdbb237140e42b,7bc11b44d8e77664,96,100000000.0,4288,4910c1e70c124cd340028b17070c1e0aede41d8081228e6c67e6a72af91e2173
177,0,0,random,59368219ab690d58,f955b0703d10a4af,96,100000000.0,4288,8729bfb3e8d0bdabc327ff9b66df752f06056d8395a68b00e1d82336b41d0cca
178,3,3,random,99388d4ba8bdd9c9,981304b98477f07e,96,100000000.0,4288,dfb3b502af8840010a920df2bf25eb0e088beed3a12b190aaddfe5dabc74d479
179,2,1,random,92a9971e3dd9aff8,63b7341c223db72b,96,100000000.0,4288,53035b42720b7f04b8b6dc44089cb305b26368957440a63c40a6cd2d104f09d9
180,2,3,random,d50bb246e66403a9,d956f442eb564e2c,96,100000000.0,4288,73a1b5576eddd63b41b42c2c54ae50ea4502ce0afebc68e7fd7deb59794e4196
181,0,1,random,d036022368dc8a65,682c78fe113f8f95,96,100000000.0,4288,d525376fb49d6d83795f1bb7b4ae0bb02b2b36dcf0598ea3893058beab0ff587
182,1,3,random,4979bbfc13c19d22,cf0fe6fe86d27eff,96,100000000.0,4288,03c9e80acac85b3fd51cb2d689cf1fd218790283c00037ea89ae0323a07158ab
183,2,1,random,9d1980aab3da9976,1e88515b9e4e5049,96,100000000.0,4288,caea128c74f50d8757afee616db74d24b459f0c40503317ec94fefe89a08595a
184,0,0,random,1129f07b6850201a,3f93eed0ffbbbc0c,96,100000000.0,4288,38d04f3e98f3cd9de73a2a77493904c2e39722befe2fd15adf8ceaa68f6bb36c
185,2,2,random,7fb4e4ad5baeb8ce,125f37c113d4c2f2,96,100000000.0,4288,c86d74ae2baec2dd31e9ac6c526706d55afd1e2374242a7995caefe00e4bcdb2
186,0,0,random,9cf596d2d6bcbdf4,50f2c34126216c69,96,100000000.0,4288,d09d89022613f153f8cc8be31a56737f41562ccf53274de806c4f80c43bfce18
187,1,2,random,9b3107b273110d70,1a895d0a6c9aae66,96,100000000.0,4288,f0a8c47ff8d58f3ae1b044f720ee95c819748f8e1c44ea7aa3b8c28db8062504
188,0,1,walking_one,0000000000000800,6eb45672ccc558e9,96,100000000.0,4288,361351c3623fc502f14c16d6b1dd510783405167212c5c5dcf882ea874ebe90b
189,3,1,walking_zero,fffffffffffff7ff,99829ac0cef7227c,96,100000000.0,4288,ac79eb002c091e472401fc99005fda1723a8869f21ebc5166567f5fbbf96c676
190,3,3,repeated_nibble,bbbbbbbbbbbbbbbb,9944c2c7ddb4065d,96,100000000.0,4288,c69a04dd9d663bd5a0ed27ad5bfe9b6ddf6dae0d3bebabe47c90354004e2f988
191,0,3,counter,0b63d165f89293ab,5f6fbaebe8988d52,96,100000000.0,4288,25838b63c3fe8e1c6cca79bfa2cc37b1b5d78a3aa2912c94a8ddec2d1d325418
192,3,0,random,319d7aea0f83ee7b,2e506605f566c5c8,96,100000000.0,4288,a827e7295733651adab0d70c9bcc1a586948f7f0bc324085756b8be32e01fe82
193,2,3,random,d0d9d747b7e6604d,64272cfc50e6e6f3,96,100000000.0,4288,e48ff4cad66af32126750e2fab5aec1ce2f2b236afd6e34691efa3ea3bc64037
194,2,0,random,dcb9f00c7205b356,d68c6c78e4e68ce5,96,100000000.0,4288,d4a1328e0888a5f5e13bececf80a9288ad5378119dabe06f0451ab66b7f9ee27
195,1,0,random,e039f3f05f2a6d73,0dbec78ee939ef50,96,100000000.0,4288,509e0e53170021eed520f89fb79abe7fc54ed37f4a86c0406986545ad840ddbd
196,2,3,random,16f79fcaf20909d1,46a51e0b7a22ecf3,96,100000000.0,4288,777fa49a25b7e3bb1f1a64e3e857fbe13e1323ee89a14d759d1dbeb0a1a67864
197,1,0,random,6c031608f43e2565,25153f86155f914e,96,100000000.0,4288,ada8df0328b364432fff75b8a8680af3b08ba687ca75467d241f5ad952cfc7fd
198,1,3,random,c2c4853b9acd95ea,3a14bc358ef833a7,96,100000000.0,4288,0f460f6c25fc084d015485fb976f98904af0b7b6291665c72ad93ac1a16baac0
199,3,2,random,2b3adef3ee16056a,f7466ea2db69bc51,96,100000000.0,4288,dabf1b2a5378ea820bd73519d818c60c82b1e2373fd29a735c2a8e24c68de693
200,0,0,random,64dfe2ca91798fe9,a1b7e24ddfd122d5,96,100000000.0,4288,214a5fb82a4b0c73ea8d192ad0d6e8e8657a581b13ba823fcae3ad4e137f5bc5
201,3,1,random,0006ce304bc38fb2,6419d3466fc3b0d1,96,100000000.0,4288,550cfcdef2514bfc62f082076a2e05885e19c56ce25754af9a6c8f48bb428128
202,3,3,random,00ca9d9b241b3c98,04caa6bad187f734,96,100000000.0,4288,ab72f8edd351a307df3de07222e20dc0ce98dab5d3e53d793aac4a54a400457e
203,3,1,random,06519678441274ac,3a7fd2c4c1d4097b,96,100000000.0,4288,2801049eb9b75926db6debd7b485d505546f41157d7684942e58750a13783360
204,0,2,walking_one,0000000000001000,bb017276129c9206,96,100000000.0,4288,88796b1e1f20c160fe28c13cd3a34c7095a397508b3133410c51805636d1bd7c
205,2,1,walking_zero,ffffffffffffefff,2e00adfb49bcd8a8,96,100000000.0,4288,500dc158d9683459931648b3dd9414d466451e9bf9bc8a7c9bd00ca8146c72e4
206,1,2,repeated_nibble,cccccccccccccccc,bcb68147b064fd0c,96,100000000.0,4288,4387caec9cde1221473137d99ff5d0dc6135985747d1c7b75f83145e8db18717
207,1,0,counter,eedb6cfded3a54fb,460940e0543071ce,96,100000000.0,4288,24de690496b9e9e8bb605afdb95a0e8d37c041dffbf0a0d70e466ee51d73c78f
208,1,0,random,9e41d2c37c4c7c7e,c7e57d22e8594843,96,100000000.0,4288,c295579389028e8dbd638bfdbdd65e27f65e827fdb83039e4672b559e8f5b738
209,1,0,random,8145c59b0f21673f,c008baee6ad2077c,96,100000000.0,4288,0fcc0cd5a5807e9344150165b92a5e9ddeedde3695028743b351f30a3b1b5292
210,0,3,random,91a929b17d78c942,a88f98eb92ae3a8a,96,100000000.0,4288,fbc3bf1175ca0e4ec4612ca907c2add893804a777a3ad9409f68fff24eb669f5
211,2,0,random,78d5e683c7b22f07,5e0a5c5caeca101c,96,100000000.0,4288,3ae1c2a5e18c3ad6ef5888a8fd86d7a77fe6aec08017768957192679ba356171
212,0,3,random,39ebf95086b2a598,7a3182da19b7dc10,96,100000000.0,4288,f058391960f204a8451b57fcb55114c7c5a66e93a68dd2ca7366c290885e1c19
213,3,0,random,4e5c49981361e0f0,35264bf60b2001ce,96,100000000.0,4288,37ccadc0d080c7e03640c5a14b06d5192e430b0b19642fae6c7f78d1438bf825
214,3,1,random,90197b7a735e959a,b0f2320993b143a3,96,100000000.0,4288,dc3700d35dbf0d632f5f9ebeb5bbb0fc8dc5518ed3d2373c7f9c15b32c9495a7
215,2,0,random,43e2c184ee050eb1,e3b424ad92ff7829,96,100000000.0,4288,e227d40f5adbedc83533c7d5f7f4a1bb2065b03be2c47239b76f15a8e192dcd7
216,3,3,random,501d552de7583745,6c5d55366aa8d668,96,100000000.0,4288,d444e92439f3a3e1654d4c97c17469a90f0f5fd908877ebd6705056e9b9d00da
217,1,1,random,2c7deb8c85dd0919,3e454b80d6e42665,96,100000000.0,4288,6d7f199e3652b51ecc58ae81ba89a0154213b6dcad9036441864455420066408
218,1,0,random,4848cda2328934cb,ef7a0ac7bdbb680e,96,100000000.0,4288,5adc24bf6fe999be3460beb580d1ec68b73130c80028bcd9c506847ee4fa8e21
219,2,2,random,c199987d3d3015dd,135e231004b6d2fa,96,100000000.0,4288,9d4bbaf6d3a3c5c7fd0c8de1fa33a8511a34527d0b7406bedce4e5e2ca690069
220,1,2,walking_one,0000000000002000,b8fc0e25e9056fb5,96,100000000.0,4288,7d8973027bb9772a8a8da45c13a293074e36ee329979c9060c987b315abaad32
221,0,3,walking_zero,ffffffffffffdfff,52fee447323e29ac,96,100000000.0,4288,4c9ebadd5eadf85a5dafe1d0a39f3018a3c0ebb7e01eb1e5a1b40f541373c068
222,3,0,repeated_nibble,dddddddddddddddd,d4ad8cd25fdf7330,96,100000000.0,4288,f0e2c11add86bb5dc70b918c7bfc99913f590df87a1b9a4de8355824318c854a
223,3,0,counter,d2530895e1e2164b,60be678f311eb43a,96,100000000.0,4288,21775ed22c6b58367b5daaf4fae80a3181cb1eb8c9e9a901f581f433096b030c
224,0,3,random,9102cdfc4f768f9b,049c7d865eadd267,96,100000000.0,4288,161d14cadbb729ac3e9ae19f8edc37def89fbc222fa4b3241fc1981daebefd53
225,3,0,random,81a0f46571c1ccf8,a4a89a9e138330e5,96,100000000.0,4288,837e75df0245859d4ec5e44245e57565e142cd1c9d0ab135e46b0545ca3ef2e9
226,2,2,random,cf8a95a9db49af3e,6a061d73f7b4547a,96,100000000.0,4288,ac16bd80a2cc53f009db024571f07870766e179648ac198c8b87e1a5ee0b6f50
227,3,3,random,b0cdef22f4efb0d3,6043041544dee705,96,100000000.0,4288,c7220e99168abba0c240b183a4302381d51922202df950c9b1eecbdf1783c09a
228,3,1,random,451f6a631053417d,1ae78c81d9aad76d,96,100000000.0,4288,3a17714c1ff968d53620b952e0c9c1085f9640625f4c9cb023fb6101e61603fb
229,3,2,random,e2430a9c94eb9e67,f19b11ed0a5c8520,96,100000000.0,4288,6e8fb17a685005503a599bccec8706ed7ee9b2d1c5c0b12f3b4ee997f66f606b
230,3,0,random,cacbeb6ece8408d5,4e517282f762e302,96,100000000.0,4288,4c1bfa99744dc71fbcf7cee8d561a7fe1ba3435fd782d67273960fe4b6aa04d6
231,2,2,random,15ab28e3547f678c,faee0a4372190d72,96,100000000.0,4288,2ffd5943cc624b5b72c84c499342dc030a9a03ec656eb4906799b51980fba12f
232,0,1,random,0efe582d41f98040,3734da10b35548f0,96,100000000.0,4288,014f88a0df2739c82b004ec13f5894c08218010ce10470cf3e8689436482da7c
233,2,1,random,693f32c2cf33d441,b776784999e3b258,96,100000000.0,4288,7c28fdbc188cfce5ef4cdff588fbe039774b675e4d58eb59a22ab06d6346a4a6
234,2,0,random,e2afad19f33f130b,6abf0505ac39e023,96,100000000.0,4288,4b04a7876146eb4eafc0c903e0582c7e7b92a19dbead04b06c488537f2b9b480
235,0,1,random,8eb098ca5ecc4b0a,e4a2b3e8d5465edf,96,100000000.0,4288,207244cdd4eb3d86e98dd03c398b6d1586902279bce7ab485db0cf45587986d6
236,0,2,walking_one,0000000000004000,0da46f06cb60bf12,96,100000000.0,4288,da51e8047cabe210240c94057af0188de50abfdfbab9b0c44b0e19a3bc67b5f4
237,2,1,walking_zero,ffffffffffffbfff,b154ecdaaa1624d6,96,100000000.0,4288,42e08eea3ce3acf7bee58672be7889b1b2710b6467d252e9a54e3bf354b31c00
238,2,1,repeated_nibble,eeeeeeeeeeeeeeee,c96e3c0b8b35ce76,96,100000000.0,4288,84e9d7a4535fcd014a7cd445a53d0c12c8deaaaf9b23b0f87f162a54b70c3402
239,0,3,counter,b5caa42dd689d79b,00515523b3ef5fce,96,100000000.0,4288,e113163b94fb1bae239b04530a84bbfbaa3a2b450f407f3ab91d078c850f0d83
240,2,1,random,322c63354dcd4e10,ce8af971780e6b1c,96,100000000.0,4288,184a60deded6d4724518970315456331655a43f4b0aced5ec3ffaa33aa81fe5e
241,1,2,random,818e0f961aa3ba11,8edbc0c0cbf28678,96,100000000.0,4288,76774fe9bbc8e39ae4f4d5bcdc03490c1d97d16756cc6e0307a3c5e820c645f6
242,1,3,random,9360cd75a44aa58a,f5e68367f4a545ef,96,100000000.0,4288,6d63a579742b7116e0e48dfec109e5adee3919e7ef1fd8b6574cac7be6101690
243,2,0,random,9e013749dcbdcfd3,357d726708abb44b,96,100000000.0,4288,de087e48747d9efbc8253ac99d407665fb13e49526ab6db5ce877f9a16654b11
244,2,2,random,1053639ea5c2ef42,573523b52702767c,96,100000000.0,4288,4309b93e4dc224370c403034b0bf8e99931166aad03df61b4a3eeff319bcda38
245,2,1,random,43550490fe6de591,6b3ea0d73c662880,96,100000000.0,4288,e0fab0788d69ed18c3cc3d093afe266c550c133fc6037a08de36e8d668d3c099
246,2,0,random,d8e8ffe63e7fcada,7987498b37a50d4b,96,100000000.0,4288,33bd29003151b809b4c1818a7872de9fe3b869faa117075b2dda55159ccbfa1d
247,0,3,random,bb00c41b0375d947,953837b799e9c258,96,100000000.0,4288,d1345bc26fa6440d2c84eaedc34a8c44079c4a6daae89c60d9c8999e339e154a
248,2,2,random,9d5c6df2956d4ec9,2f02f0253e24963d,96,100000000.0,4288,3ec16e848dd1b2e1c97b784cfd277ff5c93a25b52df0e23b829b75674cfa537e
249,2,1,random,db6707741561f893,5faf1721e21104c2,96,100000000.0,4288,27092e77b10f8f4821bba6ff47e73b95596b564977396ee28af0fcb6c5ed1405
250,1,1,random,68a2f32f76745873,a1964dec49794a14,96,100000000.0,4288,3a53e013d057c0b0cf0bb5d132c99729255c1ec41c4af0419da7ee574849cd2d
251,1,1,random,fe0a380af4de2f66,e178fc1a14295626,96,100000000.0,4288,118722977aa324118b7522ff425d210e6f6e8da1d6fd07f0cc4ea19d7637a072
252,1,3,walking_one,0000000000008000,0bc2655a2bf2b49e,96,100000000.0,4288,f3a38c4859c4557e2efada9f4aaac528c7fbf129eff2a0c18bddf0220ca50884
253,0,1,walking_zero,ffffffffffff7fff,e05921ddcf997800,96,100000000.0,4288,fbbb886cea9d6289bed468ad6cbd74c0d51b0a0a23ac789e4f0f1e609fecd8d1
254,2,1,repeated_nibble,ffffffffffffffff,91cca94e0a4505ff,96,100000000.0,4288,621a7f31d2d785172a99444ec184dfdf2c20c6959aa610ef8960d996b9cc2fbb
255,3,0,counter,99423fc5cb3198eb,70b729799732f509,96,100000000.0,4288,a112bf5c448d3a63e3c783a8f7a31151e773ccc323aa4b2d9ddf32b7d25a7655
256,3,2,random,8ba54c532574a6fe,cd4cc64ee288472b,96,100000000.0,4288,eccd574eea8dcc39bb8c90ba3370168c026921437165519a4f263b891f0262b0
257,1,1,random,065b1e020009d457,53e990e17f7150b7,96,100000000.0,4288,6fee53bef25f2f449a6866d0cb714b2f7c80e06eef0fbdae9b4395a3884627a6
258,3,3,random,6a9a417a33ad66d8,391179839b183571,96,100000000.0,4288,5e55ec976b1755fc87f49b7fcc8b2a2bc4632f7f9bac72772b83b79b3327d974
259,0,2,random,98a1689b5bf4afd0,4705771b25b9ca39,96,100000000.0,4288,d53f2b4db132298d8d24e32c86890da7021d36fe5c664d954c12033db498dfa9
260,3,0,random,657ee16ccd5e049e,1a399468ef8e10b9,96,100000000.0,4288,69dd55bee5fb2f56eca84838072445d754784d9b4ff9493fd6d69c811299cf0a
261,1,3,random,800027791283fccc,f6a2a05b7d233872,96,100000000.0,4288,4cc4436c064c5b570992c75da63e2fabd567e8d91cc83b85ba7c901eb81616a1
262,2,2,random,817df4ccccc62226,4c40982b2ad13dd9,96,100000000.0,4288,1d2b7c3542e5a91ee7c636bab157045b28d2a817320a4f34bb199eb041754582
263,3,1,random,098d2cd0771c552d,91f7596d35189bf3,96,100000000.0,4288,29aa92f7552609d8c3e116be1076d29c2151739c7cc40647ecc5826db870117a
264,2,3,random,a42286db024630e8,fe499e12a77161dd,96,100000000.0,4288,fa479331167b12717c88326fe126414b0b2f2eba1b7a234ac05d3fbf8b383f6b
265,0,3,random,62da729f5b678fce,7f6985054e9ed025,96,100000000.0,4288,f60ddad032434ac61293985d9276a3e46772c9f1337081bab192d7ecb3253fce
266,2,2,random,264aca7242a87592,98620b2fcd35566e,96,100000000.0,4288,75a7b9763c9ce89fe49c49a84cc8a937bab637ba07b3a7929ef5d53b040631fe
267,1,0,random,4b505eae81d03bfd,dea5622ea334b9b8,96,100000000.0,4288,e42608a59ec93793c43633bdcfd44876a23731bfd6b5f9a819a10d3a1fa6e071
268,1,2,walking_one,0000000000010000,682cda1e9d1c9367,96,100000000.0,4288,b06fd4b1122056b2a912a09d19431f5aa7b6d5050aee55a14b10071a19376fe6
269,3,3,walking_zero,fffffffffffeffff,7df05dc83a7b99e6,96,100000000.0,4288,761f542154992bf677d7aa574831288f6ef07c661fff23031afb81b33ad18f95
270,1,2,repeated_nibble,0000000000000000,7ec99b4d2d6e6447,96,100000000.0,4288,9bf155f30f450b2d0308b603a9d33f9bc92672034a8c89ee44e9c170109152f0
271,0,0,counter,7cb9db5dbfd95a3b,60eaf4479f863a09,96,100000000.0,4288,e7618b1150db7f61bcb8a9e549b4e818190f4455bb84fbbe355829528535615c
272,0,3,random,ad7343477b6d395d,8a28d1bc016c16c3,96,100000000.0,4288,8bfcf0abfe12fec365770eb677135459abfd2c74ab19478cc0367c39bce11609
273,0,2,random,4c7c4a725be2c803,5d6f0d9f89c6f4c5,96,100000000.0,4288,997585a70db8d941ce332cbc32fedfd7f4e49d0f4ac0b04a0fe4dbd518b609e6
274,0,2,random,ed9ae197544740da,5448bbc284204d2a,96,100000000.0,4288,08c2c221902a612f22632a0c78c8321d14f262511c61bcb5663777d411006ea1
275,1,1,random,d1d7eca4e09a1240,1c26ba447d65f129,96,100000000.0,4288,e111ac7f7d39cc161beb155bfb2d9e103f6029e0f518e5b81bee2f429211203f
276,3,3,random,a186c1fef8a0dab4,d1b78d34a205db60,96,100000000.0,4288,190e91fbd02a8654080b0c2e67af697e790722619a780c3c5d6ecbd317cc1ddb
277,0,3,random,4e101b17d9b621be,3cd523164e7adc59,96,100000000.0,4288,1de4c10213634fef8d58bcc773aa6fa5fac18b80c545886fa7c5b165d73ec8d4
278,0,1,random,8a036950f15ed0fd,ec7bfabd6dd57895,96,100000000.0,4288,987e1c5c9d769a1011200d0d2be23d08083f31a92e11887f38f01fcc047deb69
279,1,1,random,eb35d20e617824ba,8cff3580ae501b52,96,100000000.0,4288,bc75bbea92dd180ccf7962b52eee6870dad03a64242e8cc9f7d64ef22f702270
280,0,2,random,8a09d92010dbe715,b8cfc1596d57f51e,96,100000000.0,4288,60c8c8319237e460b3432e988d094986153804cb741f5c5a441afe16d067473d
281,3,1,random,da93d3de1d1e78c1,f405bc744f88c743,96,100000000.0,4288,46c55e5da288e965da6c8e49ed8dadd76ca64130a210b3907566ec995261d44b
282,3,3,random,630016acaf85bff9,754bc41486996907,96,100000000.0,4288,f751d9b14fa86cba3149b135776c4e6298e05b991d92c5e3ecf07f4fd41f2668
283,0,0,random,c430ab828567d559,110b7317120aba66,96,100000000.0,4288,6667e0fa524bf73e38eed1797818846a8a1f51491555cea2569041b58df70c12
284,3,2,walking_one,0000000000020000,45c0e9e945e818a6,96,100000000.0,4288,f8e02acc8de76bc6f8da76b33a59ec7cacea3a8f03a08bb21aff282ad5ae28db
285,0,0,walking_zero,fffffffffffdffff,a01bef99033fb389,96,100000000.0,4288,a53ea036df17a3701beef2f5facc78198537e8612b7183aa6b4965c3e078c2f7
286,1,3,repeated_nibble,1111111111111111,977b70a90c0c8194,96,100000000.0,4288,645bfa52514edf3ff3dc814b309905dbdd197dfd31578b929d84252983066daa
287,1,0,counter,603176f5b4811b8b,41a07e05e215677b,96,100000000.0,4288,4fad5bbc0a669080059a11b4e68fb5685ec567388b101be13e0b5cb08e53e9c0
288,0,1,random,99c3766d497578fd,346b64cb1041129d,96,100000000.0,4288,0cbd8786fda404f558069ee8ffcb8230f47576b162b15d3f41e0cda4948e87ca
289,3,1,random,a689e14def23c4f2,6ecdbfe8baba9fa5,96,100000000.0,4288,ae28ca0c4de66a9a32ecbb2f71efd47cbbb4be57c59e770fb595a833c4f583a4
290,3,3,random,6ff01aa59e34bd91,53efc575ad6050c5,96,100000000.0,4288,89b3c08e713664cd21f78e0eb547952076ef924c4f69947bb31e267a99b4a2e8
291,0,3,random,6aeb872d36386da9,0767f6fca8b13409,96,100000000.0,4288,ca3eafc68bc349944c3286e4f613b69a428ed6720ddf42eade8a08206c48bedb
292,3,1,random,1378e65e642ba9d0,2881655259ea3dce,96,100000000.0,4288,78ad18b222b1f23e2fa87815deb21a3fd2942f22d270458b569969c09263eecb
293,1,1,random,e8862178e4ef38a2,064756ae1c9157d3,96,100000000.0,4288,27c8a8b68a7f18b316ead746175f7d1e483c777d2b6e928d1082c6aa345051dd
294,2,3,random,4232919d8f340276,0bbaf2c9dbda9865,96,100000000.0,4288,87710a75a40da01672bd7d3c3ecac4edf9584630f5697f1b1bb406764f07242d
295,1,3,random,5be3df3f380f0f66,c996359100d8b65a,96,100000000.0,4288,12c2c0ed67c429fdf22b361e76e3fbd7239a1649e5aa47d951705f31133e0c6d
296,3,3,random,072189e2b78899cd,9cc992771cdd2746,96,100000000.0,4288,03a891a7ebce01ccd62e0cc16444a20bcbc94906b6e2a6c8bf4cc84140ea28cc
297,0,1,random,dca825e528927278,5c1cf2d7148973df,96,100000000.0,4288,72e4a0c9fbf0a0d03b7ebda32d72fb31705536bbf0803a9d697fcc5d017c5fba
298,2,1,random,ee56a3e0865141b5,2e36ba8d837f52aa,96,100000000.0,4288,2c6f701199e5cc36dc017cf7c19b1c255923f92bd6e2807d46742c76b24be130
299,1,3,random,48871fd4e6378a5d,c067ba8244107f93,96,100000000.0,4288,49ba4038e7db16cf35c0cb7052039ed47c6c0af1acb735018714db884807f022
300,1,1,walking_one,0000000000040000,d9dd607447b9e629,96,100000000.0,4288,3b15b149499863fad6894759c86105c89983dbe005038ffdb92472191fc1548f
301,3,3,walking_zero,fffffffffffbffff,0fa59d6831b388f6,96,100000000.0,4288,325fb569910d347fdf80de53c4062a093139453b594ed837359b4b04c681f8ba
302,3,0,repeated_nibble,2222222222222222,993bb1695b40af18,96,100000000.0,4288,6b4ecdfa400efd9f3dc4fcc2bd556a3af3102936db79f4a804b7c6b429343227
303,2,3,counter,43a9128da928dcdb,32204771880e1782,96,100000000.0,4288,3514aa65a7932d65c60ee715417cc2bc65e53bf8593bf4ad62c22e7e12f2fc8d
304,1,3,random,484820420545cbd4,d434c73a6279119a,96,100000000.0,4288,1bfa6b47b37fd1b59edc78895880a8775cb49d517197d3ab8278015a9c4815fa
305,1,3,random,bddf166b944c4ec3,3010c09779a6b67b,96,100000000.0,4288,0ee285ecf30e95b10abfcee3b7b72092cafecfa513138fd71cb1fe088b1bce44
306,0,1,random,2ff192c4cdf2aa7c,96c19d716adcaa2a,96,100000000.0,4288,8d4425cf3102beb34004e5c21813ae95d7dad946b63162fba6d96e3b3a54f61a
307,3,0,random,e8b6470266959617,f038e73ee32197ad,96,100000000.0,4288,4d51d59953e76c319dd4b9d91ff38067cb54accd30c84355cf46f5ffe4e74594
308,1,1,random,cc679ef92c73702f,0b091db0ec0283e5,96,100000000.0,4288,9a88e132dc3cfee28a637f6412c5182bd3c2af9208c81ef43f8fe77ed489147b
309,1,1,random,5861d5cd7b7956d9,03174b6f1e58fca7,96,100000000.0,4288,454938f49c7c5e4df0518f4ad9e0e2f58bc1da19645e690a9516e74dcdce647e
310,3,1,random,d6745c4c6f8c1429,7058c14af8bfafff,96,100000000.0,4288,098a1e5ebb0430a4c6fa1a0ba4a1f3f451a1339149c77176e66e55966cb6e597
311,3,2,random,4acd525a6554b543,e4535fdb5bec7656,96,100000000.0,4288,48d2a040212a6604faa9bfa8862d0a27e9c9d3af37f29c85df70a1a4cd025427
312,2,3,random,a53272ea0ed6d035,c516ced3f940cace,96,100000000.0,4288,c817229986856b7df3ae0d9427a5a3be8096366e74fb8ec4e69722b8b5c7db1d
313,1,3,random,998672de5265c551,1a22e1a33822427e,96,100000000.0,4288,dddc097210cfc90fd6f5d1e82c9415b1a9ceb7486b140a6fea519836934d0b32
314,3,1,random,805aa0b7896ae3ad,387e7cff4ba105c7,96,100000000.0,4288,d2d0836c4ddd4258837322e9431b67ef0855cee93e132d815e99feb1a7b749e9
315,1,1,random,4a739ea9d5797bf4,27acf080141e6d3b,96,100000000.0,4288,263f6e7896823fbb4522b8020287d65b07b992ecbd3a93a89c9a533edfbcb4dc
316,1,2,walking_one,0000000000080000,7234e6621a57b876,96,100000000.0,4288,d4c996a092ad18b7e5b8de718eb9278f5a23bc3fb01ef090c1c42ff17063fbee
317,2,1,walking_zero,fffffffffff7ffff,77a72cda1677da5a,96,100000000.0,4288,85582005ea8ca1f35e7d5b3f22e25705c4e94308046b6c65139665f8337fac0d
318,0,2,repeated_nibble,3333333333333333,b042bd19b358886d,96,100000000.0,4288,e378502d6daa8c84932a6b141197f3d821f27c7df1669b6d95aca18ca88589a2
319,2,1,counter,2720ae259dd09e2b,3db52b8861eece61,96,100000000.0,4288,b0bd8c6788b2ad93ae89bf05ab5f9ee62ef9fe355a8d25cf6b72f86d7a9b623c
320,0,1,random,a402fba2a562d6ed,14110146680e02cb,96,100000000.0,4288,31ec52be144a865380da667e8fefa5ba38b5bb546173c6f4750a06b040ab5760
321,3,1,random,2cdf7f89ff9552a8,576e17d29986dd0a,96,100000000.0,4288,507d827b108ceedee3813fe8b1e68a142426cdd1563da718894fd2b3a6a891d3
