experiment_id,category,category_id,sampling_regime,target_sbox,target_sbox_index,key_id,session_id,master_key_hex,round_key_32_hex,x31_hex,x32_hex,target_original_input,target_faulted_input,impacted_sboxes,impacted_sbox_count,target_impacted,off_target_impacted,changed_sbox_input_count,fault_effective,invalid_subtype,invalid_probability,global_jitter_samples,injection_jitter_samples,model_details_json
0,off_target,3,miss_probe,S0,0,0,0,94be897446726719d350,124ec80a,0fbac81f,8ff9ce50,10,10,S3,1,False,True,0,False,,0.0005,-0.059458216020776083,0.1709113404431744,"{""S3"": {""and_mask"": 12}}"
1,missed,0,miss_probe,S5,5,0,0,94be897446726719d350,124ec80a,2f99a7c4,21cb08c8,8,8,,0,False,False,0,False,,0.0005,-0.1308162607117091,0.041961102505452624,{}
2,missed,0,miss_probe,S0,0,1,0,454d5b2e2dc08ce40669,2bcb35b6,dc2278be,6d3e1d56,0,0,,0,False,False,0,False,,0.0005,0.2689106537822475,-0.15257669751640296,{}
3,missed,0,miss_probe,S5,5,1,0,454d5b2e2dc08ce40669,2bcb35b6,59b0d765,7d2ca8a8,14,14,,0,False,False,0,False,,0.0005,-0.1568049640298356,-0.11365107115697436,{}
4,missed,0,target_probe,S0,0,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,164fd1ef,aeb8c8c3,2,2,,0,False,False,0,False,,0.000550330540604948,0.5939440458260096,-0.06696849383521078,{}
5,clean_target_effective,2,target_probe,S5,5,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,cfb0fffd,17495f6c,12,8,S5,1,True,False,1,True,,0.0005,-0.3616472776740149,-0.24081685206469752,"{""S5"": {""and_mask"": 9, ""randomized_positions"": [1, 2]}}"
6,missed,0,target_probe,S0,0,3,0,9a12785cf0bfd7f9169e,615424b1,10cc7c33,ba40440b,10,10,,0,False,False,0,False,,0.0005153834221071437,-0.009701724019878845,0.002333300358819751,{}
7,off_target,3,target_probe,S5,5,3,0,9a12785cf0bfd7f9169e,615424b1,483ed3ab,5715c45a,4,4,S6,1,False,True,1,True,,0.0005000262902426899,-0.4958551266627939,0.1406554290215443,"{""S6"": {""replacement"": 12}}"
8,clean_target_ineffective,1,target_probe,S0,0,4,0,19befa4e32aa4154e8eb,48e4d611,cb79cc8d,e9e00700,1,1,S0,1,True,False,0,False,,0.0005,0.398652183350788,0.6105895061404025,"{""S0"": {""and_mask"": 7, ""randomized_positions"": [2, 3]}}"
9,missed,0,target_probe,S5,5,4,0,19befa4e32aa4154e8eb,48e4d611,cf8775b1,3f4b107a,10,10,,0,False,False,0,False,,0.0005,-0.06126166878782346,0.16207181056569386,{}
10,missed,0,target_probe,S0,0,5,0,6ce416051079421e4d04,e3f442d9,11a05741,185ce4d9,0,0,,0,False,False,0,False,,0.0005,-0.07278814089377783,0.29952795817586625,{}
11,clean_target_effective,2,target_probe,S5,5,5,0,6ce416051079421e4d04,e3f442d9,f4c860e2,be0dc3b4,15,9,S5,1,True,False,1,True,,0.0005,0.13623492457196085,-0.14172367101368583,"{""S5"": {""and_mask"": 9}}"
12,missed,0,target_probe,S0,0,6,0,b67736ff4c567a14112b,30e88f1f,271a7dde,f7936e7e,1,1,,0,False,False,0,False,,0.0005,-0.0522864436049727,-0.21432883193369873,{}
13,off_target,3,neighbor_probe,S5,5,6,0,b67736ff4c567a14112b,30e88f1f,9e0781a0,a73ca37c,13,13,S4,1,False,True,1,True,,0.0010566915487150211,0.21417012995020093,0.005640679181242236,"{""S4"": {""and_mask"": 2}}"
14,off_target,3,neighbor_probe,S0,0,7,0,b78b228f913a5cfcb7ec,5efdde13,5d1a0990,3f0348cf,12,12,S1,1,False,True,1,True,,0.0008464845761529824,0.06798102698961044,-0.09119455232421998,"{""S1"": {""and_mask"": 12}}"
15,off_target,3,neighbor_probe,S5,5,7,0,b78b228f913a5cfcb7ec,5efdde13,059cfbc0,0f90af46,6,6,S6,1,False,True,0,False,,0.0006572160546898452,-0.2076932166127057,0.44793809902485127,"{""S6"": {""and_mask"": 13}}"
16,multi_hit,4,multi_probe,S0,0,0,1,94be897446726719d350,124ec80a,b9f5d3ab,637888f7,13,5,S0;S1;S5,3,True,True,2,True,,0.0453292600945857,-0.12703871633707886,-0.018890523093936712,"{""S0"": {""and_mask"": 7, ""randomized_positions"": [2, 3]}, ""S1"": {""and_mask"": 15, ""randomized_positions"": [0, 3]}, ""S5"": {""and_mask"": 9, ""randomized_positions"": [1, 2]}}"
17,invalid_reset,5,multi_probe,S5,5,0,1,94be897446726719d350,124ec80a,6b4cd081,da9291e5,13,13,,0,False,False,0,False,timeout,0.9506014013939625,-0.26283611664970946,0.21185961343458765,{}
18,invalid_reset,5,invalid_probe,S0,0,1,1,454d5b2e2dc08ce40669,2bcb35b6,cfaf4899,2e69dec6,0,0,,0,False,False,0,False,reset,0.985,0.1598124659077774,0.22731742165811966,{}
19,invalid_reset,5,invalid_probe,S5,5,1,1,454d5b2e2dc08ce40669,2bcb35b6,c82db4e0,4ad18a6c,1,1,,0,False,False,0,False,reset,0.985,0.5772040448780504,-0.10352132625772946,{}
20,missed,0,miss_probe,S0,0,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,c2cd5dc4,79ad6b6b,10,10,,0,False,False,0,False,,0.0005,-0.06757097630790149,-0.2000003228670368,{}
21,multi_hit,4,miss_probe,S5,5,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,f2f25cd9,be04c93b,8,8,S3;S7,2,False,True,0,False,,0.0005,-0.18769149229301074,0.1559561655705044,"{""S3"": {""and_mask"": 15, ""randomized_positions"": [1, 2]}, ""S7"": {""and_mask"": 15, ""randomized_positions"": [1, 2]}}"
22,missed,0,miss_probe,S0,0,3,1,9a12785cf0bfd7f9169e,615424b1,b7a95a5e,3a4987c4,5,5,,0,False,False,0,False,,0.0005,0.06695757363050106,-0.3799109022184266,{}
23,missed,0,miss_probe,S5,5,3,1,9a12785cf0bfd7f9169e,615424b1,7f9ba7cb,1a3914c0,6,6,,0,False,False,0,False,,0.0005,-0.3020062975527462,-0.20903056748370266,{}
24,clean_target_effective,2,target_probe,S0,0,4,1,19befa4e32aa4154e8eb,48e4d611,f33bffcb,58d694a6,7,6,S0,1,True,False,1,True,,0.0008079148041558565,-0.88537723229629,0.26492633673510274,"{""S0"": {""bit_position"": 0, ""stuck_value"": 0}}"
25,clean_target_effective,2,target_probe,S5,5,4,1,19befa4e32aa4154e8eb,48e4d611,ee66f2d6,5d4a215a,10,13,S5,1,True,False,1,True,,0.0024795554386855398,0.3081366141379005,-0.20546466409426092,"{""S5"": {""replacement"": 13}}"
26,missed,0,target_probe,S0,0,5,1,6ce416051079421e4d04,e3f442d9,0182d6cf,2471757a,3,3,,0,False,False,0,False,,0.00101634133944763,0.1864362197757583,-0.26041766001860234,{}
27,missed,0,target_probe,S5,5,5,1,6ce416051079421e4d04,e3f442d9,6d9d71d2,498b9673,7,7,,0,False,False,0,False,,0.0005599244745581205,0.01300685230347228,0.2105913026238794,{}
28,clean_target_effective,2,target_probe,S0,0,6,1,b67736ff4c567a14112b,30e88f1f,160a59e3,5ee03e28,7,3,S0,1,True,False,1,True,,0.000608003562677667,0.8049417693332754,-0.016350708246258575,"{""S0"": {""bit_position"": 2, ""stuck_value"": 0}}"
29,off_target,3,target_probe,S5,5,6,1,b67736ff4c567a14112b,30e88f1f,cf99d1a7,bd0bc180,14,14,S7,1,False,True,1,True,,0.0005,0.47554869709394215,0.2654772164562512,"{""S7"": {""and_mask"": 4}}"
30,clean_target_effective,2,target_probe,S0,0,7,1,b78b228f913a5cfcb7ec,5efdde13,98514c8c,34741e01,2,0,S0,1,True,False,1,True,,0.0005,-0.05740225385270446,-0.12317170511793787,"{""S0"": {""and_mask"": 0}}"
31,clean_target_effective,2,target_probe,S5,5,7,1,b78b228f913a5cfcb7ec,5efdde13,fd75c81f,737a889b,8,0,S5,1,True,False,1,True,,0.0005,0.032407800946384895,-0.1299556594629607,"{""S5"": {""bit_position"": 3, ""stuck_value"": 0}}"
32,clean_target_effective,2,target_probe,S0,0,0,2,94be897446726719d350,124ec80a,a488d630,eb496dd4,14,6,S0,1,True,False,1,True,,0.0005,-0.06356371262059574,-0.17576454091097188,"{""S0"": {""and_mask"": 7, ""randomized_positions"": [1, 3]}}"
33,multi_hit,4,neighbor_probe,S5,5,0,2,94be897446726719d350,124ec80a,7f9b0494,33e760bb,10,10,S6;S7,2,False,True,1,True,,0.0019295117265821788,0.6499466700252786,-0.06206976663146381,"{""S6"": {""and_mask"": 4}, ""S7"": {""and_mask"": 11}}"
34,missed,0,neighbor_probe,S0,0,1,2,454d5b2e2dc08ce40669,2bcb35b6,b77903cc,0c15cb11,7,7,,0,False,False,0,False,,0.0007220065268578877,-0.3194005590691804,-0.11648454162312896,{}
35,off_target,3,neighbor_probe,S5,5,1,2,454d5b2e2dc08ce40669,2bcb35b6,acb41419,1f53ab72,9,9,S4,1,False,True,1,True,,0.0005,-0.1332402929012213,-0.04911131072089582,"{""S4"": {""bit_position"": 1, ""stuck_value"": 1}}"
36,multi_hit,4,multi_probe,S0,0,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,bfdd9ba5,2260056c,13,0,S0;S1;S2;S4,4,True,True,4,True,,0.19269083828100333,-0.29137307529414597,0.30155326665107585,"{""S0"": {""and_mask"": 2}, ""S1"": {""and_mask"": 10}, ""S2"": {""and_mask"": 11}, ""S4"": {""and_mask"": 1}}"
37,off_target,3,multi_probe,S5,5,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,fa5ab808,04c90830,4,4,S7,1,False,True,1,True,,0.03677224186185001,0.3786678294414272,0.1640261654037299,"{""S7"": {""and_mask"": 0}}"
38,invalid_reset,5,invalid_probe,S0,0,3,2,9a12785cf0bfd7f9169e,615424b1,9cf84faf,d89daaff,14,14,,0,False,False,0,False,reset,0.985,-0.26427803676851586,-0.11493516207540888,{}
39,invalid_reset,5,invalid_probe,S5,5,3,2,9a12785cf0bfd7f9169e,615424b1,fcbd2a55,34da57e9,8,8,,0,False,False,0,False,timeout,0.985,0.2770571582514091,-0.21290098685128545,{}
40,missed,0,miss_probe,S0,0,4,2,19befa4e32aa4154e8eb,48e4d611,222d9a11,6ecfa7e3,2,2,,0,False,False,0,False,,0.0005,0.21676623231041725,0.012214858603299305,{}
41,missed,0,miss_probe,S5,5,4,2,19befa4e32aa4154e8eb,48e4d611,c884a2c7,719c020f,7,7,,0,False,False,0,False,,0.0005,-0.19936168540021992,-0.1918617595467992,{}
42,missed,0,miss_probe,S0,0,5,2,6ce416051079421e4d04,e3f442d9,61556ff8,fcebc5de,7,7,,0,False,False,0,False,,0.0005,-0.04381663860398823,0.3390203711525601,{}
43,off_target,3,miss_probe,S5,5,5,2,6ce416051079421e4d04,e3f442d9,2742eacd,4d58ee21,10,10,S3,1,False,True,0,False,,0.0005,0.23390930514279057,0.3015350495823731,"{""S3"": {""bit_position"": 0, ""stuck_value"": 0}}"
44,off_target,3,target_probe,S0,0,6,2,b67736ff4c567a14112b,30e88f1f,9c597c9b,7fcf57fa,5,5,S1,1,False,True,1,True,,0.000852607523132074,0.09272945923212986,-0.17386422478433783,"{""S1"": {""and_mask"": 8}}"
45,clean_target_effective,2,target_probe,S5,5,6,2,b67736ff4c567a14112b,30e88f1f,6178fcd1,f096d0d6,7,2,S5,1,True,False,1,True,,0.0006657912205355925,-0.03936866891347455,0.27147820210902196,"{""S5"": {""and_mask"": 10}}"
46,clean_target_ineffective,1,target_probe,S0,0,7,2,b78b228f913a5cfcb7ec,5efdde13,00245e4f,318ea3d3,0,0,S0,1,True,False,0,False,,0.0005,0.18883209638204723,-0.19307688752138194,"{""S0"": {""and_mask"": 13, ""randomized_positions"": [1, 3]}}"
47,clean_target_effective,2,target_probe,S5,5,7,2,b78b228f913a5cfcb7ec,5efdde13,024fc07f,e3ce641b,3,0,S5,1,True,False,1,True,,0.0005,0.6208529678021991,-0.18040621445630048,"{""S5"": {""and_mask"": 4}}"
48,off_target,3,target_probe,S0,0,0,3,94be897446726719d350,124ec80a,4feb0deb,f06e0bf1,11,11,S1,1,False,True,0,False,,0.0005,-0.02413235777846072,-0.057422235277140514,"{""S1"": {""bit_position"": 2, ""stuck_value"": 1}}"
49,clean_target_effective,2,target_probe,S5,5,0,3,94be897446726719d350,124ec80a,8d01784e,5b127405,5,4,S5,1,True,False,1,True,,0.0006367919782786727,-0.22383185127635064,-0.1449211012428718,"{""S5"": {""bit_position"": 0}}"
50,off_target,3,target_probe,S0,0,1,3,454d5b2e2dc08ce40669,2bcb35b6,f0bf83ef,763c22ba,12,12,S4,1,False,True,1,True,,0.0006703736192272339,-0.5244550005541968,-0.051971667953100854,"{""S4"": {""replacement"": 15}}"
51,clean_target_effective,2,target_probe,S5,5,1,3,454d5b2e2dc08ce40669,2bcb35b6,44fa5c6e,1e4e57c3,8,9,S5,1,True,False,1,True,,0.0007338574126991689,-0.271969243789941,-0.09376182357036057,"{""S5"": {""bit_position"": 0}}"
52,off_target,3,target_probe,S0,0,2,3,982fc83b7cc8e27ed3ed,c48bcaf1,d1bbd0d8,08407362,3,3,S1,1,False,True,1,True,,0.0018699872143485851,-0.241906309139973,0.08855695556334149,"{""S1"": {""bit_position"": 1}}"
53,multi_hit,4,neighbor_probe,S5,5,2,3,982fc83b7cc8e27ed3ed,c48bcaf1,16cc4150,06e3223c,6,6,S1;S4,2,False,True,1,True,,0.0005432227551657296,-0.08891911044507918,0.0083406841814426,"{""S1"": {""and_mask"": 4}, ""S4"": {""and_mask"": 14}}"
54,off_target,3,neighbor_probe,S0,0,3,3,9a12785cf0bfd7f9169e,615424b1,167b50f0,e2c6c1f1,0,0,S1,1,False,True,0,False,,0.0005399312195795417,-0.31383404982207597,-0.19874182174570587,"{""S1"": {""and_mask"": 15}}"
55,off_target,3,neighbor_probe,S5,5,3,3,9a12785cf0bfd7f9169e,615424b1,1b859326,ff863e9d,13,13,S6,1,False,True,0,False,,0.0005766599083495725,-0.39057349111030426,0.13246890545417855,"{""S6"": {""and_mask"": 15}}"
56,multi_hit,4,multi_probe,S0,0,4,3,19befa4e32aa4154e8eb,48e4d611,479417ce,c0dc32aa,11,10,S0;S1;S2,3,True,True,2,True,,0.4425273446007415,0.004568797518623501,0.07932405192535041,"{""S0"": {""and_mask"": 10}, ""S1"": {""and_mask"": 5}, ""S2"": {""and_mask"": 13}}"
57,off_target,3,multi_probe,S5,5,4,3,19befa4e32aa4154e8eb,48e4d611,f13f4e4b,be6dbaa2,8,8,S6,1,False,True,0,False,,0.6543148162696399,-0.21031704393462847,0.06839507589508638,"{""S6"": {""and_mask"": 15}}"
58,invalid_reset,5,invalid_probe,S0,0,5,3,6ce416051079421e4d04,e3f442d9,7f8c3626,5a2a0a85,12,12,,0,False,False,0,False,reset,0.985,0.10524532666020753,0.27774615978156925,{}
59,invalid_reset,5,invalid_probe,S5,5,5,3,6ce416051079421e4d04,e3f442d9,990096ba,d3f71486,0,0,,0,False,False,0,False,timeout,0.985,0.7259327412012142,0.3846022219413973,{}
60,missed,0,miss_probe,S0,0,6,3,b67736ff4c567a14112b,30e88f1f,91082514,17483c6e,1,1,,0,False,False,0,False,,0.0005,-0.037462082144827116,0.26859090926503837,{}
61,missed,0,miss_probe,S5,5,6,3,b67736ff4c567a14112b,30e88f1f,f82e52e3,97013480,14,14,,0,False,False,0,False,,0.0005,0.3847275350101095,0.08676446905655012,{}
62,missed,0,miss_probe,S0,0,7,3,b78b228f913a5cfcb7ec,5efdde13,af5b209f,57d9292c,15,15,,0,False,False,0,False,,0.0005,0.15491683595797814,0.05144011314642351,{}
63,off_target,3,miss_probe,S5,5,7,3,b78b228f913a5cfcb7ec,5efdde13,69e292b3,1be4996d,1,1,S2,1,False,True,1,True,,0.0005,-0.2872874611141676,-0.06829961260826643,"{""S2"": {""and_mask"": 11, ""randomized_positions"": [0, 2]}}"
64,clean_target_effective,2,target_probe,S0,0,0,0,94be897446726719d350,124ec80a,72dff7bb,b269de59,3,2,S0,1,True,False,1,True,,0.0005,-0.2300620345661383,0.29170069673969423,"{""S0"": {""and_mask"": 2}}"
65,clean_target_effective,2,target_probe,S5,5,0,0,94be897446726719d350,124ec80a,0af447cf,7deb5138,10,2,S5,1,True,False,1,True,,0.0005,-0.11428626318159939,-0.11088752629169654,"{""S5"": {""bit_position"": 3}}"
66,missed,0,target_probe,S0,0,1,0,454d5b2e2dc08ce40669,2bcb35b6,5f5a02a5,bd8143b3,5,5,,0,False,False,0,False,,0.0005,0.017411557835295337,0.12311432500659213,{}
67,off_target,3,target_probe,S5,5,1,0,454d5b2e2dc08ce40669,2bcb35b6,41a42dcf,ac9e2a81,5,5,S6,1,False,True,1,True,,0.0011511952422704826,-0.05454521617342164,-0.17211906918793118,"{""S6"": {""and_mask"": 13, ""randomized_positions"": [1, 3]}}"
68,multi_hit,4,target_probe,S0,0,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,13fa6518,a33b83f9,8,8,S0;S6,2,True,True,1,True,,0.0005,0.24603645867229484,-0.26313873296775153,"{""S0"": {""and_mask"": 9}, ""S6"": {""and_mask"": 1}}"
69,clean_target_effective,2,target_probe,S5,5,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,f82a9de4,408f7c09,0,4,S5,1,True,False,1,True,,0.005686028521586504,-0.45636121691037146,0.01189001051306754,"{""S5"": {""bit_position"": 2}}"
70,multi_hit,4,target_probe,S0,0,3,0,9a12785cf0bfd7f9169e,615424b1,c0e1954d,868032da,11,10,S0;S1,2,True,True,2,True,,0.0022666138472535323,0.5834728853347406,0.0535602312287167,"{""S0"": {""and_mask"": 10}, ""S1"": {""and_mask"": 10}}"
71,clean_target_ineffective,1,target_probe,S5,5,3,0,9a12785cf0bfd7f9169e,615424b1,9c2a0fbd,bb7b3e64,2,2,S5,1,True,False,0,False,,0.0009014239165143347,0.3283572326853633,-0.05900867337209223,"{""S5"": {""and_mask"": 10}}"
72,missed,0,target_probe,S0,0,4,0,19befa4e32aa4154e8eb,48e4d611,a9f0d517,912a6bcb,10,10,,0,False,False,0,False,,0.0005,-0.343436366482355,0.012021746471113592,{}
73,off_target,3,neighbor_probe,S5,5,4,0,19befa4e32aa4154e8eb,48e4d611,9456cd2b,8f44aeb4,10,10,S4,1,False,True,1,True,,0.0005524275778474818,0.44537495574836095,0.07137744764987486,"{""S4"": {""bit_position"": 0}}"
74,missed,0,neighbor_probe,S0,0,5,0,6ce416051079421e4d04,e3f442d9,80a7823b,419abcc0,9,9,,0,False,False,0,False,,0.0005747531642164271,-0.7021839509380821,0.10138748527988556,{}
75,off_target,3,neighbor_probe,S5,5,5,0,6ce416051079421e4d04,e3f442d9,6affff92,d6080ef5,15,15,S6,1,False,True,1,True,,0.0011484158724505429,-0.6182868432863946,0.07367602787021676,"{""S6"": {""replacement"": 12}}"
76,multi_hit,4,multi_probe,S0,0,6,0,b67736ff4c567a14112b,30e88f1f,e67662b6,eb93be4f,0,4,S0;S1;S5,3,True,True,1,True,,0.046824992137278094,0.11885838467213901,-0.049567572552508106,"{""S0"": {""bit_position"": 2, ""stuck_value"": 1}, ""S1"": {""bit_position"": 3, ""stuck_value"": 0}, ""S5"": {""bit_position"": 0, ""stuck_value"": 1}}"
77,multi_hit,4,multi_probe,S5,5,6,0,b67736ff4c567a14112b,30e88f1f,4b747309,6b909192,7,1,S0;S1;S5;S6;S7,5,True,True,5,True,,0.5988675961188449,0.08247463103706576,-0.20339713400064452,"{""S0"": {""and_mask"": 0}, ""S1"": {""and_mask"": 6}, ""S5"": {""and_mask"": 9}, ""S6"": {""and_mask"": 10}, ""S7"": {""and_mask"": 2}}"
78,invalid_reset,5,invalid_probe,S0,0,7,0,b78b228f913a5cfcb7ec,5efdde13,0e6333bc,f9526010,3,3,,0,False,False,0,False,timeout,0.985,-0.6384374371977036,0.21670296498034414,{}
79,invalid_reset,5,invalid_probe,S5,5,7,0,b78b228f913a5cfcb7ec,5efdde13,f9fff3b0,7fb7d96c,4,4,,0,False,False,0,False,timeout,0.985,-0.14194619105893838,0.17781230771349774,{}
80,missed,0,miss_probe,S0,0,0,1,94be897446726719d350,124ec80a,79f16cdf,77098bec,6,6,,0,False,False,0,False,,0.0005,0.3692580542600135,0.09057887833067928,{}
81,missed,0,miss_probe,S5,5,0,1,94be897446726719d350,124ec80a,11daa51c,c7e584da,10,10,,0,False,False,0,False,,0.0005,0.1289396233649091,0.055512361347934636,{}
82,off_target,3,miss_probe,S0,0,1,1,454d5b2e2dc08ce40669,2bcb35b6,da8e44a4,5785fc5e,8,8,S3,1,False,True,0,False,,0.0005,0.8107633472341247,0.24457829990430102,"{""S3"": {""bit_position"": 0, ""stuck_value"": 0}}"
83,missed,0,miss_probe,S5,5,1,1,454d5b2e2dc08ce40669,2bcb35b6,fb902521,219b56d3,5,5,,0,False,False,0,False,,0.0005,0.5739291946972132,0.0688135158308301,{}
84,clean_target_effective,2,target_probe,S0,0,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,eec4d0f2,d3afbb8c,13,9,S0,1,True,False,1,True,,0.0005085756265456561,0.7540495855239284,0.48189466633519396,"{""S0"": {""and_mask"": 9}}"
85,off_target,3,target_probe,S5,5,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,8c284a4a,fe8bf438,0,0,S6,1,False,True,1,True,,0.0012967515745544386,-0.5251302167706938,0.13574007949181285,"{""S6"": {""and_mask"": 6}}"
86,missed,0,target_probe,S0,0,3,1,9a12785cf0bfd7f9169e,615424b1,68ff2be2,fecce4e8,9,9,,0,False,False,0,False,,0.0005,0.01889480854957675,0.03858243265284806,{}
87,clean_target_effective,2,target_probe,S5,5,3,1,9a12785cf0bfd7f9169e,615424b1,867194d9,c06e62c4,3,2,S5,1,True,False,1,True,,0.0006410044823839003,-0.7652133510186887,-0.07985740293732359,"{""S5"": {""and_mask"": 14, ""randomized_positions"": [0, 2]}}"
88,missed,0,target_probe,S0,0,4,1,19befa4e32aa4154e8eb,48e4d611,1f35d4e8,45a6fa50,1,1,,0,False,False,0,False,,0.0008957979909377117,0.3672898840230203,0.0831305552115896,{}
89,clean_target_effective,2,target_probe,S5,5,4,1,19befa4e32aa4154e8eb,48e4d611,a6574d59,4e42a962,10,2,S5,1,True,False,1,True,,0.000550984935306207,-0.26434016391412996,0.25922494334642815,"{""S5"": {""and_mask"": 7}}"
90,clean_target_effective,2,target_probe,S0,0,5,1,6ce416051079421e4d04,e3f442d9,61adbfc6,e22ce12f,6,0,S0,1,True,False,1,True,,0.0005,-0.5448619584895537,0.28132057644428077,"{""S0"": {""and_mask"": 9}}"
91,multi_hit,4,target_probe,S5,5,5,1,6ce416051079421e4d04,e3f442d9,44a95202,ab8c80f4,7,7,S3;S4,2,False,True,1,True,,0.000771549446803306,0.06219998685986791,0.23168650232341748,"{""S3"": {""bit_position"": 3, ""stuck_value"": 0}, ""S4"": {""bit_position"": 3, ""stuck_value"": 1}}"
92,missed,0,target_probe,S0,0,6,1,b67736ff4c567a14112b,30e88f1f,701f54f6,79a32634,11,11,,0,False,False,0,False,,0.0008097641714068643,0.061939791817719414,-0.003590543551389226,{}
93,off_target,3,neighbor_probe,S5,5,6,1,b67736ff4c567a14112b,30e88f1f,7b9b7db9,3e1f0453,15,15,S4,1,False,True,1,True,,0.0005,-0.10540900323980659,0.14687496698276892,"{""S4"": {""and_mask"": 6}}"
94,off_target,3,neighbor_probe,S0,0,7,1,b78b228f913a5cfcb7ec,5efdde13,c4a6cf9e,43249e71,2,2,S1,1,False,True,1,True,,0.0005655449401955243,-0.022945348929877065,-0.2754428154859601,"{""S1"": {""and_mask"": 0}}"
95,off_target,3,neighbor_probe,S5,5,7,1,b78b228f913a5cfcb7ec,5efdde13,7bb38250,1186d00f,7,7,S6,1,False,True,1,True,,0.0005,-0.2989085458703197,-0.054663242747866395,"{""S6"": {""and_mask"": 10}}"
96,multi_hit,4,multi_probe,S0,0,0,2,94be897446726719d350,124ec80a,ed5db35c,fdcfbb99,3,3,S1;S3,2,False,True,1,True,,0.08541997894113428,0.2748352506117091,-0.011768905154843988,"{""S1"": {""bit_position"": 1, ""stuck_value"": 0}, ""S3"": {""bit_position"": 0, ""stuck_value"": 0}}"
97,off_target,3,multi_probe,S5,5,0,2,94be897446726719d350,124ec80a,62c51afc,5aef0e96,10,10,S4,1,False,True,0,False,,0.0031666482733722157,0.04216392319670231,0.14159035788141464,"{""S4"": {""and_mask"": 13}}"
98,invalid_reset,5,invalid_probe,S0,0,1,2,454d5b2e2dc08ce40669,2bcb35b6,341d350c,a9b520e8,14,14,,0,False,False,0,False,timeout,0.7907219392317377,-0.08982797747450733,-0.10969634689043717,{}
99,invalid_reset,5,invalid_probe,S5,5,1,2,454d5b2e2dc08ce40669,2bcb35b6,c3c906ac,b790fbb4,5,5,,0,False,False,0,False,reset,0.985,-0.3336721295041502,0.18695294718993916,{}
100,missed,0,miss_probe,S0,0,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,86b1f54a,b2272aab,10,10,,0,False,False,0,False,,0.0005,-0.2606151695871812,0.11976955478542223,{}
101,missed,0,miss_probe,S5,5,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,f9433485,24ccd0b1,4,4,,0,False,False,0,False,,0.0005,-0.41373897725337316,0.2809584712242544,{}
102,missed,0,miss_probe,S0,0,3,2,9a12785cf0bfd7f9169e,615424b1,39dfe9cb,66436e9a,11,11,,0,False,False,0,False,,0.0005,0.0983036394923442,0.09249252679259039,{}
103,missed,0,miss_probe,S5,5,3,2,9a12785cf0bfd7f9169e,615424b1,375ccb3f,50171b23,4,4,,0,False,False,0,False,,0.0005,0.25507809100940865,-0.2433725862103788,{}
104,clean_target_ineffective,1,target_probe,S0,0,4,2,19befa4e32aa4154e8eb,48e4d611,dd6097f6,22e25579,8,8,S0,1,True,False,0,False,,0.0005,-0.5199512845205617,-0.058918188164721844,"{""S0"": {""and_mask"": 11}}"
105,multi_hit,4,target_probe,S5,5,4,2,19befa4e32aa4154e8eb,48e4d611,91ad354c,0d9dcb31,7,0,S2;S5,2,True,True,2,True,,0.0006139705752790066,0.04852120654928639,-0.16194305928161534,"{""S2"": {""and_mask"": 11}, ""S5"": {""and_mask"": 8}}"
106,clean_target_ineffective,1,target_probe,S0,0,5,2,6ce416051079421e4d04,e3f442d9,ee25f9d7,9b5c34ae,7,7,S0,1,True,False,0,False,,0.0005,0.6543967164563557,0.02421899933582953,"{""S0"": {""bit_position"": 2, ""stuck_value"": 1}}"
107,multi_hit,4,target_probe,S5,5,5,2,6ce416051079421e4d04,e3f442d9,14c3c76b,fcd8432d,2,2,S5;S6,2,True,True,1,True,,0.0008555619079366126,0.3550560770729197,-0.14476158506451356,"{""S5"": {""and_mask"": 11}, ""S6"": {""and_mask"": 14}}"
108,clean_target_ineffective,1,target_probe,S0,0,6,2,b67736ff4c567a14112b,30e88f1f,92abb0ed,ef991585,10,10,S0,1,True,False,0,False,,0.0005997536555006128,-0.3008152813627817,0.17014992954825878,"{""S0"": {""and_mask"": 11}}"
109,clean_target_effective,2,target_probe,S5,5,6,2,b67736ff4c567a14112b,30e88f1f,eab120bc,0ea26527,4,0,S5,1,True,False,1,True,,0.000552711587431331,0.029462026874521385,-0.0017752392790505844,"{""S5"": {""and_mask"": 2}}"
110,clean_target_effective,2,target_probe,S0,0,7,2,b78b228f913a5cfcb7ec,5efdde13,989acf62,5c46037c,15,4,S0,1,True,False,1,True,,0.0005,0.054020773025984035,-0.23604880218234436,"{""S0"": {""replacement"": 4}}"
111,off_target,3,target_probe,S5,5,7,2,b78b228f913a5cfcb7ec,5efdde13,3bba7a92,73e03a3c,1,1,S6,1,False,True,1,True,,0.0005,-0.8096277589967666,0.05754625289050012,"{""S6"": {""and_mask"": 1}}"
