experiment_id,category,category_id,sampling_regime,target_sbox,target_sbox_index,key_id,session_id,master_key_hex,round_key_32_hex,x31_hex,x32_hex,target_original_input,target_faulted_input,impacted_sboxes,impacted_sbox_count,target_impacted,off_target_impacted,changed_sbox_input_count,fault_effective,invalid_subtype,invalid_probability,global_jitter_samples,injection_jitter_samples,model_details_json
6005,missed,0,target_probe,S5,5,2,3,982fc83b7cc8e27ed3ed,c48bcaf1,b88e8442,ba43a433,12,12,,0,False,False,0,False,,0.0005,-0.3441713541223835,-0.3047660735088994,{}
6006,off_target,3,target_probe,S0,0,3,3,9a12785cf0bfd7f9169e,615424b1,6a7b49b2,92a88cc8,9,9,S1,1,False,True,1,True,,0.00058236415925084,0.4135630995593949,-0.06368316458713077,"{""S1"": {""and_mask"": 10}}"
6007,clean_target_effective,2,target_probe,S5,5,3,3,9a12785cf0bfd7f9169e,615424b1,bf5b58ab,9fcdaeba,9,0,S5,1,True,False,1,True,,0.0005,0.258389131696958,0.32795722937660826,"{""S5"": {""and_mask"": 2}}"
6008,missed,0,target_probe,S0,0,4,3,19befa4e32aa4154e8eb,48e4d611,f5f031bb,065ddc9c,13,13,,0,False,False,0,False,,0.0005,0.08433837422713554,0.14217720585711158,{}
6009,multi_hit,4,target_probe,S5,5,4,3,19befa4e32aa4154e8eb,48e4d611,1b89889d,5c71eebb,9,9,S4;S6,2,False,True,2,True,,0.0007869548720072945,0.20670930416658273,-0.11332515062942361,"{""S4"": {""and_mask"": 6}, ""S6"": {""and_mask"": 3}}"
6010,multi_hit,4,target_probe,S0,0,5,3,6ce416051079421e4d04,e3f442d9,bf19026e,2bd2d46b,2,2,S0;S1,2,True,True,1,True,,0.0018047621572526232,-0.6671687241688264,-0.14812939175674528,"{""S0"": {""and_mask"": 15}, ""S1"": {""and_mask"": 12}}"
6011,off_target,3,target_probe,S5,5,5,3,6ce416051079421e4d04,e3f442d9,1e7331b9,7e94235b,6,6,S2,1,False,True,1,True,,0.0008993895677447668,0.7891071384512534,0.026897826057741322,"{""S2"": {""bit_position"": 3}}"
6012,clean_target_effective,2,target_probe,S0,0,6,3,b67736ff4c567a14112b,30e88f1f,2a47384f,3b3b26b0,15,13,S0,1,True,False,1,True,,0.0008839143584705134,-0.18753510220434544,-0.1544495331530745,"{""S0"": {""bit_position"": 1}}"
6013,missed,0,neighbor_probe,S5,5,6,3,b67736ff4c567a14112b,30e88f1f,251cb4ad,eed6e44a,3,3,,0,False,False,0,False,,0.0005,0.41473297666785086,0.20196337289467892,{}
6014,off_target,3,neighbor_probe,S0,0,7,3,b78b228f913a5cfcb7ec,5efdde13,ca0dfe77,2f8709d3,0,0,S1,1,False,True,1,True,,0.0007813327209661864,0.3263636720855479,0.020454533669787597,"{""S1"": {""and_mask"": 4}}"
6015,multi_hit,4,neighbor_probe,S5,5,7,3,b78b228f913a5cfcb7ec,5efdde13,fa8f1811,459f5365,6,6,S4;S5,2,True,True,0,False,,0.0007513090018835793,0.35677069166543085,-0.2061571616502584,"{""S4"": {""and_mask"": 11}, ""S5"": {""and_mask"": 14}}"
6016,invalid_reset,5,multi_probe,S0,0,0,0,94be897446726719d350,124ec80a,9568c255,995cf887,13,13,,0,False,False,0,False,reset,0.9818645440840954,0.07773563557509888,0.30686083117527924,{}
6017,multi_hit,4,multi_probe,S5,5,0,0,94be897446726719d350,124ec80a,3836eac8,96125b16,5,5,S4;S6,2,False,True,2,True,,0.533053330230036,0.2282865070793478,0.17469476135976406,"{""S4"": {""and_mask"": 10, ""randomized_positions"": [0, 2]}, ""S6"": {""and_mask"": 11, ""randomized_positions"": [2, 3]}}"
6018,invalid_reset,5,invalid_probe,S0,0,1,0,454d5b2e2dc08ce40669,2bcb35b6,94ee8474,85bb2574,2,2,,0,False,False,0,False,timeout,0.9837341694270944,0.3127644578950212,-0.0033329597112524757,{}
6019,invalid_reset,5,invalid_probe,S5,5,1,0,454d5b2e2dc08ce40669,2bcb35b6,82aabdde,27748815,11,11,,0,False,False,0,False,reset,0.985,-0.128051601711649,0.22456631917822256,{}
6020,off_target,3,miss_probe,S0,0,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,7671c7a6,357917e5,4,4,S3,1,False,True,1,True,,0.0005,0.10318594516004867,0.0904659731711633,"{""S3"": {""and_mask"": 10, ""randomized_positions"": [0, 2]}}"
6021,off_target,3,miss_probe,S5,5,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,56e2f5eb,94d8e764,5,5,S3,1,False,True,0,False,,0.0005,0.33709638728944785,-0.10410846108988446,"{""S3"": {""and_mask"": 10}}"
6022,off_target,3,miss_probe,S0,0,3,0,9a12785cf0bfd7f9169e,615424b1,9e7788bd,8a8608ab,10,10,S3,1,False,True,0,False,,0.0005,-0.285951852561107,-0.04212947616186074,"{""S3"": {""and_mask"": 11}}"
6023,missed,0,miss_probe,S5,5,3,0,9a12785cf0bfd7f9169e,615424b1,8151da41,9a73b113,2,2,,0,False,False,0,False,,0.0005,-0.2310468056054798,-0.28563576748402414,{}
6024,missed,0,target_probe,S0,0,4,0,19befa4e32aa4154e8eb,48e4d611,0b3f119f,acd2163b,10,10,,0,False,False,0,False,,0.0005,0.45357559400667447,0.08221216376416562,{}
6025,clean_target_effective,2,target_probe,S5,5,4,0,19befa4e32aa4154e8eb,48e4d611,5d200937,beb22327,5,4,S5,1,True,False,1,True,,0.000878011604098933,0.12291773550330785,0.4453449013176715,"{""S5"": {""and_mask"": 4}}"
6026,clean_target_effective,2,target_probe,S0,0,5,0,6ce416051079421e4d04,e3f442d9,9b878a31,cff8b1e5,12,8,S0,1,True,False,1,True,,0.0008179834763224408,0.2146959353959431,-0.25491960595770646,"{""S0"": {""bit_position"": 2}}"
6027,clean_target_effective,2,target_probe,S5,5,5,0,6ce416051079421e4d04,e3f442d9,0d893c9e,5f0dd84a,15,7,S5,1,True,False,1,True,,0.0005,0.21795195930914874,-0.17132318025640914,"{""S5"": {""bit_position"": 3}}"
6028,multi_hit,4,target_probe,S0,0,6,0,b67736ff4c567a14112b,30e88f1f,c9a43fa3,d8f7098e,1,1,S0;S1,2,True,True,1,True,,0.0006038673298190446,-0.44083855937725674,-0.282148566487499,"{""S0"": {""and_mask"": 1}, ""S1"": {""and_mask"": 4}}"
6029,multi_hit,4,target_probe,S5,5,6,0,b67736ff4c567a14112b,30e88f1f,b5021d09,8f0f55ce,14,9,S5;S6,2,True,True,1,True,,0.0013474540844600684,0.15690484786592812,0.13238338044196127,"{""S5"": {""replacement"": 9}, ""S6"": {""replacement"": 15}}"
6030,missed,0,target_probe,S0,0,7,0,b78b228f913a5cfcb7ec,5efdde13,f93e0250,b71da00c,15,15,,0,False,False,0,False,,0.0005656736444749906,-0.2250176697992268,0.36133816879469954,{}
6031,clean_target_effective,2,target_probe,S5,5,7,0,b78b228f913a5cfcb7ec,5efdde13,67bcd080,00550116,10,8,S5,1,True,False,1,True,,0.0009812783249711604,-0.3059399978125329,0.2651260233826912,"{""S5"": {""bit_position"": 1}}"
6032,clean_target_ineffective,1,target_probe,S0,0,0,1,94be897446726719d350,124ec80a,f66887ff,613abc6c,6,6,S0,1,True,False,0,False,,0.0005,0.37187862655138504,0.1520997365578012,"{""S0"": {""and_mask"": 15, ""randomized_positions"": [0, 1]}}"
6033,missed,0,neighbor_probe,S5,5,0,1,94be897446726719d350,124ec80a,c671fe3f,b11287d9,5,5,,0,False,False,0,False,,0.0005,-0.1832934061080426,-0.0830883285437322,{}
6034,missed,0,neighbor_probe,S0,0,1,1,454d5b2e2dc08ce40669,2bcb35b6,69cb65ff,d1ec287d,11,11,,0,False,False,0,False,,0.0005654090219939226,-0.5505205898321296,0.019391653961282514,{}
6035,missed,0,neighbor_probe,S5,5,1,1,454d5b2e2dc08ce40669,2bcb35b6,3c9e7efd,8d0b79e8,12,12,,0,False,False,0,False,,0.0010072463601985043,0.23231459384139425,0.11240650990812512,{}
6036,clean_target_effective,2,multi_probe,S0,0,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,042d74d2,af9b0b90,1,0,S0,1,True,False,1,True,,0.001047319678408615,-0.2844864781548678,-0.18079364511268506,"{""S0"": {""and_mask"": 14}}"
6037,invalid_reset,5,multi_probe,S5,5,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,3181c5b5,e55503b6,13,13,,0,False,False,0,False,timeout,0.669194050168018,0.5806135166415635,0.21132928129876782,{}
6038,invalid_reset,5,invalid_probe,S0,0,3,1,9a12785cf0bfd7f9169e,615424b1,4d85a5ee,5c2e5501,0,0,,0,False,False,0,False,timeout,0.985,0.49996976009008737,-0.24293330046065678,{}
6039,invalid_reset,5,invalid_probe,S5,5,3,1,9a12785cf0bfd7f9169e,615424b1,4f989cc6,7721482c,7,7,,0,False,False,0,False,reset,0.985,-0.1795748046381231,0.019279073905687578,{}
6040,off_target,3,miss_probe,S0,0,4,1,19befa4e32aa4154e8eb,48e4d611,7f135be2,f3328dd3,2,2,S2,1,False,True,0,False,,0.0005,0.05244866401500001,0.14355842748341235,"{""S2"": {""and_mask"": 15}}"
6041,missed,0,miss_probe,S5,5,4,1,19befa4e32aa4154e8eb,48e4d611,205c5a9d,80adb114,4,4,,0,False,False,0,False,,0.0005,-0.5551124405553826,-0.11698017472642824,{}
6042,missed,0,miss_probe,S0,0,5,1,6ce416051079421e4d04,e3f442d9,5a101bc6,e238f031,8,8,,0,False,False,0,False,,0.0005,-0.22240763105104688,0.31976701791518813,{}
6043,missed,0,miss_probe,S5,5,5,1,6ce416051079421e4d04,e3f442d9,3ba6cc12,68236b9f,13,13,,0,False,False,0,False,,0.0005,-0.2509031617155621,-0.00289621026527055,{}
6044,clean_target_effective,2,target_probe,S0,0,6,1,b67736ff4c567a14112b,30e88f1f,7c981332,f76a43c1,14,6,S0,1,True,False,1,True,,0.000654554775022357,-0.21521942491029966,0.12823376265488273,"{""S0"": {""bit_position"": 3}}"
6045,clean_target_effective,2,target_probe,S5,5,6,1,b67736ff4c567a14112b,30e88f1f,2d5d1dc8,3771770b,9,8,S5,1,True,False,1,True,,0.0005330380314134438,-0.38438082879908,-0.06348853434641225,"{""S5"": {""and_mask"": 10}}"
6046,missed,0,target_probe,S0,0,7,1,b78b228f913a5cfcb7ec,5efdde13,2ea34863,b998c8c7,4,4,,0,False,False,0,False,,0.0005336644596775729,0.5753560089225958,0.07638440007359676,{}
6047,off_target,3,target_probe,S5,5,7,1,b78b228f913a5cfcb7ec,5efdde13,915870b0,5578bd57,8,8,S6,1,False,True,1,True,,0.0007972174539005601,0.21907052422883497,-0.05357351303634489,"{""S6"": {""bit_position"": 3}}"
6048,clean_target_effective,2,target_probe,S0,0,0,2,94be897446726719d350,124ec80a,d06014cc,3df3c112,8,0,S0,1,True,False,1,True,,0.0010735211204058038,-0.043284363015164744,-0.17542138612482727,"{""S0"": {""and_mask"": 6}}"
6049,clean_target_effective,2,target_probe,S5,5,0,2,94be897446726719d350,124ec80a,4edf1186,2ef9763b,11,8,S5,1,True,False,1,True,,0.0005621128236449526,-0.5268870913945812,-0.05507311715029378,"{""S5"": {""replacement"": 8}}"
6050,clean_target_effective,2,target_probe,S0,0,1,2,454d5b2e2dc08ce40669,2bcb35b6,5f2a6444,cd421035,3,2,S0,1,True,False,1,True,,0.0005413588375374092,0.5572422784909079,0.17772045826508465,"{""S0"": {""bit_position"": 0}}"
6051,clean_target_effective,2,target_probe,S5,5,1,2,454d5b2e2dc08ce40669,2bcb35b6,a8c4654f,6f9e8d01,5,0,S5,1,True,False,1,True,,0.0005,-0.2095920128464224,0.12783474834046815,"{""S5"": {""and_mask"": 8}}"
6052,clean_target_effective,2,target_probe,S0,0,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,427498e6,4eff6ff4,5,0,S0,1,True,False,1,True,,0.0008319785872096443,-0.46589642426778777,-0.15633666725688752,"{""S0"": {""and_mask"": 8}}"
6053,multi_hit,4,neighbor_probe,S5,5,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,275a4b9a,cdb9888d,3,3,S4;S5,2,True,True,1,True,,0.0007635447785020142,-0.3305024073016294,0.15381644945458858,"{""S4"": {""and_mask"": 5}, ""S5"": {""and_mask"": 7}}"
6054,missed,0,neighbor_probe,S0,0,3,2,9a12785cf0bfd7f9169e,615424b1,844af09c,2fd419a1,0,0,,0,False,False,0,False,,0.0006971012242847432,-0.04520437474273531,0.14847982253491224,{}
6055,off_target,3,neighbor_probe,S5,5,3,2,9a12785cf0bfd7f9169e,615424b1,73f52fa3,d2f259cb,10,10,S6,1,False,True,1,True,,0.0007782715429055232,0.4204999401506554,0.10119370719033467,"{""S6"": {""and_mask"": 10}}"
6056,multi_hit,4,multi_probe,S0,0,4,2,19befa4e32aa4154e8eb,48e4d611,a88cfa16,cf7cb39e,15,12,S0;S1,2,True,True,1,True,,0.5716619298766603,0.1722106083196798,0.038086830730364646,"{""S0"": {""and_mask"": 12, ""randomized_positions"": [0, 1]}, ""S1"": {""and_mask"": 14, ""randomized_positions"": [0, 3]}}"
6057,multi_hit,4,multi_probe,S5,5,4,2,19befa4e32aa4154e8eb,48e4d611,f3f8de4c,7dc4a32f,2,0,S4;S5,2,True,True,2,True,,0.9509486188525242,0.6223137747067242,-0.28459373671768,"{""S4"": {""bit_position"": 0}, ""S5"": {""bit_position"": 1}}"
6058,invalid_reset,5,invalid_probe,S0,0,5,2,6ce416051079421e4d04,e3f442d9,ada479b8,5bebdd0c,5,5,,0,False,False,0,False,timeout,0.985,-0.16191132664289967,0.006977275725279133,{}
6059,invalid_reset,5,invalid_probe,S5,5,5,2,6ce416051079421e4d04,e3f442d9,8d31b2cb,7209cb6a,15,15,,0,False,False,0,False,timeout,0.985,-0.5768775118778291,-0.027072221172565043,{}
6060,off_target,3,miss_probe,S0,0,6,2,b67736ff4c567a14112b,30e88f1f,7ba5de4c,59ca4754,11,11,S2,1,False,True,0,False,,0.0005,0.049430413800935866,-0.2693880135784295,"{""S2"": {""and_mask"": 15}}"
6061,missed,0,miss_probe,S5,5,6,2,b67736ff4c567a14112b,30e88f1f,9b8869ad,beae949f,4,4,,0,False,False,0,False,,0.0005,0.5409006973782103,-0.43564313211943095,{}
6062,missed,0,miss_probe,S0,0,7,2,b78b228f913a5cfcb7ec,5efdde13,ba8899de,ca3701ae,13,13,,0,False,False,0,False,,0.0005,-0.1431111718042883,0.02634890882998291,{}
6063,off_target,3,miss_probe,S5,5,7,2,b78b228f913a5cfcb7ec,5efdde13,3ce1b071,4379d75a,8,8,S2,1,False,True,0,False,,0.0005,0.3379841285456561,-0.144639405499622,"{""S2"": {""and_mask"": 11}}"
6064,multi_hit,4,target_probe,S0,0,0,3,94be897446726719d350,124ec80a,4caf9bc8,94cfa7ee,4,4,S1;S3,2,False,True,2,True,,0.0006229165176224757,-0.46678342971839804,0.13112316898273849,"{""S1"": {""and_mask"": 11}, ""S3"": {""and_mask"": 3}}"
6065,multi_hit,4,target_probe,S5,5,0,3,94be897446726719d350,124ec80a,056f0e8e,2d1622c2,5,0,S0;S5,2,True,True,2,True,,0.000895673337152768,0.067875759249424,0.20024607249468415,"{""S0"": {""and_mask"": 5}, ""S5"": {""and_mask"": 10}}"
6066,clean_target_ineffective,1,target_probe,S0,0,1,3,454d5b2e2dc08ce40669,2bcb35b6,ffaeab44,3f447826,0,0,S0,1,True,False,0,False,,0.0005,0.22122625825597358,0.20202507170775108,"{""S0"": {""and_mask"": 7, ""randomized_positions"": [0, 3]}}"
6067,missed,0,target_probe,S5,5,1,3,454d5b2e2dc08ce40669,2bcb35b6,31bc20a6,e0463ded,8,8,,0,False,False,0,False,,0.0007072009836689245,-0.4692930492214916,0.267890720354731,{}
6068,clean_target_ineffective,1,target_probe,S0,0,2,3,982fc83b7cc8e27ed3ed,c48bcaf1,808d9873,82d1cdfb,10,10,S0,1,True,False,0,False,,0.0006165190331471223,0.25105414824509464,-0.29551286088527823,"{""S0"": {""and_mask"": 10}}"
6069,off_target,3,target_probe,S5,5,2,3,982fc83b7cc8e27ed3ed,c48bcaf1,6c8e8ea4,ee79afcf,15,15,S6,1,False,True,1,True,,0.0008243603301305398,-0.5576581325731336,0.5451395341090974,"{""S6"": {""and_mask"": 13}}"
6070,clean_target_effective,2,target_probe,S0,0,3,3,9a12785cf0bfd7f9169e,615424b1,acabc5c1,04de9df8,9,8,S0,1,True,False,1,True,,0.0012879715157416917,0.09526989222688911,0.12210629019028535,"{""S0"": {""and_mask"": 8}}"
6071,missed,0,target_probe,S5,5,3,3,9a12785cf0bfd7f9169e,615424b1,c4170ba4,88fee22f,10,10,,0,False,False,0,False,,0.0005,0.21551578689425308,-0.5619998041390557,{}
6072,clean_target_effective,2,target_probe,S0,0,4,3,19befa4e32aa4154e8eb,48e4d611,86832702,8ee0a161,0,2,S0,1,True,False,1,True,,0.0006498228155023586,-0.08275955504636588,-0.11701291384710476,"{""S0"": {""bit_position"": 1, ""stuck_value"": 1}}"
6073,missed,0,neighbor_probe,S5,5,4,3,19befa4e32aa4154e8eb,48e4d611,6e4eddd8,d5425995,10,10,,0,False,False,0,False,,0.0008361036648090713,-0.09615499525906532,0.011946782630262054,{}
6074,off_target,3,neighbor_probe,S0,0,5,3,6ce416051079421e4d04,e3f442d9,bdfaa3b3,3f6fc9b4,13,13,S1,1,False,True,1,True,,0.0005,0.3048592792622026,-0.17532425001792612,"{""S1"": {""and_mask"": 8}}"
6075,off_target,3,neighbor_probe,S5,5,5,3,6ce416051079421e4d04,e3f442d9,77b7d927,1c69373d,9,9,S6,1,False,True,0,False,,0.0006146152277804617,-0.24780224145995636,-0.33987881684825316,"{""S6"": {""and_mask"": 15}}"
6076,multi_hit,4,multi_probe,S0,0,6,3,b67736ff4c567a14112b,30e88f1f,e18e19c0,bfb98ccf,0,0,S1;S3,2,False,True,0,False,,0.059706320827756836,0.010347210315960276,-0.13169193931754977,"{""S1"": {""bit_position"": 2, ""stuck_value"": 1}, ""S3"": {""bit_position"": 2, ""stuck_value"": 0}}"
6077,invalid_reset,5,multi_probe,S5,5,6,3,b67736ff4c567a14112b,30e88f1f,07ae190d,8162b2bd,8,8,,0,False,False,0,False,reset,0.5415230883826196,-0.5501351011326574,0.13350867969504804,{}
6078,invalid_reset,5,invalid_probe,S0,0,7,3,b78b228f913a5cfcb7ec,5efdde13,c82d2f0c,af535c97,4,4,,0,False,False,0,False,reset,0.9780940835443175,-0.22907155345923247,-0.2153531417171305,{}
6079,invalid_reset,5,invalid_probe,S5,5,7,3,b78b228f913a5cfcb7ec,5efdde13,111590df,c86d3d9f,9,9,,0,False,False,0,False,reset,0.985,-0.09694735384154098,-0.09040329876538744,{}
6080,off_target,3,miss_probe,S0,0,0,0,94be897446726719d350,124ec80a,e08a7108,7e1fbeaf,5,5,S3,1,False,True,1,True,,0.0005,0.32630774767014137,-0.44096208845737456,"{""S3"": {""and_mask"": 11}}"
6081,missed,0,miss_probe,S5,5,0,0,94be897446726719d350,124ec80a,1eec4d6d,b2f67456,11,11,,0,False,False,0,False,,0.0005,-0.8837252198144203,0.03940114519849806,{}
6082,missed,0,miss_probe,S0,0,1,0,454d5b2e2dc08ce40669,2bcb35b6,04e3f10e,68dfa6b4,2,2,,0,False,False,0,False,,0.0005,0.48365547390677927,0.44249165330448537,{}
6083,missed,0,miss_probe,S5,5,1,0,454d5b2e2dc08ce40669,2bcb35b6,9d4e6843,ba2a11be,14,14,,0,False,False,0,False,,0.0005,0.6101154075493572,-0.0032072298663957917,{}
6084,clean_target_effective,2,target_probe,S0,0,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,e3857692,628eb852,3,1,S0,1,True,False,1,True,,0.0005,0.2262746071868134,-0.13993594410945592,"{""S0"": {""bit_position"": 1, ""stuck_value"": 0}}"
6085,clean_target_effective,2,target_probe,S5,5,2,0,982fc83b7cc8e27ed3ed,c48bcaf1,d57ade6b,a1ad64b7,2,0,S5,1,True,False,1,True,,0.0006173691268906975,0.1200327984693894,0.2005999486651423,"{""S5"": {""and_mask"": 0}}"
6086,missed,0,target_probe,S0,0,3,0,9a12785cf0bfd7f9169e,615424b1,883ad018,d781b080,1,1,,0,False,False,0,False,,0.0005,-0.1412325434452824,0.23521211459079147,{}
6087,clean_target_ineffective,1,target_probe,S5,5,3,0,9a12785cf0bfd7f9169e,615424b1,e9cadda8,3e60f25a,3,3,S5,1,True,False,0,False,,0.0005358561494788433,-0.2721717844423916,0.024318526933150248,"{""S5"": {""and_mask"": 11}}"
6088,multi_hit,4,target_probe,S0,0,4,0,19befa4e32aa4154e8eb,48e4d611,406e7558,81243203,2,10,S0;S1,2,True,True,1,True,,0.0010170145460501488,0.2893409698242056,0.05830775986025943,"{""S0"": {""bit_position"": 3, ""stuck_value"": 1}, ""S1"": {""bit_position"": 3, ""stuck_value"": 0}}"
6089,off_target,3,target_probe,S5,5,4,0,19befa4e32aa4154e8eb,48e4d611,4a367848,a70f758f,14,14,S6,1,False,True,1,True,,0.0005,-0.24930501100023292,0.05361784001377215,"{""S6"": {""and_mask"": 10}}"
6090,missed,0,target_probe,S0,0,5,0,6ce416051079421e4d04,e3f442d9,866c14bd,c3b04107,14,14,,0,False,False,0,False,,0.0005,0.3019828316303102,0.056712890379623494,{}
6091,clean_target_effective,2,target_probe,S5,5,5,0,6ce416051079421e4d04,e3f442d9,21b7090c,eb7b9a17,8,10,S5,1,True,False,1,True,,0.0007585063916869116,-0.00858323129078868,0.1182429409973953,"{""S5"": {""bit_position"": 1}}"
6092,missed,0,target_probe,S0,0,6,0,b67736ff4c567a14112b,30e88f1f,e1129198,97bbfe29,6,6,,0,False,False,0,False,,0.000542497954305292,-0.3175761391474052,0.26770634419968603,{}
6093,missed,0,neighbor_probe,S5,5,6,0,b67736ff4c567a14112b,30e88f1f,a651c347,bee2dafa,0,0,,0,False,False,0,False,,0.000583412356596148,0.07781443252074258,0.1578755787697027,{}
6094,missed,0,neighbor_probe,S0,0,7,0,b78b228f913a5cfcb7ec,5efdde13,24560ec5,29e65162,1,1,,0,False,False,0,False,,0.0006039607406802792,0.49258827587176107,0.20714801024496007,{}
6095,off_target,3,neighbor_probe,S5,5,7,0,b78b228f913a5cfcb7ec,5efdde13,798150c8,c6c1c331,3,3,S6,1,False,True,0,False,,0.0005,-0.30150817344335556,-0.24042935215843034,"{""S6"": {""and_mask"": 15, ""randomized_positions"": [0, 2]}}"
6096,invalid_reset,5,multi_probe,S0,0,0,1,94be897446726719d350,124ec80a,778e5957,e6ea3ec8,2,2,,0,False,False,0,False,reset,0.9252531096430185,-0.1444007735101539,0.09325581044296419,{}
6097,off_target,3,multi_probe,S5,5,0,1,94be897446726719d350,124ec80a,2471d664,68ab98fb,14,14,S6,1,False,True,0,False,,0.03545309232464377,0.22674775704062128,0.13629319398836226,"{""S6"": {""and_mask"": 11}}"
6098,invalid_reset,5,invalid_probe,S0,0,1,1,454d5b2e2dc08ce40669,2bcb35b6,49088190,e3fa35d1,7,7,,0,False,False,0,False,timeout,0.985,0.18113020720600753,-0.12999109875534803,{}
6099,multi_hit,4,invalid_probe,S5,5,1,1,454d5b2e2dc08ce40669,2bcb35b6,788d0d46,b3439c47,8,0,S5;S6,2,True,True,1,True,,0.398129276412172,0.026297731682189608,0.108541510546483,"{""S5"": {""and_mask"": 7}, ""S6"": {""and_mask"": 9}}"
6100,missed,0,miss_probe,S0,0,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,43959daf,9f3712a3,2,2,,0,False,False,0,False,,0.0005,0.5307509272900818,0.016019499356263355,{}
6101,missed,0,miss_probe,S5,5,2,1,982fc83b7cc8e27ed3ed,c48bcaf1,9207127a,1c27bb47,10,10,,0,False,False,0,False,,0.0005,0.38138081373197386,0.11471133837139245,{}
6102,missed,0,miss_probe,S0,0,3,1,9a12785cf0bfd7f9169e,615424b1,f09aac1f,36b32cc2,3,3,,0,False,False,0,False,,0.0005,-0.04066827244799955,0.006307729473989905,{}
6103,multi_hit,4,miss_probe,S5,5,3,1,9a12785cf0bfd7f9169e,615424b1,9d94769a,e28f1b74,13,13,S3;S7,2,False,True,2,True,,0.0005,0.1515175311524506,-0.14343450145766842,"{""S3"": {""and_mask"": 1}, ""S7"": {""and_mask"": 4}}"
6104,clean_target_ineffective,1,target_probe,S0,0,4,1,19befa4e32aa4154e8eb,48e4d611,77ff8cac,709ab0a8,9,9,S0,1,True,False,0,False,,0.0005,0.16374191301329633,-0.27285655610169995,"{""S0"": {""bit_position"": 3, ""stuck_value"": 1}}"
6105,off_target,3,target_probe,S5,5,4,1,19befa4e32aa4154e8eb,48e4d611,156f2cbb,1c9f0ac6,7,7,S4,1,False,True,1,True,,0.0005,0.49220134285475436,0.14283342875346436,"{""S4"": {""bit_position"": 2}}"
6106,off_target,3,target_probe,S0,0,5,1,6ce416051079421e4d04,e3f442d9,73ae5231,39b76943,10,10,S1,1,False,True,0,False,,0.0007483227465626772,0.35383766924491217,-0.21002327872557425,"{""S1"": {""and_mask"": 9}}"
6107,off_target,3,target_probe,S5,5,5,1,6ce416051079421e4d04,e3f442d9,ef798351,5a1546c7,14,14,S4,1,False,True,1,True,,0.0005,-0.22304291219999756,0.09259393626430312,"{""S4"": {""bit_position"": 1}}"
6108,off_target,3,target_probe,S0,0,6,1,b67736ff4c567a14112b,30e88f1f,45112126,0746ce05,10,10,S1,1,False,True,1,True,,0.0013856963782646868,0.25625155778596687,0.7111507879395729,"{""S1"": {""and_mask"": 14, ""randomized_positions"": [0, 2]}}"
6109,off_target,3,target_probe,S5,5,6,1,b67736ff4c567a14112b,30e88f1f,2b2233e2,768b64c1,6,6,S4,1,False,True,1,True,,0.0005,-0.50658694319866,-0.34287851743099096,"{""S4"": {""and_mask"": 14}}"
6110,missed,0,target_probe,S0,0,7,1,b78b228f913a5cfcb7ec,5efdde13,0b99be67,a6e25ed3,0,0,,0,False,False,0,False,,0.0005,-0.1308393821464398,0.10515444279499896,{}
6111,off_target,3,target_probe,S5,5,7,1,b78b228f913a5cfcb7ec,5efdde13,9fb15ff5,58f51c93,0,0,S6,1,False,True,1,True,,0.001772508132069352,-0.006385493318561118,0.2620854118043513,"{""S6"": {""and_mask"": 12}}"
6112,off_target,3,target_probe,S0,0,0,2,94be897446726719d350,124ec80a,7d2feb92,a8e119cf,5,5,S3,1,False,True,1,True,,0.0008401890378322775,-0.27119172487628046,0.1789803820746977,"{""S3"": {""and_mask"": 7}}"
6113,off_target,3,neighbor_probe,S5,5,0,2,94be897446726719d350,124ec80a,fd65f5b1,ad186472,5,5,S6,1,False,True,1,True,,0.0005833507622501864,0.10036656830107692,0.09109702820233606,"{""S6"": {""and_mask"": 4}}"
6114,off_target,3,neighbor_probe,S0,0,1,2,454d5b2e2dc08ce40669,2bcb35b6,0f824189,fd9119fb,13,13,S1,1,False,True,1,True,,0.000915993645226589,0.5139194806031239,0.3327737968687886,"{""S1"": {""and_mask"": 8}}"
6115,off_target,3,neighbor_probe,S5,5,1,2,454d5b2e2dc08ce40669,2bcb35b6,56d201dd,cedefe58,1,1,S4,1,False,True,0,False,,0.0005,-0.043361629897255484,-0.16526031595719748,"{""S4"": {""bit_position"": 2, ""stuck_value"": 1}}"
6116,multi_hit,4,multi_probe,S0,0,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,10231650,40f1442d,12,15,S0;S1;S2,3,True,True,3,True,,0.016685181042200067,-0.3187600238765759,0.07231028441655846,"{""S0"": {""replacement"": 15}, ""S1"": {""replacement"": 6}, ""S2"": {""replacement"": 5}}"
6117,multi_hit,4,multi_probe,S5,5,2,2,982fc83b7cc8e27ed3ed,c48bcaf1,a8055158,06b4360f,3,2,S5;S6,2,True,True,2,True,,0.018579804860902584,-0.018263691602547923,-0.6169217719292828,"{""S5"": {""and_mask"": 10}, ""S6"": {""and_mask"": 4}}"
