batch_index,campaign_arm,target_sbox,objective,recommendation_candidate_id,recommendation_rank,selection_count,mean_public_objective_score,mean_p_clean_target_ineffective,mean_p_clean_target_effective
0,guided_explore,S5,SHFA,22093,6,14,0.0004357577138121463,0.35850239960732416,0.42318754570069433
0,guided_explore,S5,SHFA,22920,12,13,0.0007233558179875605,0.3530496946882687,0.4370745339221959
0,guided_explore,S5,SHFA,25968,1,18,0.0007915921427075701,0.3024539327381953,0.5361269393744574
0,guided_explore,S5,SHFA,28263,4,17,0.0008432313608580127,0.27650023864182877,0.5518383165895724
0,guided_explore,S5,SHFA,28971,8,15,0.001683723370008946,0.2392055137303977,0.5920813443887187
0,guided_explore,S5,SHFA,29122,5,21,0.001093752992290827,0.2948696202361506,0.5257551655338547
0,guided_explore,S5,SHFA,29873,2,13,0.0003594300383422688,0.3485503954508987,0.4408894444052495
0,guided_explore,S5,SHFA,32111,10,11,0.0010948412019643426,0.1998583552852654,0.6143905720229438
0,guided_explore,S5,SHFA,32895,3,18,0.000938097037418197,0.3136308236225052,0.46237899392367043
0,guided_explore,S5,SIFA,710,7,16,0.2587379499394103,0.2587379499394103,0.4867755393532063
0,guided_explore,S5,SIFA,20908,2,23,0.2300923705759462,0.2300923705759462,0.444188133568256
0,guided_explore,S5,SIFA,23298,1,18,0.27265161899362994,0.27265161899362994,0.5266084856673863
0,guided_explore,S5,SIFA,26324,4,19,0.2731412694738948,0.2731412694738948,0.5614595665948787
0,guided_explore,S5,SIFA,28919,12,18,0.3291218667429174,0.3291218667429174,0.355430295590267
0,guided_explore,S5,SIFA,29375,11,15,0.3850506002527073,0.3850506002527073,0.3821769431128122
0,guided_explore,S5,SIFA,30204,6,22,0.5086603957878292,0.5086603957878292,0.17001219437155202
0,guided_explore,S5,SIFA,30539,9,12,0.2021198756618979,0.2021198756618979,0.44573493406343895
0,guided_explore,S5,SIFA,32848,10,11,0.5088444735776607,0.5088444735776607,0.23332719877330962
0,guided_explore,S5,SIFA,34231,5,21,0.26906759021080084,0.26906759021080084,0.5175575963563652
0,guided_explore,S5,SIFA,35105,3,25,0.29424076102318397,0.29424076102318397,0.45817552678177287
0,guided_explore,S5,SIFA,36623,8,10,0.3130200434228416,0.3130200434228416,0.4308505946422569
1,guided_exploit,S0,SEFA,4470,14,10,0.5033427901052153,0.30465382883819264,0.5033427901052153
1,guided_exploit,S0,SEFA,19949,11,24,0.4748655051810786,0.3652855271860349,0.4748655051810786
1,guided_exploit,S0,SEFA,20533,24,20,0.3297399818693897,0.3952831428237111,0.3297399818693897
1,guided_exploit,S0,SEFA,21922,23,6,0.4910377720861326,0.27772551095203807,0.4910377720861326
1,guided_exploit,S0,SEFA,22785,19,10,0.3023063609116933,0.46868693650941856,0.3023063609116933
1,guided_exploit,S0,SEFA,23496,12,14,0.5062431462837517,0.31451833468522034,0.5062431462837517
1,guided_exploit,S0,SEFA,25782,4,4,0.4058794997014186,0.38825448260339485,0.4058794997014186
1,guided_exploit,S0,SEFA,27659,18,104,0.5768539025627578,0.28253221646973875,0.5768539025627578
1,guided_exploit,S0,SEFA,27911,6,19,0.579921171156823,0.21468469842734308,0.579921171156823
1,guided_exploit,S0,SEFA,28443,1,10,0.5624130380928232,0.3087556154993979,0.5624130380928232
1,guided_exploit,S0,SEFA,30277,9,10,0.4541852898049095,0.4417031548785911,0.4541852898049095
1,guided_exploit,S0,SEFA,30380,5,11,0.4414656687567289,0.3978119142899773,0.4414656687567289
1,guided_exploit,S0,SEFA,30482,8,8,0.25056816814748417,0.5007806459376182,0.25056816814748417
1,guided_exploit,S0,SEFA,30571,15,58,0.4715923635314152,0.3422772445288018,0.4715923635314152
1,guided_exploit,S0,SEFA,31351,7,4,0.5772388274788716,0.2051045787237286,0.5772388274788716
1,guided_exploit,S0,SEFA,32341,22,8,0.5779331917070617,0.20337860800360286,0.5779331917070617
1,guided_exploit,S0,SEFA,32664,20,11,0.44946963631487263,0.34897810796001705,0.44946963631487263
1,guided_exploit,S0,SEFA,32974,2,4,0.46547998268510293,0.37095439629532806,0.46547998268510293
1,guided_exploit,S0,SEFA,33330,21,54,0.5363609675891392,0.27093177947969693,0.5363609675891392
1,guided_exploit,S0,SEFA,33497,13,15,0.40413248667455026,0.44377176009997715,0.40413248667455026
1,guided_exploit,S0,SEFA,36785,16,44,0.5065284242196243,0.27853545724781337,0.5065284242196243
1,guided_exploit,S0,SEFA,36989,10,10,0.37045420908002347,0.5041227837878424,0.37045420908002347
1,guided_exploit,S0,SEFA,37414,17,49,0.5606625785166365,0.2190762232001942,0.5606625785166365
1,guided_exploit,S0,SEFA,37454,3,18,0.6071951128019794,0.24727960937645987,0.6071951128019794
1,guided_exploit,S0,SHFA,18327,13,43,0.0008586570236106855,0.3267055979005346,0.4856072753182921
1,guided_exploit,S0,SHFA,19535,2,20,0.000810280389660886,0.1900094932060163,0.6832919395503338
1,guided_exploit,S0,SHFA,20603,7,14,0.0009137307803058899,0.27619395137571423,0.548358114641747
1,guided_exploit,S0,SHFA,21193,11,12,0.0010737576475405677,0.4346035591865778,0.3899859388246792
1,guided_exploit,S0,SHFA,21799,12,9,0.0015747719507874407,0.17055101003141437,0.6660143561983324
1,guided_exploit,S0,SHFA,23124,19,23,0.0010383390349881629,0.25478730958771034,0.560093018563418
1,guided_exploit,S0,SHFA,23678,18,34,0.001116831763536698,0.2719129624127216,0.5463955100934577
1,guided_exploit,S0,SHFA,24200,16,13,0.0006890975827923492,0.39998321681880833,0.32894128875114215
1,guided_exploit,S0,SHFA,24536,10,15,0.0007748950806287728,0.4358739264284021,0.3624780713693549
1,guided_exploit,S0,SHFA,25145,22,36,0.0006206278278650079,0.35833605657975187,0.49025215125694405
1,guided_exploit,S0,SHFA,25558,24,58,0.0008635228756029665,0.28207694230252167,0.528869502095161
1,guided_exploit,S0,SHFA,26008,17,11,0.001146632073869143,0.12854197458143632,0.6934982039273782
1,guided_exploit,S0,SHFA,26123,15,19,0.0010434059367713311,0.3041783028323058,0.5319787571892011
1,guided_exploit,S0,SHFA,28331,5,4,0.00038105251256910185,0.1376306580231942,0.6774404652458115
1,guided_exploit,S0,SHFA,28367,4,9,0.0007899959035586571,0.43820239276710043,0.3978402116160002
1,guided_exploit,S0,SHFA,29110,6,35,0.0010667195828282631,0.22334519757132593,0.6234568475618074
1,guided_exploit,S0,SHFA,29275,20,16,0.0007906399206157196,0.4501344765169843,0.32297686917046864
1,guided_exploit,S0,SHFA,29412,14,28,0.0009826212671985963,0.2693596088620498,0.5683532968440228
1,guided_exploit,S0,SHFA,32151,9,19,0.0010534646627765368,0.24745133454035131,0.6192463262782764
1,guided_exploit,S0,SHFA,33782,23,15,0.0016263422561155936,0.36394058505041166,0.4575390729637468
1,guided_exploit,S0,SHFA,33876,1,6,0.0008924072191347792,0.23461996927476747,0.5946002342203872
1,guided_exploit,S0,SHFA,36020,21,3,0.003078636606455108,0.2634979764391281,0.5717235701911674
1,guided_exploit,S0,SHFA,36710,3,8,0.00040591151249303825,0.11013730841134503,0.7162758459227989
1,guided_exploit,S0,SIFA,19501,14,76,0.22717731857090434,0.22717731857090434,0.36673849091658595
1,guided_exploit,S0,SIFA,20371,3,13,0.4198958724370393,0.4198958724370393,0.3507185210850391
