absolute_sample,roi_relative_sample,S0_eta_squared,S0_permutation_z,S0_specificity,S1_eta_squared,S1_permutation_z,S1_specificity,S2_eta_squared,S2_permutation_z,S2_specificity,S3_eta_squared,S3_permutation_z,S3_specificity,S4_eta_squared,S4_permutation_z,S4_specificity,S5_eta_squared,S5_permutation_z,S5_specificity,S6_eta_squared,S6_permutation_z,S6_specificity,S7_eta_squared,S7_permutation_z,S7_specificity
4059,10,0.0652972431608708,-0.01482618772981421,0.06254658083767571,0.04680631849706633,-0.5735538203846409,-0.8212056378140973,0.05120179008924816,-0.16386836520702397,-0.6244525008798408,0.057062121041449865,-0.08109374675645423,-0.18046385389067404,0.06848830840132891,0.5832029903794921,0.6197688543052031,0.07928410210124602,1.2456751717130652,1.951468430621347,0.06002731537011689,0.2421783012660188,0.033309877472966765,0.07122675733857528,0.9264732811751961,0.40294226072554773
4060,11,0.051825524809973565,-0.1453352859103687,-0.11088345192099817,0.049670058555724594,-0.4762839225722693,-0.6798567382075228,0.04088557903946886,-0.9856104338089039,-1.6782834144194685,0.07106898479843463,0.07765450410708763,0.10533583191639544,0.07314674191206583,0.35611059571199877,0.24447821595523497,0.07015023792163602,1.0882473072100736,1.7453511564188127,0.06121296016199262,0.2478774243838718,0.1012874713527193,0.05464394019910409,0.45917786447120235,-0.12157540045523148
4061,12,0.05799459412047875,-0.12045554851491208,0.01789983115652226,0.059187014652849534,-0.28482871880829375,-0.3452586516731039,0.0431496616479404,-1.0077514534817817,-1.6412147987377204,0.04551168275649238,-0.01324323616867873,0.017131815915795982,0.04207459231445396,-0.3611522181430088,-1.0948522626765085,0.06401179330590581,0.7227360684211509,1.187086448793602,0.06326283709387587,0.11909361721258209,-0.04484253327740369,0.05828758454648937,0.36312825240430036,-0.16320101960116892
4062,13,0.05832631326798374,-0.11258772939689196,0.11597274012563018,0.060353888182212684,-0.3337785747906874,-0.4395948474225997,0.05372845568548028,-0.48219661356019305,-0.989791297293185,0.07164235593877635,0.04038803860242601,0.18131475216044987,0.0544769137902526,-0.7615252783656388,-1.8739255144041367,0.05883312331003286,0.12188751104381679,0.28933351133251906,0.05094769652616919,-0.38082530828226263,-0.8285336040719367,0.06420547255691757,0.6134350096377523,0.23468017400082983
4063,14,0.05267094257099284,-0.0872104230185107,0.18566021035631272,0.044911443461473625,-0.4775756786042592,-0.5713001286806052,0.060384812132667796,0.16971124806495463,0.03051359703408918,0.053046932081231624,-0.14658324963379288,-0.04847150404804301,0.04283372598529449,-0.8331726245686165,-1.9384276713400737,0.06603748769528928,-0.29832728676259235,-0.47362189235118546,0.05412838904692683,-0.89189695251104,-1.5018693476701301,0.0753706291909662,0.7861701087966269,0.46402312077464364
4064,15,0.059779587196034024,0.06942693884586634,0.41996749221068264,0.040274662761655595,-0.46832829604529613,-0.5734798360667559,0.07310361855813473,0.6657252497679309,0.6990824316902045,0.0499866713151223,-0.0624984661712642,0.10093545037660233,0.05199108923232169,-0.41960367951998684,-1.1752502583741125,0.03306731539658333,-0.8957693191848224,-1.468752791913061,0.03471732097121898,-1.3780786666299716,-2.22450046879911,0.06526339842543263,0.3658822655867951,0.024519600586487444
4065,16,0.053465288652428486,0.04368503962751284,0.44076417353716935,0.07099582028904745,0.03353201222633445,0.34114059119615125,0.0704186734119917,0.5146845597323618,0.5589547157916512,0.06983456709050308,0.20273369119503562,0.5331540982593015,0.0621472294682231,-0.20238090100369668,-0.8581960097622102,0.0511807998760464,-0.8755999093953185,-1.5274359781596265,0.042404802401050996,-1.2022882240319541,-2.0604685080863554,0.05422924644567062,-0.1702755265109742,-0.820765722009428
4066,17,0.07120593787300583,-0.029738482978078823,0.23151081372092824,0.06101205679528502,0.16916931881247105,0.41840548891347257,0.06531615348247166,-0.03989640141784209,-0.2687318340597141,0.06728393436911509,0.6826452747055078,1.1034064217453445,0.05454650089347587,-0.010466297905724314,-0.3232115669355773,0.04611443127909244,-0.6935257140603314,-1.054992842023782,0.04336315876145731,-0.8801131137975002,-1.4178666469853358,0.04184258974568855,-0.5702835295483862,-1.0934769237681679
4067,18,0.05207649497285595,-0.4365545440894903,-0.2925710365355184,0.07453234829929423,0.13407976169114805,0.3765794454925181,0.04505316600278601,-0.5964056111551657,-0.9887500022318345,0.06638214208592726,1.1960047710000796,1.8420938974974241,0.05204781218663127,0.17275056712241488,0.04321042427499022,0.06119650145938847,-0.26041213624840176,-0.3336148432292593,0.06495178451264882,-0.4441863907778092,-0.7725752827320561,0.05937747809048046,-0.42790173478533994,-0.9235834545421437
4068,19,0.04485656535080701,-0.6958585739213903,-0.6513749295029172,0.04203683445948497,-0.32315028208302987,-0.16883237163881382,0.04607129482145102,-0.3677442746732323,-0.7035528361809885,0.08535301735719271,1.6093372289289376,2.5278601015605426,0.07358068027088832,0.5716903251193642,0.8910591336715015,0.062099306757892554,-0.20710275563629504,-0.13850189061062895,0.047504288320471856,-0.5836637056262834,-0.9848807713163977,0.05686688804965668,-0.1477320483130648,-0.6201937801882969
4069,20,0.05319427216037587,-0.5665002969151884,-0.5601042151431928,0.0567891814757156,-0.1650437285749783,-0.06949342213051266,0.0693764464511614,0.29192592745822454,0.14039317775414178,0.07410351142093685,1.695999154238461,2.5284854019637395,0.06770710272989076,0.7583047466969721,1.1194609279009877,0.050797144255409495,-0.4412576718554674,-0.717348615602662,0.05131901244369538,-0.5288536325857331,-0.9828780057773763,0.059282938379462885,0.16662021047967604,-0.34705342773836706
