pipeline,experiment_id,pair_id,campaign_arm,key_id,session_id,target_sbox,target_sbox_index,p_clean_target_ineffective,healthy_ciphertext_hex
random_raw,1327,663,random_uniform,0,3,S0,0,0.012202461767357,797f54f524c4d5e1
random_raw,1329,664,random_uniform,0,0,S0,0,5.470559478635552e-05,0491478b19c55d2a
random_raw,1331,665,random_uniform,0,1,S0,0,4.688454662611096e-06,1cb5cef067df71ac
random_raw,1337,668,random_uniform,0,0,S0,0,0.0002408252154832,0fb7d0650d4dfb01
random_raw,1339,669,random_uniform,0,1,S0,0,2.166782248272736e-05,2207b17c98df3f32
random_raw,1353,676,random_uniform,0,0,S0,0,0.0019810050526886,b1768eed0a609677
random_raw,1357,678,random_uniform,0,2,S0,0,0.0597343664002602,52fe65f270ca11da
random_raw,1361,680,random_uniform,0,0,S0,0,1.0466806471667014e-06,433556eac21a1f37
random_raw,1387,693,random_uniform,0,1,S0,0,0.5480461040372899,29a0b51020c33bd5
random_raw,1395,697,random_uniform,0,1,S0,0,0.0163186366371892,2c87696a5d145666
random_raw,1399,699,random_uniform,0,3,S0,0,3.19771115725053e-06,a6152a72187938f4
random_raw,1409,704,random_uniform,0,0,S0,0,4.88033995380623e-05,1e5a63f62b239039
random_raw,1415,707,random_uniform,0,3,S0,0,7.671044591533123e-06,96f90a6e91936109
random_raw,1417,708,random_uniform,0,0,S0,0,0.160011227756742,ce4018f352f51de1
random_raw,1449,724,random_uniform,0,0,S0,0,4.7151274963548144e-08,d49529c37bced3e6
random_raw,1457,728,random_uniform,0,0,S0,0,0.000331976357284,4efe8c0d304c4804
random_raw,1473,736,random_uniform,0,0,S0,0,0.1765086169972223,5b4adc9bd1aecccd
random_raw,1477,738,random_uniform,0,2,S0,0,0.0021501813717745,4a1ba85220ba8279
random_raw,1485,742,random_uniform,0,2,S0,0,0.0037133996498163,28d4d1bd27041a6e
random_raw,1507,753,random_uniform,0,1,S0,0,0.0026087027386895,3e2564ad2ec8a93d
random_raw,1511,755,random_uniform,0,3,S0,0,0.1921317030624871,5c7f407ff0f3577a
random_raw,1517,758,random_uniform,0,2,S0,0,0.0033032765175714,3c742c94bc4ca642
random_raw,1527,763,random_uniform,0,3,S0,0,0.0001254494355228,99b800b6acf4db1a
random_raw,1531,765,random_uniform,0,1,S0,0,6.825651470544875e-08,1e74fb403fac7aff
random_raw,1535,767,random_uniform,0,3,S0,0,1.365943855868131e-06,fd73a648524e34ac
random_raw,1543,771,random_uniform,0,3,S0,0,0.0031205331173462,d8ed293998b38ff1
random_raw,1579,789,random_uniform,0,1,S0,0,0.0686613870387224,554e79a721461ca2
random_raw,1597,798,random_uniform,0,2,S0,0,0.0005615784358163,4e16c08d67e69b03
random_raw,1605,802,random_uniform,0,2,S0,0,1.0240580433286475e-05,4dfa08231e3ab6f2
random_raw,1613,806,random_uniform,0,2,S0,0,1.1916511760566516e-05,58952e7883d8f2f8
random_raw,1615,807,random_uniform,0,3,S0,0,0.513685934693494,e1524bb90d24ab4e
random_raw,1617,808,random_uniform,0,0,S0,0,0.0002632769486266,110b9ae7c36f922b
random_raw,1627,813,random_uniform,0,1,S0,0,0.1756671924294469,adebbdffe1ab4a19
random_raw,1649,824,random_uniform,0,0,S0,0,0.0020994351538874,1e79adbc37376830
random_raw,1653,826,random_uniform,0,2,S0,0,1.8346726870229691e-06,abfb7a80905b4ca9
random_raw,1659,829,random_uniform,0,1,S0,0,8.401691445450688e-06,0312d65b149d961f
random_raw,1663,831,random_uniform,0,3,S0,0,0.0230006138871522,0b4e5040e6f0387d
random_raw,1673,836,random_uniform,0,0,S0,0,0.1401358522969449,a47f1cbcbd48b267
random_raw,1675,837,random_uniform,0,1,S0,0,0.422687987049329,ae4fc399bfab640e
random_raw,1679,839,random_uniform,0,3,S0,0,3.4329826272712453e-07,50fbc4040dfab778
random_raw,1689,844,random_uniform,0,0,S0,0,0.0001793793320471,949a48110545debe
random_raw,1693,846,random_uniform,0,2,S0,0,1.2199883740184417e-05,366f5912c648af87
random_raw,1695,847,random_uniform,0,3,S0,0,0.00256385387506,7a5f7cfb5ddc1757
random_raw,1707,853,random_uniform,0,1,S0,0,1.5293524633200392e-05,acf2e098cce202fa
random_raw,1715,857,random_uniform,0,1,S0,0,2.591784442292732e-05,bfce6293c794d46a
random_raw,1721,860,random_uniform,0,0,S0,0,0.1211881581093241,b4c8ccd148d52da0
random_raw,1723,861,random_uniform,0,1,S0,0,0.0002254264801423,93d085c5a420b883
random_raw,1725,862,random_uniform,0,2,S0,0,0.022333531290007,ec13194a7a8879c3
random_raw,1765,882,random_uniform,0,2,S0,0,0.0283881688744741,1b3daba1493f1e5e
random_raw,1771,885,random_uniform,0,1,S0,0,2.987454483415316e-05,d45b6d564664598d
random_raw,1795,897,random_uniform,0,1,S0,0,0.0147667010853437,a7bfa7f70e4ffb64
random_raw,1801,900,random_uniform,0,0,S0,0,2.8226771412022097e-05,f3f4147197e9735c
random_raw,1803,901,random_uniform,0,1,S0,0,0.4577360199073202,3ddc09529dcf25c8
random_raw,1809,904,random_uniform,0,0,S0,0,4.11819926186583e-06,e4cfbf20d2c01e25
random_raw,1825,912,random_uniform,0,0,S0,0,2.464896154375255e-06,7b15b3698d98c181
random_raw,1827,913,random_uniform,0,1,S0,0,0.0001337591363653,d6a7b59e0e81eba3
random_raw,1837,918,random_uniform,0,2,S0,0,0.0032811804851387,7a82cd0c569073ca
random_raw,1839,919,random_uniform,0,3,S0,0,0.1912671004464674,26e856636a4979c2
random_raw,1847,923,random_uniform,0,3,S0,0,0.6993237319265195,fe95eaa0550f5673
random_raw,1849,924,random_uniform,0,0,S0,0,0.0116214891668056,5c2dbd671cb64a87
random_raw,1851,925,random_uniform,0,1,S0,0,0.0004139685838168,d4f55ebed6f74603
random_raw,1865,932,random_uniform,0,0,S0,0,3.825032102952798e-05,50ad0b1926f66ef0
random_raw,1869,934,random_uniform,0,2,S0,0,0.0660659047347603,befd9bb93a71c2ea
random_raw,1887,943,random_uniform,0,3,S0,0,3.601850098842975e-09,45c358105784b1db
random_raw,1897,948,random_uniform,0,0,S0,0,0.0003725006077065,787a63b0a4e6503b
random_raw,1903,951,random_uniform,0,3,S0,0,9.979439025405892e-06,bae64219de6d1400
random_raw,1913,956,random_uniform,0,0,S0,0,0.4895047091239388,a6fcdaf427929ba1
random_raw,1917,958,random_uniform,0,2,S0,0,9.519539098397152e-07,33b35083bde6a4b9
random_raw,1941,970,random_uniform,0,2,S0,0,0.0012267297163627,760f7b1bb17234c0
random_raw,1953,976,random_uniform,0,0,S0,0,0.0015112604293191,371bd9a07dd9e6c2
random_raw,1955,977,random_uniform,0,1,S0,0,3.0509413898891904e-05,6e2e3b072e4ad1e7
random_raw,1959,979,random_uniform,0,3,S0,0,0.0002736544375196,665d6e3a81e6f907
random_raw,1969,984,random_uniform,0,0,S0,0,1.4930336401222502e-05,5465e87053838014
random_raw,1973,986,random_uniform,0,2,S0,0,0.0001455303410398,167251182fdcba15
random_raw,1979,989,random_uniform,0,1,S0,0,0.0046621990952923,f96cb4cefafca876
random_raw,1991,995,random_uniform,0,3,S0,0,2.1514639014198822e-05,bd05267fe5a365f0
random_raw,1993,996,random_uniform,0,0,S0,0,0.0095994941593507,07c74f552b7212bd
random_raw,1995,997,random_uniform,0,1,S0,0,0.0047776588222918,752226d546fca30d
random_raw,1999,999,random_uniform,0,3,S0,0,0.0008477078025304,36f89950e60044c9
random_raw,2011,1005,random_uniform,0,1,S0,0,5.043478891971102e-05,2091bdb9983e09fc
random_raw,2015,1007,random_uniform,0,3,S0,0,0.0003821398727335,bceeb99aff2a98f9
random_raw,2017,1008,random_uniform,0,0,S0,0,7.218739749195645e-07,885d9aa6942ce9e8
random_raw,2033,1016,random_uniform,0,0,S0,0,8.736334762086408e-05,43cb42bdf9616c81
random_raw,2047,1023,random_uniform,0,3,S0,0,7.081242481795567e-08,d1f473ca248f3bea
random_raw,2051,1025,random_uniform,0,1,S0,0,5.111995848082332e-06,1a2375fbb1bd8505
random_raw,2053,1026,random_uniform,0,2,S0,0,1.021573626131382e-06,71b21e3fa473ec21
random_raw,2075,1037,random_uniform,0,1,S0,0,0.0062766454712356,39f16e40b7d1cf8b
random_raw,2081,1040,random_uniform,0,0,S0,0,0.0006838481415061,a20ab8d798292d38
random_raw,2083,1041,random_uniform,0,1,S0,0,0.1501031230905102,f6cb015a3ae607cd
random_raw,2091,1045,random_uniform,0,1,S0,0,0.0040369238623175,7ac9ece2a6541bde
random_raw,2099,1049,random_uniform,0,1,S0,0,0.3619463649795656,4d4a3845a76472fa
random_raw,2101,1050,random_uniform,0,2,S0,0,0.0001603632033799,df00bafb74be7632
random_raw,2103,1051,random_uniform,0,3,S0,0,7.579830776096704e-07,55de618ea53be645
random_raw,2111,1055,random_uniform,0,3,S0,0,0.4810001216519274,11887e3b7d247026
random_raw,2123,1061,random_uniform,0,1,S0,0,0.002017047096989,54abd7e38b088814
random_raw,2127,1063,random_uniform,0,3,S0,0,3.8217378099938914e-05,ae25fafefb596543
random_raw,2137,1068,random_uniform,0,0,S0,0,8.216284691419679e-06,1cf0862753bfa515
random_raw,2143,1071,random_uniform,0,3,S0,0,0.0003312989384222,b46361bfffe1cb64
random_raw,2145,1072,random_uniform,0,0,S0,0,4.244155914663222e-06,467a49cace4408a4
random_raw,2149,1074,random_uniform,0,2,S0,0,5.310098354407317e-09,8f84cbef88ac220f
random_raw,2157,1078,random_uniform,0,2,S0,0,0.6787202623284321,8fa9f8a633488c9e
random_raw,2161,1080,random_uniform,0,0,S0,0,1.4213714787853335e-06,c93291bf823fb709
random_raw,2167,1083,random_uniform,0,3,S0,0,0.0318065801121,e2a131907ce0dd17
random_raw,2171,1085,random_uniform,0,1,S0,0,4.979345300412406e-05,82e2623a89ab162b
random_raw,2175,1087,random_uniform,0,3,S0,0,8.363366535840851e-07,2fc0d5b821222f50
random_raw,2179,1089,random_uniform,0,1,S0,0,0.0569704623238703,844c5e76fb5a344b
random_raw,2181,1090,random_uniform,0,2,S0,0,0.4152135742188084,106949af56a729a7
random_raw,2189,1094,random_uniform,0,2,S0,0,1.9802201377282875e-05,f76ba7ca5f187b15
random_raw,2191,1095,random_uniform,0,3,S0,0,0.0013676291512596,e92183574d2649fb
random_raw,2225,1112,random_uniform,0,0,S0,0,0.0009796690688231,ecd3416bde49ecc0
random_raw,2237,1118,random_uniform,0,2,S0,0,0.0007505748625656,c19eb9e2bb4460c9
random_raw,2247,1123,random_uniform,0,3,S0,0,0.5888067447029095,9d7c32cfacb0a8c1
random_raw,2251,1125,random_uniform,0,1,S0,0,0.0004023549531088,5bede07684ccb5aa
random_raw,2253,1126,random_uniform,0,2,S0,0,0.0522048236039954,c45eae35145e34ac
random_raw,2305,1152,random_uniform,0,0,S0,0,0.0289362737093216,48e408a2d2f8765c
random_raw,2307,1153,random_uniform,0,1,S0,0,1.0074935750109755e-05,280549ee783f82ab
random_raw,2311,1155,random_uniform,0,3,S0,0,0.0001072367962102,79e542cae6478bc7
random_raw,2315,1157,random_uniform,0,1,S0,0,1.3600066249819163e-05,99df19d5bbbabc4a
random_raw,2317,1158,random_uniform,0,2,S0,0,0.0015869104892425,38963acb1f419368
random_raw,2323,1161,random_uniform,0,1,S0,0,0.0099095068036836,5888896d659b9a84
random_raw,2327,1163,random_uniform,0,3,S0,0,0.0008197516637946,f88633bf7a60134a
random_raw,2329,1164,random_uniform,0,0,S0,0,3.52052163792174e-06,a14a612859bd4f6d
random_raw,2347,1173,random_uniform,0,1,S0,0,0.0008535338017963,4a5b1feaece15552
random_raw,2353,1176,random_uniform,0,0,S0,0,0.1149560364205349,fc1ecc8f7eee5b52
random_raw,2355,1177,random_uniform,0,1,S0,0,0.0979065720823315,8ba24eccf05eae84
random_raw,2357,1178,random_uniform,0,2,S0,0,0.0053251724832753,5299ea984bf9ea00
random_raw,2359,1179,random_uniform,0,3,S0,0,2.9581536588691995e-06,84d5410546291c57
random_raw,2365,1182,random_uniform,0,2,S0,0,0.0716174027105247,9ce0ae0e4a529d27
random_raw,2367,1183,random_uniform,0,3,S0,0,2.147884539573452e-06,7302591092f4da83
random_raw,2373,1186,random_uniform,0,2,S0,0,0.0075532374706221,455809b399347825
random_raw,2375,1187,random_uniform,0,3,S0,0,0.0082626408053035,96d5f4168ee2912d
random_raw,2391,1195,random_uniform,0,3,S0,0,0.6466601915635583,d2e808d515ee09ec
random_raw,2397,1198,random_uniform,0,2,S0,0,0.0055951826989407,706ed9f434c23b58
random_raw,2403,1201,random_uniform,0,1,S0,0,0.6514620829723262,f3140c27459ab165
random_raw,2407,1203,random_uniform,0,3,S0,0,3.53366273988703e-05,15660e656c6acdc1
random_raw,2417,1208,random_uniform,0,0,S0,0,2.592912451254669e-07,dda62893984d621a
random_raw,2421,1210,random_uniform,0,2,S0,0,7.815983634724009e-05,35665e029bfcf52c
random_raw,2431,1215,random_uniform,0,3,S0,0,0.014248645298487,b39d6df3749b0015
random_raw,2433,1216,random_uniform,0,0,S0,0,1.955614546345498e-05,c8bffd6a17c368da
random_raw,2435,1217,random_uniform,0,1,S0,0,0.0052150313737081,c60e1f48f43ff697
random_raw,2457,1228,random_uniform,0,0,S0,0,0.0001981152756231,92407d59ea75a235
random_raw,2463,1231,random_uniform,0,3,S0,0,4.469601426354141e-05,3798c4a9a0be79c1
random_raw,2489,1244,random_uniform,0,0,S0,0,0.0073257852822696,f294189f6edd64fa
random_raw,2497,1248,random_uniform,0,0,S0,0,8.54632150667699e-06,5fb062201128fed4
random_raw,2503,1251,random_uniform,0,3,S0,0,2.529209860143382e-05,1f4fa45d7ccd86f6
random_raw,2509,1254,random_uniform,0,2,S0,0,5.81720723762043e-05,12a6ddd8642a478c
random_raw,2513,1256,random_uniform,0,0,S0,0,0.0001538652978613,83f9e05cc0418f14
random_raw,2533,1266,random_uniform,0,2,S0,0,0.0086071167515578,97e3f5103a8bef9d
