campaign_arm,key_id,target_sbox,target_sbox_index,top_fraction,key_guess,key_guess_hex,sample_count,sei,chi
random_uniform,0,S0,0,0.075,11,b,53,0.021159665361338557,17.943396226415096
random_uniform,0,S0,0,0.075,12,c,53,0.03183962264150944,27.000000000000007
random_uniform,0,S0,0,0.075,13,d,53,0.014751690993236028,12.509433962264152
random_uniform,0,S0,0,0.075,14,e,53,0.021871662513349946,18.547169811320753
random_uniform,0,S0,0,0.075,15,f,53,0.0175996796012816,14.924528301886797
random_uniform,0,S0,0,0.1,0,0,71,0.013080242015473118,14.859154929577462
random_uniform,0,S0,0,0.1,1,1,71,0.01466722872445943,16.661971830985912
random_uniform,0,S0,0,0.1,2,2,71,0.010699761951993653,12.15492957746479
random_uniform,0,S0,0,0.1,3,3,71,0.014270482047212856,16.211267605633804
random_uniform,0,S0,0,0.1,4,4,71,0.020221682205911525,22.971830985915492
random_uniform,0,S0,0,0.1,5,5,71,0.02141192223765126,24.323943661971832
random_uniform,0,S0,0,0.1,6,6,71,0.017444455465185478,19.816901408450704
random_uniform,0,S0,0,0.1,7,7,71,0.03212408252330886,36.492957746478865
random_uniform,0,S0,0,0.1,8,8,71,0.0055420551477881365,6.295774647887323
random_uniform,0,S0,0,0.1,9,9,71,0.012286748660979962,13.957746478873236
random_uniform,0,S0,0,0.1,10,a,71,0.02022168220591152,22.97183098591549
random_uniform,0,S0,0,0.1,11,b,71,0.016254215433445744,18.464788732394364
random_uniform,0,S0,0,0.1,12,c,71,0.021808668914897834,24.77464788732394
random_uniform,0,S0,0,0.1,13,d,71,0.011493255306486806,13.05633802816901
random_uniform,0,S0,0,0.1,14,e,71,0.011890001983733384,13.507042253521124
random_uniform,0,S0,0,0.1,15,f,71,0.013476988692719696,15.309859154929574
random_uniform,0,S0,0,0.15,0,0,107,0.004667438204209974,7.990654205607475
random_uniform,0,S0,0,0.15,1,1,107,0.0072877543890296085,12.476635514018689
random_uniform,0,S0,0,0.15,2,2,107,0.004143374967246047,7.093457943925233
